Cabecera experimento NoseCris
nº,Co2(scd40),temp(scd40),hum(scd40),raw_signla(sgp40),aiq(ens160),tvoc(ens160),eco2(ens160),rs1(ens160),rs3(ens160),rs4(ens160),temp(ens160),rmox(zmod4410),etoh(zmod4410),tvoc(zmod4410),eco2(zmod4410),iaq(zmod4410),temperatura(bme688),humedad(bme688),presion(bme688),resistencia(bme688),Aire/muestra
 1,814,26.91,32.54,32467,2,165,647,487.82,604.58,89.90,25.14,5.48,0.0526,0.0989, 426, 2,29.39,27.63,97675.99,592935.750000,0
2,814,26.91,32.54,32467,2,165,647,487.82,604.58,89.90,25.14,5.48,0.0528,0.0992, 425, 2,29.39,27.63,97675.99,592935.750000,0
3,814,26.93,32.52,32471,2,182,647,487.82,604.58,89.90,25.14,5.48,0.0528,0.0992, 425, 2,29.40,27.51,97676.62,593451.187500,0
4,814,26.93,32.52,32471,2,182,670,487.99,604.17,89.87,25.14,5.48,0.0527,0.0990, 425, 2,29.40,27.51,97676.62,593451.187500,0
5,814,26.93,32.52,32480,2,182,670,487.99,604.17,89.87,25.14,5.48,0.0527,0.0990, 425, 2,29.41,27.42,97677.05,596562.750000,0
6,814,26.93,32.52,32480,2,145,619,489.64,615.10,92.28,25.14,5.48,0.0527,0.0990, 425, 2,29.41,27.42,97677.05,596562.750000,0
7,814,26.93,32.52,32480,2,145,619,489.64,615.10,92.28,25.14,5.48,0.0522,0.0981, 425, 2,29.43,27.35,97677.25,593451.187500,0
8,814,26.93,32.47,32485,2,170,655,493.47,626.45,89.23,25.14,5.48,0.0522,0.0981, 425, 2,29.43,27.35,97677.25,593451.187500,0
9,814,26.93,32.47,32485,2,170,655,493.47,626.45,89.23,25.14,5.48,0.0522,0.0982, 425, 2,29.44,27.23,97676.91,595521.937500,0
10,815,26.93,32.41,32489,2,146,621,492.47,621.17,92.15,25.14,5.48,0.0522,0.0982, 425, 2,29.44,27.23,97676.91,595521.937500,0
11,815,26.93,32.41,32489,2,146,621,492.47,621.17,92.15,25.14,5.48,0.0518,0.0973, 425, 2,29.44,27.23,97676.91,595521.937500,0
12,815,26.98,32.35,32493,2,158,621,492.47,621.17,92.15,25.14,5.48,0.0518,0.0973, 425, 2,29.45,27.17,97676.59,599707.187500,0
13,815,26.98,32.35,32493,2,158,596,494.47,626.66,94.33,25.14,5.48,0.0515,0.0968, 425, 2,29.45,27.17,97676.59,599707.187500,0
14,815,26.96,32.34,32493,2,158,596,494.47,626.66,94.33,25.14,5.48,0.0515,0.0968, 425, 2,29.45,27.13,97676.84,597084.562500,0
15,815,26.96,32.34,32493,2,150,626,511.67,638.22,91.68,25.14,5.48,0.0515,0.0968, 425, 2,29.45,27.13,97676.84,597084.562500,0
16,815,26.96,32.34,32493,2,150,626,511.67,638.22,91.68,25.14,5.48,0.0510,0.0959, 425, 2,29.46,27.00,97676.79,598655.375000,0
17,816,26.99,32.27,32496,2,157,637,497.32,640.60,90.79,25.14,5.48,0.0510,0.0959, 425, 2,29.46,27.00,97676.79,598655.375000,0
18,816,26.99,32.27,32496,2,157,637,497.32,640.60,90.79,25.14,5.48,0.0504,0.0948, 425, 2,29.47,26.98,97677.23,603417.812500,0
19,816,26.98,32.15,32496,2,151,628,503.76,646.92,91.53,25.14,5.48,0.0504,0.0948, 425, 2,29.47,26.98,97677.23,603417.812500,0
20,816,26.98,32.15,32496,2,151,628,503.76,646.92,91.53,25.14,5.48,0.0500,0.0941, 425, 2,29.47,26.98,97677.23,603417.812500,0
21,817,26.97,32.16,32498,2,135,628,503.76,646.92,91.53,25.14,5.48,0.0500,0.0941, 425, 2,29.47,26.96,97677.35,595002.875000,0
22,817,26.97,32.16,32498,2,135,640,500.19,653.74,90.51,25.14,5.48,0.0496,0.0933, 425, 2,29.47,26.96,97677.35,595002.875000,0
23,817,26.97,32.08,32500,2,135,640,500.19,653.74,90.51,25.14,5.48,0.0496,0.0933, 425, 2,29.47,26.84,97677.20,598130.812500,0
24,817,26.97,32.08,32500,2,158,637,511.15,656.40,90.73,25.14,5.48,0.0496,0.0933, 425, 2,29.47,26.84,97677.20,598130.812500,0
25,817,26.97,32.08,32500,2,158,637,511.15,656.40,90.73,25.14,5.48,0.0493,0.0927, 425, 2,29.47,26.80,97677.12,606096.500000,0
26,818,26.96,32.04,32505,2,145,620,498.00,660.86,92.24,25.14,5.48,0.0493,0.0927, 425, 2,29.47,26.80,97677.12,606096.500000,0
27,818,26.96,32.04,32505,2,145,620,498.00,660.86,92.24,25.14,5.48,0.0486,0.0914, 425, 2,29.47,26.79,97676.92,601291.812500,0
28,818,26.99,32.00,32508,2,157,637,516.01,656.62,90.76,25.14,5.48,0.0486,0.0914, 425, 2,29.47,26.79,97676.92,601291.812500,0
29,818,26.99,32.00,32508,2,157,637,516.01,656.62,90.76,25.14,5.48,0.0482,0.0907, 425, 2,29.47,26.79,97676.92,601291.812500,0
30,818,26.97,31.94,32508,2,150,637,516.01,656.62,90.76,25.14,5.48,0.0482,0.0907, 425, 2,29.47,26.71,97676.70,603417.812500,0
31,818,26.97,31.94,32508,2,150,631,521.28,652.86,91.31,25.14,5.48,0.0478,0.0898, 424, 2,29.47,26.71,97676.70,603417.812500,0
32,818,26.97,31.94,32516,2,150,631,521.28,652.86,91.31,25.14,5.48,0.0478,0.0898, 424, 2,29.47,26.71,97677.12,606635.062500,0
33,818,26.97,31.94,32516,2,151,627,512.01,671.00,91.59,25.14,5.48,0.0478,0.0898, 424, 2,29.47,26.71,97677.12,606635.062500,0
34,818,26.97,31.94,32516,2,151,627,512.01,671.00,91.59,25.14,5.48,0.0468,0.0880, 424, 2,29.46,26.66,97677.18,605022.187500,0
