Cabecera experimento NoseCris
nº,Co2(scd40),temp(scd40),hum(scd40),raw_signla(sgp40),aiq(ens160),tvoc(ens160),eco2(ens160),rs1(ens160),rs3(ens160),rs4(ens160),temp(ens160),rmox(zmod4410),etoh(zmod4410),tvoc(zmod4410),eco2(zmod4410),iaq(zmod4410),temperatura(bme688),humedad(bme688),presion(bme688),resistencia(bme688),Aire/muestra
 1,1109,25.50,34.12,31789,2,163,645,429.97,538.13,90.48,25.14,5.46,0.0130,0.0245, 402, 1,28.10,28.80,96825.20,617053.312500,0
2,1111,25.50,34.06,31787,2,161,642,434.80,546.39,90.67,25.14,5.46,0.0130,0.0245, 402, 1,28.10,28.80,96825.20,617053.312500,0
3,1111,25.50,34.06,31787,2,161,642,434.80,546.39,90.67,25.14,5.46,0.0134,0.0251, 402, 1,28.10,28.80,96825.20,617053.312500,0
4,1112,25.52,34.11,31790,2,161,642,434.80,546.39,90.67,25.14,5.46,0.0134,0.0251, 402, 1,28.11,28.83,96825.29,613724.875000,0
5,1112,25.52,34.11,31790,2,152,629,428.66,535.95,91.81,25.14,5.46,0.0135,0.0253, 402, 1,28.11,28.83,96825.29,613724.875000,0
6,1112,25.52,34.11,31784,2,152,629,428.66,535.95,91.81,25.14,5.46,0.0135,0.0253, 402, 1,28.11,28.81,96826.02,617053.312500,0
7,1112,25.52,34.11,31784,2,149,625,438.79,540.87,92.18,25.14,5.46,0.0135,0.0253, 402, 1,28.11,28.81,96826.02,617053.312500,0
8,1112,25.52,34.11,31784,2,149,625,438.79,540.87,92.18,25.14,5.46,0.0136,0.0256, 402, 1,28.11,28.83,96825.75,618731.125000,0
9,1115,25.53,34.08,31782,2,146,621,437.90,538.86,92.56,25.14,5.46,0.0136,0.0256, 402, 1,28.11,28.83,96825.75,618731.125000,0
10,1115,25.53,34.08,31782,2,146,621,437.90,538.86,92.56,25.14,5.46,0.0138,0.0260, 402, 1,28.11,28.83,96825.52,615939.875000,0
11,1116,25.51,34.11,31780,2,152,629,435.83,541.24,91.84,25.14,5.46,0.0138,0.0260, 402, 1,28.11,28.83,96825.52,615939.875000,0
12,1116,25.51,34.11,31780,2,152,629,435.83,541.24,91.84,25.14,5.46,0.0140,0.0264, 402, 1,28.11,28.83,96825.52,615939.875000,0
