Cabecera experimento NoseCris
nº,Co2(scd40),temp(scd40),hum(scd40),raw_signla(sgp40),aiq(ens160),tvoc(ens160),eco2(ens160),rs1(ens160),rs3(ens160),rs4(ens160),temp(ens160),rmox(zmod4410),etoh(zmod4410),tvoc(zmod4410),eco2(zmod4410),iaq(zmod4410),temperatura(bme688),humedad(bme688),presion(bme688),resistencia(bme688),Aire/muestra
 1,959,29.94,30.07,32692,2,121,583,503.93,569.42,95.00,25.14,5.39,0.0084,0.0159, 400, 1,32.59,25.33,94836.14,471021.156250,0
2,959,29.94,30.07,32692,2,120,581,506.84,565.58,95.23,25.14,5.39,0.0084,0.0159, 400, 1,32.59,25.33,94836.14,471021.156250,0
3,959,29.94,30.07,32692,2,120,581,506.84,565.58,95.23,25.14,5.39,0.0084,0.0159, 400, 1,32.59,25.32,94836.85,469724.781250,0
4,962,29.94,30.04,32688,2,121,583,500.87,566.35,95.68,25.14,5.39,0.0084,0.0159, 400, 1,32.59,25.32,94836.85,469724.781250,0
5,962,29.94,30.04,32688,2,121,583,500.87,566.35,95.68,25.14,5.39,0.0084,0.0159, 400, 1,32.59,25.28,94837.37,473964.375000,0
6,963,29.92,30.04,32690,2,142,615,506.67,574.26,92.18,25.14,5.39,0.0084,0.0159, 400, 1,32.59,25.28,94837.37,473964.375000,0
7,963,29.92,30.04,32690,2,142,615,506.67,574.26,92.18,25.14,5.39,0.0084,0.0159, 400, 1,32.59,25.28,94837.37,473964.375000,0
8,963,29.93,30.05,32690,2,139,615,506.67,574.26,92.18,25.14,5.39,0.0084,0.0159, 400, 1,32.59,25.29,94837.98,471346.375000,0
9,963,29.93,30.05,32690,2,139,611,499.86,554.02,92.56,25.14,5.39,0.0084,0.0159, 400, 1,32.59,25.29,94837.98,471346.375000,0
10,963,29.94,30.07,32692,2,139,611,499.86,554.02,92.56,25.14,5.39,0.0084,0.0159, 400, 1,32.59,25.26,94838.41,474293.656250,0
11,963,29.94,30.07,32692,2,150,627,495.81,566.16,91.16,25.14,5.39,0.0084,0.0159, 400, 1,32.59,25.26,94838.41,474293.656250,0
12,963,29.94,30.07,32692,2,150,627,495.81,566.16,91.16,25.14,5.39,0.0084,0.0159, 400, 1,32.59,25.26,94838.07,473964.375000,0
13,963,29.94,30.07,32691,2,137,608,511.32,560.44,91.44,25.14,5.39,0.0084,0.0159, 400, 1,32.59,25.26,94838.07,473964.375000,0
14,963,29.94,30.07,32691,2,137,608,511.32,560.44,91.44,25.14,5.39,0.0084,0.0159, 400, 1,32.59,25.27,94839.08,469079.250000,0
15,964,29.95,30.05,32691,2,133,601,506.50,578.94,93.41,25.14,5.39,0.0084,0.0159, 400, 1,32.59,25.27,94839.08,469079.250000,0
16,964,29.95,30.05,32691,2,133,601,506.50,578.94,93.41,25.14,5.39,0.0084,0.0159, 400, 1,32.59,25.27,94839.08,469079.250000,0
17,966,29.93,30.10,32689,2,142,601,506.50,578.94,93.41,25.14,5.39,0.0084,0.0159, 400, 1,32.60,25.27,94839.15,470048.187500,0
18,966,29.93,30.10,32689,2,142,614,504.44,561.58,92.24,25.14,5.39,0.0084,0.0159, 400, 1,32.60,25.27,94839.15,470048.187500,0
19,968,29.93,30.08,32686,2,142,614,504.44,561.58,92.24,25.14,5.39,0.0084,0.0159, 400, 1,32.60,25.29,94839.56,473635.531250,0
20,968,29.93,30.08,32686,2,129,596,504.10,560.44,93.85,25.14,5.39,0.0084,0.0159, 400, 1,32.60,25.29,94839.56,473635.531250,0
21,968,29.93,30.08,32686,2,129,596,504.10,560.44,93.85,25.14,5.39,0.0084,0.0159, 400, 1,32.60,25.27,94839.30,468757.156250,0
22,970,29.95,30.08,32686,2,129,591,513.57,564.05,94.30,25.14,5.39,0.0084,0.0159, 400, 1,32.60,25.27,94839.30,468757.156250,0
23,970,29.95,30.08,32686,2,129,591,513.57,564.05,94.30,25.14,5.39,0.0084,0.0159, 400, 1,32.60,25.26,94838.63,471021.156250,0
24,970,29.95,30.08,32686,2,118,578,498.34,567.88,95.48,25.14,5.39,0.0084,0.0159, 400, 1,32.60,25.26,94838.63,471021.156250,0
25,970,29.95,30.08,32686,2,118,578,498.34,567.88,95.48,25.14,5.39,0.0084,0.0159, 400, 1,32.60,25.26,94838.63,471021.156250,0
26,971,29.96,30.05,32677,2,133,578,498.34,567.88,95.48,25.14,5.39,0.0084,0.0159, 400, 1,32.60,25.27,94838.01,474293.656250,0
27,971,29.96,30.05,32677,2,133,601,500.87,558.16,93.41,25.14,5.39,0.0084,0.0159, 400, 1,32.60,25.27,94838.01,474293.656250,0
28,971,29.98,30.03,32680,2,133,601,500.87,558.16,93.41,25.14,5.39,0.0084,0.0159, 400, 1,32.60,25.30,94836.84,472324.718750,0
29,971,29.98,30.03,32680,2,142,615,502.06,569.23,92.24,25.14,5.39,0.0084,0.0159, 400, 1,32.60,25.30,94836.84,472324.718750,0
30,971,29.98,30.03,32680,2,142,615,502.06,569.23,92.24,25.14,5.39,0.0084,0.0159, 400, 1,32.60,25.29,94836.30,473964.375000,0
31,971,30.01,30.07,32680,2,135,598,505.47,570.39,93.72,25.14,5.39,0.0084,0.0159, 400, 1,32.60,25.29,94836.30,473964.375000,0
32,971,30.01,30.07,32680,2,135,598,505.47,570.39,93.72,25.14,5.39,0.0084,0.0159, 400, 1,32.60,25.30,94835.80,471021.156250,0
33,971,30.01,30.05,32681,2,122,585,506.15,578.36,94.90,25.14,5.39,0.0084,0.0159, 400, 1,32.60,25.30,94835.80,471021.156250,0
