Cabecera experimento NoseCris
nº,Co2(scd40),temp(scd40),hum(scd40),raw_signla(sgp40),aiq(ens160),tvoc(ens160),eco2(ens160),rs1(ens160),rs3(ens160),rs4(ens160),temp(ens160),rmox(zmod4410),etoh(zmod4410),tvoc(zmod4410),eco2(zmod4410),iaq(zmod4410),temperatura(bme688),humedad(bme688),presion(bme688),resistencia(bme688),Aire/muestra
 1,1214,31.65,26.88,31991,2,142,616,403.73,461.95,93.47,25.14,5.41,0.0721,0.1355, 450, 2,34.53,22.32,95220.23,525397.625000,0
2,1214,31.65,26.88,31991,2,142,616,403.73,461.95,93.47,25.14,5.41,0.0707,0.1329, 449, 2,34.51,22.32,95220.66,529883.562500,0
3,1214,31.65,26.93,31995,2,147,622,403.46,466.03,92.90,25.14,5.41,0.0707,0.1329, 449, 2,34.51,22.32,95220.66,529883.562500,0
4,1214,31.65,26.93,31995,2,147,622,403.46,466.03,92.90,25.14,5.41,0.0695,0.1306, 447, 2,34.49,22.36,95221.87,531948.062500,0
5,1215,31.62,26.92,31994,2,147,622,400.87,470.15,92.93,25.14,5.41,0.0695,0.1306, 447, 2,34.49,22.36,95221.87,531948.062500,0
6,1215,31.62,26.92,31994,2,147,622,400.87,470.15,92.93,25.14,5.41,0.0681,0.1280, 446, 2,34.49,22.36,95221.87,531948.062500,0
7,1214,31.60,26.93,31995,2,147,622,400.87,470.15,92.93,25.14,5.41,0.0681,0.1280, 446, 2,34.47,22.36,95222.19,528652.562500,0
8,1214,31.60,26.93,31995,2,156,633,407.03,480.29,91.96,25.14,5.41,0.0668,0.1255, 444, 2,34.47,22.36,95222.19,528652.562500,0
9,1214,31.59,26.96,31997,2,156,633,407.03,480.29,91.96,25.14,5.41,0.0668,0.1255, 444, 2,34.45,22.38,95221.52,531948.062500,0
10,1214,31.59,26.96,31997,2,158,638,400.47,479.31,91.47,25.14,5.41,0.0668,0.1255, 444, 2,34.45,22.38,95221.52,531948.062500,0
11,1214,31.59,26.96,31997,2,158,638,400.47,479.31,91.47,25.14,5.41,0.0651,0.1223, 443, 2,34.43,22.39,95221.32,529472.625000,0
12,1215,31.59,26.93,32001,2,153,631,404.28,472.39,92.15,25.14,5.41,0.0651,0.1223, 443, 2,34.43,22.39,95221.32,529472.625000,0
13,1215,31.59,26.93,32001,2,153,631,404.28,472.39,92.15,25.14,5.41,0.0635,0.1193, 441, 2,34.41,22.41,95221.50,531948.062500,0
14,1215,31.59,26.93,32008,2,156,636,404.42,477.21,91.71,25.14,5.41,0.0635,0.1193, 441, 2,34.41,22.41,95221.50,531948.062500,0
15,1215,31.59,26.93,32008,2,156,636,404.42,477.21,91.71,25.14,5.41,0.0622,0.1170, 440, 2,34.41,22.41,95221.50,531948.062500,0
16,1216,31.56,27.02,32012,2,150,636,404.42,477.21,91.71,25.14,5.41,0.0622,0.1170, 440, 2,34.40,22.44,95221.70,531533.875000,0
17,1216,31.56,27.02,32012,2,150,631,407.72,480.45,92.12,25.14,5.41,0.0612,0.1150, 439, 2,34.40,22.44,95221.70,531533.875000,0
