Cabecera experimento NoseCris
nº,Co2(scd40),temp(scd40),hum(scd40),raw_signla(sgp40),aiq(ens160),tvoc(ens160),eco2(ens160),rs1(ens160),rs3(ens160),rs4(ens160),temp(ens160),rmox(zmod4410),etoh(zmod4410),tvoc(zmod4410),eco2(zmod4410),iaq(zmod4410),temperatura(bme688),humedad(bme688),presion(bme688),resistencia(bme688),Aire/muestra
 1,1046,30.34,28.85,32585,2,170,605,512.01,540.50,94.71,25.14,5.39,0.0085,0.0159, 400, 1,33.18,24.24,94845.70,459295.812500,0
2,1045,30.31,28.89,32594,2,161,642,505.64,538.86,91.37,25.14,5.39,0.0085,0.0159, 400, 1,33.18,24.24,94845.70,459295.812500,0
3,1045,30.31,28.89,32594,2,161,642,505.64,538.86,91.37,25.14,5.39,0.0085,0.0159, 400, 1,33.18,24.24,94845.70,459295.812500,0
4,1046,30.26,28.93,32597,2,150,642,505.64,538.86,91.37,25.14,5.39,0.0085,0.0159, 400, 1,33.16,24.27,94846.16,462720.281250,0
5,1046,30.26,28.93,32597,2,150,627,506.15,543.44,92.71,25.14,5.39,0.0085,0.0159, 400, 1,33.16,24.27,94846.16,462720.281250,0
6,1046,30.22,28.96,32598,2,150,627,506.15,543.44,92.71,25.14,5.39,0.0085,0.0159, 400, 1,33.15,24.27,94845.74,461469.125000,0
7,1046,30.22,28.96,32598,2,134,603,503.08,537.95,94.84,25.14,5.39,0.0085,0.0159, 400, 1,33.15,24.27,94845.74,461469.125000,0
8,1046,30.22,28.96,32598,2,134,603,503.08,537.95,94.84,25.14,5.39,0.0085,0.0159, 400, 1,33.13,24.27,94845.57,464293.812500,0
9,1045,30.19,29.05,32599,2,167,625,514.97,549.17,92.87,25.14,5.39,0.0085,0.0159, 400, 1,33.13,24.27,94845.57,464293.812500,0
10,1045,30.19,29.05,32599,2,167,625,514.97,549.17,92.87,25.14,5.39,0.0085,0.0159, 400, 1,33.11,24.29,94846.02,461469.125000,0
11,1045,30.16,29.05,32597,2,153,630,508.73,539.96,92.43,25.14,5.39,0.0085,0.0159, 400, 1,33.11,24.29,94846.02,461469.125000,0
12,1045,30.16,29.05,32597,2,153,630,508.73,539.96,92.43,25.14,5.39,0.0085,0.0159, 400, 1,33.11,24.29,94846.02,461469.125000,0
13,1045,30.16,29.05,32597,2,141,630,508.73,539.96,92.43,25.14,5.39,0.0085,0.0159, 400, 1,33.09,24.31,94845.95,463978.250000,0
14,1045,30.16,29.05,32597,2,141,613,518.46,548.61,93.95,25.14,5.39,0.0085,0.0159, 400, 1,33.09,24.31,94845.95,463978.250000,0
15,1045,30.15,29.09,32599,2,141,613,518.46,548.61,93.95,25.14,5.39,0.0085,0.0159, 400, 1,33.07,24.35,94845.62,463663.125000,0
16,1045,30.15,29.09,32599,2,152,630,517.24,558.92,92.49,25.14,5.39,0.0085,0.0159, 400, 1,33.07,24.35,94845.62,463663.125000,0
17,1045,30.15,29.09,32599,2,152,630,517.24,558.92,92.49,25.14,5.39,0.0084,0.0159, 400, 1,33.05,24.39,94845.15,461157.406250,0
18,1045,30.11,29.11,32593,2,152,630,532.51,554.02,92.49,25.14,5.39,0.0084,0.0159, 400, 1,33.05,24.39,94845.15,461157.406250,0
19,1045,30.11,29.11,32593,2,152,630,532.51,554.02,92.49,25.14,5.39,0.0084,0.0159, 400, 1,33.03,24.36,94844.48,464926.218750,0
20,1046,30.11,29.14,32592,2,163,644,514.27,551.22,91.22,25.14,5.39,0.0084,0.0159, 400, 1,33.03,24.36,94844.48,464926.218750,0
21,1046,30.11,29.14,32592,2,163,644,514.27,551.22,91.22,25.14,5.39,0.0084,0.0159, 400, 1,33.03,24.36,94844.48,464926.218750,0
22,1046,30.07,29.13,32592,2,142,644,514.27,551.22,91.22,25.14,5.39,0.0084,0.0159, 400, 1,33.01,24.41,94844.46,465243.062500,0
23,1046,30.07,29.13,32592,2,142,615,508.56,546.76,93.79,25.14,5.39,0.0084,0.0159, 400, 1,33.01,24.41,94844.46,465243.062500,0
24,1048,30.08,29.12,32596,2,142,615,508.56,546.76,93.79,25.14,5.39,0.0084,0.0159, 400, 1,32.99,24.43,94844.30,460846.093750,0
25,1048,30.08,29.12,32596,2,150,627,515.66,544.54,92.71,25.14,5.39,0.0084,0.0159, 400, 1,32.99,24.43,94844.30,460846.093750,0
26,1048,30.08,29.12,32596,2,150,627,515.66,544.54,92.71,25.14,5.39,0.0084,0.0159, 400, 1,32.97,24.42,94844.39,462093.875000,0
27,1048,30.07,29.12,32597,2,165,648,517.41,561.58,90.88,25.14,5.39,0.0084,0.0159, 400, 1,32.97,24.42,94844.39,462093.875000,0
28,1048,30.07,29.12,32597,2,165,648,517.41,561.58,90.88,25.14,5.39,0.0084,0.0159, 400, 1,32.95,24.43,94843.86,463978.250000,0
29,1048,30.07,29.17,32600,2,146,621,516.19,561.20,93.25,25.14,5.39,0.0084,0.0159, 400, 1,32.95,24.43,94843.86,463978.250000,0
30,1048,30.07,29.17,32600,2,146,621,516.19,561.20,93.25,25.14,5.39,0.0084,0.0159, 400, 1,32.95,24.43,94843.86,463978.250000,0
31,1049,30.04,29.20,32594,2,167,621,516.19,561.20,93.25,25.14,5.39,0.0084,0.0159, 400, 1,32.93,24.48,94843.51,463034.125000,0
32,1049,30.04,29.20,32594,2,167,650,519.34,554.21,90.70,25.14,5.39,0.0084,0.0159, 400, 1,32.93,24.48,94843.51,463034.125000,0
33,1050,30.03,29.22,32599,2,167,650,519.34,554.21,90.70,25.14,5.39,0.0084,0.0159, 400, 1,32.91,24.51,94843.05,470696.406250,0
34,1050,30.03,29.22,32599,2,135,604,514.10,547.13,93.34,25.14,5.39,0.0084,0.0159, 400, 1,32.91,24.51,94843.05,470696.406250,0
35,1050,30.03,29.22,32599,2,135,604,514.10,547.13,93.34,25.14,5.39,0.0084,0.0159, 400, 1,32.89,24.47,94842.81,467153.281250,0
36,1051,30.05,29.20,32601,2,150,627,519.52,562.15,92.74,25.14,5.39,0.0084,0.0159, 400, 1,32.89,24.47,94842.81,467153.281250,0
37,1051,30.05,29.20,32601,2,150,627,519.52,562.15,92.74,25.14,5.39,0.0084,0.0159, 400, 1,32.87,24.50,94842.51,466196.218750,0
38,1051,30.03,29.19,32598,2,150,627,528.92,559.49,92.78,25.14,5.39,0.0084,0.0159, 400, 1,32.87,24.50,94842.51,466196.218750,0
39,1051,30.03,29.19,32598,2,150,627,528.92,559.49,92.78,25.14,5.39,0.0084,0.0159, 400, 1,32.87,24.50,94842.51,466196.218750,0
40,1051,30.03,29.18,32600,2,162,627,528.92,559.49,92.78,25.14,5.39,0.0084,0.0159, 400, 1,32.86,24.52,94842.59,466514.812500,0
41,1051,30.03,29.18,32600,2,162,643,521.10,546.76,91.34,25.14,5.39,0.0084,0.0159, 400, 1,32.86,24.52,94842.59,466514.812500,0
42,1051,30.03,29.18,32606,2,162,643,521.10,546.76,91.34,25.14,5.39,0.0084,0.0159, 400, 1,32.84,24.52,94842.27,465243.062500,0
43,1051,30.03,29.18,32606,2,141,619,517.94,548.61,93.44,25.14,5.39,0.0084,0.0159, 400, 1,32.84,24.52,94842.27,465243.062500,0
44,1051,30.03,29.18,32606,2,141,619,517.94,548.61,93.44,25.14,5.39,0.0084,0.0159, 400, 1,32.83,24.57,94842.17,464926.218750,0
45,1052,30.01,29.24,32611,2,145,620,518.99,559.49,93.34,25.14,5.39,0.0084,0.0159, 400, 1,32.83,24.57,94842.17,464926.218750,0
46,1052,30.01,29.24,32611,2,145,620,518.99,559.49,93.34,25.14,5.39,0.0084,0.0159, 400, 1,32.81,24.55,94842.86,468114.281250,0
47,1054,30.02,29.27,32610,2,149,625,518.64,550.29,92.87,25.14,5.39,0.0084,0.0159, 400, 1,32.81,24.55,94842.86,468114.281250,0
48,1054,30.02,29.27,32610,2,149,625,518.64,550.29,92.87,25.14,5.39,0.0084,0.0159, 400, 1,32.81,24.55,94842.86,468114.281250,0
49,1054,29.99,29.26,32605,2,158,625,518.64,550.29,92.87,25.14,5.39,0.0084,0.0159, 400, 1,32.80,24.60,94843.33,463348.406250,0
50,1054,29.99,29.26,32605,2,158,638,515.14,555.34,91.78,25.14,5.39,0.0084,0.0159, 400, 1,32.80,24.60,94843.33,463348.406250,0
51,1055,30.01,29.29,32601,2,158,638,515.14,555.34,91.78,25.14,5.39,0.0084,0.0159, 400, 1,32.79,24.61,94843.90,467793.500000,0
52,1055,30.01,29.29,32601,2,146,627,521.81,558.35,92.71,25.14,5.39,0.0084,0.0159, 400, 1,32.79,24.61,94843.90,467793.500000,0
53,1055,30.01,29.29,32601,2,146,627,521.81,558.35,92.71,25.14,5.39,0.0084,0.0159, 400, 1,32.77,24.61,94844.70,467793.500000,0
54,1056,30.01,29.26,32604,2,141,614,525.89,563.29,93.91,25.14,5.39,0.0084,0.0159, 400, 1,32.77,24.61,94844.70,467793.500000,0
55,1056,30.01,29.26,32604,2,141,614,525.89,563.29,93.91,25.14,5.39,0.0084,0.0159, 400, 1,32.76,24.65,94844.87,463034.125000,0
56,1055,29.99,29.28,32603,2,167,650,518.29,559.68,90.70,25.14,5.39,0.0084,0.0159, 400, 1,32.76,24.65,94844.87,463034.125000,0
57,1055,29.99,29.28,32603,2,167,650,518.29,559.68,90.70,25.14,5.39,0.0084,0.0159, 400, 1,32.76,24.65,94844.87,463034.125000,0
58,1056,29.99,29.28,32601,2,145,650,518.29,559.68,90.70,25.14,5.39,0.0084,0.0159, 400, 1,32.75,24.65,94845.69,464926.218750,0
59,1056,29.99,29.28,32601,2,145,619,522.69,563.10,93.47,25.14,5.39,0.0084,0.0159, 400, 1,32.75,24.65,94845.69,464926.218750,0
60,1058,30.00,29.31,32604,2,145,619,522.69,563.10,93.47,25.14,5.39,0.0084,0.0159, 400, 1,32.74,24.65,94846.62,467153.281250,1
61,1058,30.00,29.31,32604,2,154,638,531.25,549.91,91.78,25.14,5.39,0.0084,0.0159, 400, 1,32.74,24.65,94846.62,467153.281250,1
62,1058,30.00,29.31,32604,2,154,638,531.25,549.91,91.78,25.14,5.39,0.0084,0.0159, 400, 1,32.73,24.66,94847.27,468435.500000,1
63,1059,30.00,29.31,32587,2,151,628,529.64,558.54,92.68,25.14,5.39,0.0084,0.0159, 400, 1,32.73,24.66,94847.27,468435.500000,1
