Cabecera experimento NoseCris
nº,Co2(scd40),temp(scd40),hum(scd40),raw_signla(sgp40),aiq(ens160),tvoc(ens160),eco2(ens160),rs1(ens160),rs3(ens160),rs4(ens160),temp(ens160),rmox(zmod4410),etoh(zmod4410),tvoc(zmod4410),eco2(zmod4410),iaq(zmod4410),temperatura(bme688),humedad(bme688),presion(bme688),resistencia(bme688),Aire/muestra
 1,927,30.77,27.20,32611,2,117,577,492.47,528.56,98.74,25.14,5.39,0.0084,0.0159, 400, 1,33.52,22.81,95317.05,466833.812500,0
2,927,30.77,27.25,32614,2,128,617,493.47,519.69,95.10,25.14,5.39,0.0084,0.0159, 400, 1,33.52,22.81,95317.05,466833.812500,0
3,927,30.77,27.25,32614,2,128,617,493.47,519.69,95.10,25.14,5.39,0.0084,0.0159, 400, 1,33.52,22.81,95317.05,466833.812500,0
4,926,30.76,27.21,32611,2,138,610,493.47,519.69,95.10,25.14,5.39,0.0084,0.0159, 400, 1,33.51,22.84,95317.10,468435.500000,0
5,926,30.76,27.21,32611,2,138,610,488.32,525.89,95.74,25.14,5.39,0.0084,0.0159, 400, 1,33.51,22.84,95317.10,468435.500000,0
6,926,30.76,27.21,32609,2,138,610,488.32,525.89,95.74,25.14,5.39,0.0084,0.0159, 400, 1,33.50,22.85,95317.76,467153.281250,0
7,926,30.76,27.21,32609,2,160,640,489.14,531.07,93.00,25.14,5.39,0.0084,0.0159, 400, 1,33.50,22.85,95317.76,467153.281250,0
8,926,30.76,27.21,32609,2,160,640,489.14,531.07,93.00,25.14,5.39,0.0084,0.0159, 400, 1,33.49,22.87,95318.84,465243.062500,0
9,926,30.75,27.24,32613,2,135,605,484.04,522.52,96.20,25.14,5.39,0.0084,0.0159, 400, 1,33.49,22.87,95318.84,465243.062500,0
10,926,30.75,27.24,32613,2,135,605,484.04,522.52,96.20,25.14,5.39,0.0084,0.0159, 400, 1,33.49,22.88,95319.87,467793.500000,0
11,926,30.75,27.24,32616,2,154,632,495.64,522.16,94.62,25.14,5.39,0.0084,0.0159, 400, 1,33.49,22.88,95319.87,467793.500000,0
