Cabecera experimento NoseCris
nº,Co2(scd40),temp(scd40),hum(scd40),raw_signla(sgp40),aiq(ens160),tvoc(ens160),eco2(ens160),rs1(ens160),rs3(ens160),rs4(ens160),temp(ens160),rmox(zmod4410),etoh(zmod4410),tvoc(zmod4410),eco2(zmod4410),iaq(zmod4410),temperatura(bme688),humedad(bme688),presion(bme688),resistencia(bme688),Aire/muestra
 1,1056,30.01,29.33,32102,2,121,584,422.90,517.06,95.52,25.14,5.41,0.0125,0.0235, 400, 1,32.83,24.32,95184.05,535704.937500,0
2,1056,30.01,29.33,32102,2,121,584,422.90,517.06,95.52,25.14,5.41,0.0125,0.0235, 400, 1,32.82,24.34,95183.70,536125.625000,0
3,1057,30.02,29.30,32097,2,125,590,429.97,526.78,94.94,25.14,5.41,0.0125,0.0235, 400, 1,32.82,24.34,95183.70,536125.625000,0
4,1057,30.02,29.30,32097,2,125,590,429.97,526.78,94.94,25.14,5.41,0.0125,0.0235, 400, 1,32.82,24.35,95182.70,532362.875000,0
5,1057,30.02,29.35,32094,2,131,598,436.86,525.89,94.20,25.14,5.41,0.0125,0.0235, 400, 1,32.82,24.35,95182.70,532362.875000,0
6,1057,30.02,29.35,32094,2,131,598,436.86,525.89,94.20,25.14,5.41,0.0126,0.0237, 400, 1,32.82,24.35,95182.70,532362.875000,0
7,1058,30.01,29.29,32093,2,131,598,436.86,525.89,94.20,25.14,5.41,0.0126,0.0237, 400, 1,32.81,24.34,95182.86,536125.625000,0
8,1058,30.01,29.29,32093,2,133,579,431.42,528.74,95.97,25.14,5.41,0.0125,0.0235, 400, 1,32.81,24.34,95182.86,536125.625000,0
9,1058,30.00,29.31,32095,2,133,579,431.42,528.74,95.97,25.14,5.41,0.0125,0.0235, 400, 1,32.81,24.36,95183.82,536125.625000,0
10,1058,30.00,29.31,32095,2,135,605,429.97,523.22,93.60,25.14,5.41,0.0125,0.0235, 400, 1,32.81,24.36,95183.82,536125.625000,0
11,1058,30.00,29.31,32095,2,135,605,429.97,523.22,93.60,25.14,5.41,0.0124,0.0234, 400, 1,32.81,24.36,95184.07,532778.375000,0
