Cabecera experimento NoseCris
nº,Co2(scd40),temp(scd40),hum(scd40),raw_signla(sgp40),aiq(ens160),tvoc(ens160),eco2(ens160),rs1(ens160),rs3(ens160),rs4(ens160),temp(ens160),rmox(zmod4410),etoh(zmod4410),tvoc(zmod4410),eco2(zmod4410),iaq(zmod4410),temperatura(bme688),humedad(bme688),presion(bme688),resistencia(bme688),Aire/muestra
 1,1866,31.93,26.51,31942,3,225,723,427.65,514.62,83.65,25.14,5.41,0.0085,0.0159, 400, 1,34.37,22.20,97646.66,546424.750000,0
2,1866,31.93,26.57,31941,3,250,751,436.27,508.56,81.41,25.14,5.41,0.0085,0.0159, 400, 1,34.37,22.20,97646.66,546424.750000,0
3,1866,31.93,26.57,31941,3,250,751,436.27,508.56,81.41,25.14,5.41,0.0085,0.0159, 400, 1,34.37,22.20,97646.80,545987.750000,0
4,1868,31.94,26.54,31942,3,223,721,450.22,509.76,83.79,25.14,5.41,0.0085,0.0159, 400, 1,34.37,22.20,97646.80,545987.750000,0
5,1868,31.94,26.54,31942,3,223,721,450.22,509.76,83.79,25.14,5.41,0.0085,0.0160, 400, 1,34.37,22.20,97646.80,545987.750000,0
6,1869,31.95,26.57,31946,3,223,721,450.22,509.76,83.79,25.14,5.41,0.0085,0.0160, 400, 1,34.37,22.21,97646.92,548179.875000,0
7,1869,31.95,26.57,31946,3,257,787,427.50,516.89,78.76,25.14,5.41,0.0085,0.0160, 400, 1,34.37,22.21,97646.92,548179.875000,0
8,1871,31.94,26.53,31943,3,257,787,427.50,516.89,78.76,25.14,5.41,0.0085,0.0160, 400, 1,34.38,22.21,97646.68,550389.687500,0
9,1871,31.94,26.53,31943,3,237,737,430.99,515.84,82.50,25.14,5.41,0.0085,0.0160, 400, 1,34.38,22.21,97646.68,550389.687500,0
10,1871,31.94,26.53,31943,3,237,737,430.99,515.84,82.50,25.14,5.41,0.0085,0.0160, 400, 1,34.38,22.20,97646.89,545551.437500,0
11,1871,31.94,26.53,31943,3,253,754,426.49,513.57,81.19,25.14,5.41,0.0085,0.0160, 400, 1,34.38,22.20,97646.89,545551.437500,0
12,1871,31.94,26.53,31943,3,253,754,426.49,513.57,81.19,25.14,5.41,0.0085,0.0160, 400, 1,34.38,22.21,97646.63,547740.062500,0
13,1871,31.97,26.49,31943,3,236,736,443.12,508.73,82.61,25.14,5.41,0.0085,0.0160, 400, 1,34.38,22.21,97646.63,547740.062500,0
14,1871,31.97,26.49,31943,3,236,736,443.12,508.73,82.61,25.14,5.41,0.0085,0.0160, 400, 1,34.38,22.21,97646.63,547740.062500,0
15,1873,31.97,26.59,31943,3,266,736,443.12,508.73,82.61,25.14,5.41,0.0085,0.0160, 400, 1,34.39,22.21,97646.95,545987.750000,0
16,1873,31.97,26.59,31943,3,266,769,438.34,514.62,80.10,25.14,5.41,0.0086,0.0161, 400, 1,34.39,22.21,97646.95,545987.750000,0
17,1881,31.98,26.58,31942,3,266,769,438.34,514.62,80.10,25.14,5.41,0.0086,0.0161, 400, 1,34.39,22.20,97647.36,547740.062500,0
18,1881,31.98,26.58,31942,3,247,749,437.75,520.75,81.63,25.14,5.41,0.0086,0.0161, 400, 1,34.39,22.20,97647.36,547740.062500,0
19,1881,31.98,26.58,31942,3,247,749,437.75,520.75,81.63,25.14,5.41,0.0086,0.0162, 400, 1,34.39,22.21,97647.30,545551.437500,0
