Cabecera experimento NoseCris
nº,Co2(scd40),temp(scd40),hum(scd40),raw_signla(sgp40),aiq(ens160),tvoc(ens160),eco2(ens160),rs1(ens160),rs3(ens160),rs4(ens160),temp(ens160),rmox(zmod4410),etoh(zmod4410),tvoc(zmod4410),eco2(zmod4410),iaq(zmod4410),temperatura(bme688),humedad(bme688),presion(bme688),resistencia(bme688),Aire/muestra
 1,964,30.81,27.34,32432,2,163,642,416.22,415.38,90.97,25.14,5.39,0.0357,0.0671, 428, 1,33.33,23.12,95520.08,422355.125000,0
2,965,30.79,27.41,32441,2,152,630,422.18,411.32,92.06,25.14,5.39,0.0357,0.0671, 428, 1,33.33,23.12,95520.08,422355.125000,0
3,965,30.79,27.41,32441,2,152,630,422.18,411.32,92.06,25.14,5.39,0.0349,0.0655, 427, 1,33.31,23.16,95520.30,427111.562500,0
4,964,30.73,27.42,32442,2,172,657,424.90,415.24,89.72,25.14,5.39,0.0349,0.0655, 427, 1,33.31,23.16,95520.30,427111.562500,0
5,964,30.73,27.42,32442,2,172,657,424.90,415.24,89.72,25.14,5.39,0.0340,0.0639, 426, 1,33.31,23.16,95520.30,427111.562500,0
6,964,30.70,27.45,32446,2,165,657,424.90,415.24,89.72,25.14,5.39,0.0340,0.0639, 426, 1,33.29,23.13,95521.18,422355.125000,0
7,964,30.70,27.45,32446,2,165,665,425.91,414.82,89.02,25.14,5.39,0.0332,0.0624, 425, 1,33.29,23.13,95521.18,422355.125000,0
8,964,30.70,27.45,32450,2,165,665,425.91,414.82,89.02,25.14,5.39,0.0332,0.0624, 425, 1,33.28,23.14,95521.78,420533.875000,0
9,964,30.70,27.45,32450,2,161,642,414.96,423.33,90.94,25.14,5.39,0.0332,0.0624, 425, 1,33.28,23.14,95521.78,420533.875000,0
10,964,30.70,27.45,32450,2,161,642,414.96,423.33,90.94,25.14,5.39,0.0327,0.0614, 424, 1,33.26,23.16,95520.98,424192.218750,0
11,964,30.65,27.52,32450,2,176,662,428.22,417.07,89.29,25.14,5.39,0.0327,0.0614, 424, 1,33.26,23.16,95520.98,424192.218750,0
12,964,30.65,27.52,32450,2,176,662,428.22,417.07,89.29,25.14,5.39,0.0320,0.0602, 424, 1,33.24,23.16,95520.84,424720.031250,0
13,963,30.63,27.56,32454,2,159,640,421.47,420.61,91.19,25.14,5.39,0.0320,0.0602, 424, 1,33.24,23.16,95520.84,424720.031250,0
14,963,30.63,27.56,32454,2,159,640,421.47,420.61,91.19,25.14,5.39,0.0311,0.0585, 423, 1,33.24,23.16,95520.84,424720.031250,0
15,963,30.58,27.58,32459,2,152,640,421.47,420.61,91.19,25.14,5.39,0.0311,0.0585, 423, 1,33.23,23.18,95520.30,425779.625000,0
16,963,30.58,27.58,32459,2,152,657,421.18,425.19,89.66,25.14,5.39,0.0304,0.0572, 422, 1,33.23,23.18,95520.30,425779.625000,0
17,963,30.56,27.57,32462,2,152,657,421.18,425.19,89.66,25.14,5.39,0.0304,0.0572, 422, 1,33.21,23.20,95520.18,421572.656250,0
18,963,30.56,27.57,32462,2,156,635,419.19,419.62,91.59,25.14,5.39,0.0304,0.0572, 422, 1,33.21,23.20,95520.18,421572.656250,0
19,963,30.56,27.57,32462,2,156,635,419.19,419.62,91.59,25.14,5.39,0.0298,0.0560, 422, 1,33.19,23.22,95520.06,427378.968750,0
20,962,30.54,27.63,32463,2,163,645,427.65,421.75,90.70,25.14,5.39,0.0298,0.0560, 422, 1,33.19,23.22,95520.06,427378.968750,0
21,962,30.54,27.63,32463,2,163,645,427.65,421.75,90.70,25.14,5.39,0.0292,0.0549, 421, 1,33.17,23.23,95520.05,424192.218750,0
22,961,30.51,27.61,32463,2,160,641,426.49,417.92,91.10,25.14,5.39,0.0292,0.0549, 421, 1,33.17,23.23,95520.05,424192.218750,0
23,961,30.51,27.61,32463,2,160,641,426.49,417.92,91.10,25.14,5.39,0.0286,0.0538, 420, 1,33.17,23.23,95520.05,424192.218750,0
24,961,30.50,27.58,32467,2,155,641,426.49,417.92,91.10,25.14,5.39,0.0286,0.0538, 420, 1,33.15,23.24,95519.74,423928.781250,0
25,961,30.50,27.58,32467,2,155,642,417.92,426.92,90.97,25.14,5.39,0.0280,0.0527, 420, 1,33.15,23.24,95519.74,423928.781250,0
26,960,30.48,27.68,32468,2,155,642,417.92,426.92,90.97,25.14,5.39,0.0280,0.0527, 420, 1,33.14,23.29,95519.37,425249.156250,0
27,960,30.48,27.68,32468,2,169,653,426.92,424.33,90.02,25.14,5.39,0.0280,0.0527, 420, 1,33.14,23.29,95519.37,425249.156250,0
28,960,30.48,27.68,32468,2,169,653,426.92,424.33,90.02,25.14,5.39,0.0273,0.0514, 419, 1,33.12,23.32,95518.77,426577.781250,0
29,960,30.48,27.64,32470,2,161,642,421.18,431.72,90.97,25.14,5.39,0.0273,0.0514, 419, 1,33.12,23.32,95518.77,426577.781250,0
30,960,30.48,27.64,32470,2,161,642,421.18,431.72,90.97,25.14,5.39,0.0270,0.0507, 419, 1,33.10,23.31,95518.31,427646.687500,0
31,959,30.45,27.71,32472,2,166,649,425.19,427.36,90.42,25.14,5.39,0.0270,0.0507, 419, 1,33.10,23.31,95518.31,427646.687500,0
32,959,30.45,27.71,32472,2,166,649,425.19,427.36,90.42,25.14,5.39,0.0266,0.0501, 418, 1,33.10,23.31,95518.31,427646.687500,0
33,958,30.44,27.72,32471,2,161,649,425.19,427.36,90.42,25.14,5.39,0.0266,0.0501, 418, 1,33.09,23.33,95517.70,428451.875000,0
34,958,30.44,27.72,32471,2,161,633,430.40,429.53,91.81,25.14,5.39,0.0264,0.0497, 418, 1,33.09,23.33,95517.70,428451.875000,0
35,958,30.46,27.69,32472,2,161,633,430.40,429.53,91.81,25.14,5.39,0.0264,0.0497, 418, 1,33.07,23.33,95517.95,427378.968750,0
36,958,30.46,27.69,32472,2,144,618,429.97,434.50,93.06,25.14,5.39,0.0264,0.0497, 418, 1,33.07,23.33,95517.95,427378.968750,0
37,958,30.46,27.69,32472,2,144,618,429.97,434.50,93.06,25.14,5.39,0.0259,0.0486, 417, 1,33.06,23.35,95517.55,429800.625000,0
38,958,30.46,27.69,32473,2,155,634,423.47,428.22,91.65,25.14,5.39,0.0259,0.0486, 417, 1,33.06,23.35,95517.55,429800.625000,0
39,958,30.46,27.69,32473,2,155,634,423.47,428.22,91.65,25.14,5.39,0.0253,0.0476, 417, 1,33.04,23.40,95516.81,430071.406250,0
40,956,30.42,27.72,32478,2,149,626,436.42,422.61,92.43,25.14,5.39,0.0253,0.0476, 417, 1,33.04,23.40,95516.81,430071.406250,0
41,956,30.42,27.72,32478,2,149,626,436.42,422.61,92.43,25.14,5.39,0.0249,0.0467, 416, 1,33.04,23.40,95516.81,430071.406250,0
42,956,30.44,27.76,32485,2,172,626,436.42,422.61,92.43,25.14,5.39,0.0249,0.0467, 416, 1,33.03,23.40,95516.98,430613.968750,0
43,956,30.44,27.76,32485,2,172,664,426.78,439.38,89.08,25.14,5.39,0.0245,0.0461, 416, 1,33.03,23.40,95516.98,430613.968750,0
44,956,30.40,27.76,32484,2,172,664,426.78,439.38,89.08,25.14,5.39,0.0245,0.0461, 416, 1,33.02,23.41,95516.70,428720.968750,0
45,956,30.40,27.76,32484,2,182,671,421.18,435.09,88.54,25.14,5.39,0.0245,0.0461, 416, 1,33.02,23.41,95516.70,428720.968750,0
46,956,30.40,27.76,32484,2,182,671,421.18,435.09,88.54,25.14,5.39,0.0242,0.0455, 415, 1,33.00,23.42,95516.87,427646.687500,0
47,956,30.40,27.75,32478,2,171,656,433.33,428.37,89.81,25.14,5.39,0.0242,0.0455, 415, 1,33.00,23.42,95516.87,427646.687500,0
48,956,30.40,27.75,32478,2,171,656,433.33,428.37,89.81,25.14,5.39,0.0239,0.0450, 415, 1,32.99,23.44,95517.19,429530.187500,0
49,956,30.40,27.74,32477,2,164,646,427.36,428.22,88.78,25.14,5.39,0.0239,0.0450, 415, 1,32.99,23.44,95517.19,429530.187500,0
50,956,30.40,27.74,32477,2,164,646,427.36,428.22,88.78,25.14,5.39,0.0234,0.0440, 414, 1,32.99,23.44,95517.19,429530.187500,0
51,956,30.40,27.82,32480,2,154,646,427.36,428.22,88.78,25.14,5.39,0.0234,0.0440, 414, 1,32.98,23.46,95517.93,431703.218750,0
52,956,30.40,27.82,32480,2,154,632,435.24,431.72,91.84,25.14,5.39,0.0230,0.0432, 414, 1,32.98,23.46,95517.93,431703.218750,0
53,955,30.40,27.76,32479,2,154,632,435.24,431.72,91.84,25.14,5.39,0.0230,0.0432, 414, 1,32.97,23.47,95517.24,433622.687500,0
54,955,30.40,27.76,32479,2,184,672,430.84,432.16,88.42,25.14,5.39,0.0230,0.0432, 414, 1,32.97,23.47,95517.24,433622.687500,0
55,955,30.40,27.76,32479,2,184,672,430.84,432.16,88.42,25.14,5.39,0.0229,0.0431, 414, 1,32.96,23.49,95516.87,430342.500000,0
56,954,30.38,27.82,32478,2,160,640,429.39,435.53,91.16,25.14,5.39,0.0229,0.0431, 414, 1,32.96,23.49,95516.87,430342.500000,0
57,954,30.38,27.82,32478,2,160,640,429.39,435.53,91.16,25.14,5.39,0.0224,0.0422, 413, 1,32.95,23.49,95516.82,427914.750000,0
58,954,30.38,27.79,32480,2,167,639,431.72,435.53,91.22,25.14,5.39,0.0224,0.0422, 413, 1,32.95,23.49,95516.82,427914.750000,0
59,954,30.38,27.79,32480,2,167,639,431.72,435.53,91.22,25.14,5.39,0.0221,0.0416, 413, 1,32.95,23.49,95516.82,427914.750000,0
60,954,30.40,27.84,32481,2,155,639,431.72,435.53,91.22,25.14,5.39,0.0221,0.0416, 413, 1,32.94,23.50,95517.40,430885.750000,1
61,954,30.40,27.84,32481,2,155,633,446.43,440.57,91.75,25.14,5.39,0.0220,0.0413, 413, 1,32.94,23.50,95517.40,430885.750000,1
62,953,30.37,27.86,32462,2,155,633,446.43,440.57,91.75,25.14,5.39,0.0220,0.0413, 413, 1,32.93,23.51,95516.92,429530.187500,1
63,953,30.37,27.86,32462,2,183,672,426.92,426.92,88.48,25.14,5.39,0.0220,0.0413, 413, 1,32.93,23.51,95516.92,429530.187500,1
64,953,30.37,27.86,32462,2,183,672,426.92,426.92,88.48,25.14,5.39,0.0221,0.0415, 412, 1,32.92,23.83,95517.16,427914.750000,1
65,953,30.38,27.95,32416,2,189,679,436.12,427.93,87.89,25.14,5.39,0.0221,0.0415, 412, 1,32.92,23.83,95517.16,427914.750000,1
66,953,30.38,27.95,32416,2,189,679,436.12,427.93,87.89,25.14,5.39,0.0230,0.0433, 412, 1,32.91,24.15,95516.94,427378.968750,1
67,953,30.38,27.95,32369,2,197,710,439.23,428.95,85.34,25.14,5.39,0.0230,0.0433, 412, 1,32.91,24.15,95516.94,427378.968750,1
68,953,30.38,27.95,32369,2,197,710,439.23,428.95,85.34,25.14,5.39,0.0246,0.0462, 412, 1,32.91,24.15,95516.94,427378.968750,1
69,953,30.40,28.13,32337,2,220,710,439.23,428.95,85.34,25.14,5.39,0.0246,0.0462, 412, 1,32.91,24.35,95516.98,421572.656250,1
70,953,30.40,28.13,32337,2,220,718,424.90,418.48,84.73,25.14,5.39,0.0261,0.0492, 411, 1,32.91,24.35,95516.98,421572.656250,1
71,953,30.44,28.24,32310,2,220,718,424.90,418.48,84.73,25.14,5.39,0.0261,0.0492, 411, 1,32.90,24.47,95517.29,424455.968750,1
