Cabecera experimento NoseCris
nº,Co2(scd40),temp(scd40),hum(scd40),raw_signla(sgp40),aiq(ens160),tvoc(ens160),eco2(ens160),rs1(ens160),rs3(ens160),rs4(ens160),temp(ens160),rmox(zmod4410),etoh(zmod4410),tvoc(zmod4410),eco2(zmod4410),iaq(zmod4410),temperatura(bme688),humedad(bme688),presion(bme688),resistencia(bme688),Aire/muestra
 1,1286,27.13,32.16,31128,2,181,636,303.11,342.38,91.28,25.14,5.46,0.4032,0.7580, 400, 3,29.68,27.22,96844.30,446090.187500,0
2,1286,27.13,32.16,31145,2,189,680,309.64,345.64,87.59,25.14,5.46,0.4032,0.7580, 400, 3,29.68,27.22,96844.30,446090.187500,0
3,1286,27.13,32.16,31145,2,189,680,309.64,345.64,87.59,25.14,5.46,0.4009,0.7537, 400, 3,29.67,27.22,96844.93,445507.937500,0
4,1288,27.11,32.20,31149,2,167,650,309.22,349.53,90.08,25.14,5.46,0.4009,0.7537, 400, 3,29.67,27.22,96844.93,445507.937500,0
5,1288,27.11,32.20,31149,2,167,650,309.22,349.53,90.08,25.14,5.46,0.3994,0.7509, 400, 3,29.67,27.22,96844.93,445507.937500,0
6,1289,27.07,32.26,31153,2,171,650,309.22,349.53,90.08,25.14,5.46,0.3994,0.7509, 400, 3,29.66,27.24,96844.53,446966.375000,0
7,1289,27.07,32.26,31153,2,171,655,311.01,353.93,89.66,25.14,5.46,0.3975,0.7473, 400, 3,29.66,27.24,96844.53,446966.375000,0
8,1292,27.04,32.26,31157,2,171,655,311.01,353.93,89.66,25.14,5.46,0.3975,0.7473, 400, 3,29.65,27.32,96844.31,446673.937500,0
9,1292,27.04,32.26,31157,2,180,668,311.95,352.62,90.54,25.14,5.46,0.3975,0.7473, 400, 3,29.65,27.32,96844.31,446673.937500,0
10,1292,27.04,32.26,31157,2,180,668,311.95,352.62,90.54,25.14,5.46,0.3956,0.7437, 400, 3,29.64,27.30,96844.37,448434.406250,0
11,1295,27.02,32.32,31163,2,154,633,313.75,356.33,91.59,25.14,5.46,0.3956,0.7437, 400, 3,29.64,27.30,96844.37,448434.406250,0
12,1295,27.02,32.32,31163,2,154,633,313.75,356.33,91.59,25.14,5.46,0.3939,0.7405, 400, 3,29.63,27.29,96844.57,447552.437500,0
13,1300,27.03,32.31,31169,2,182,670,310.69,355.49,88.42,25.14,5.46,0.3939,0.7405, 400, 3,29.63,27.29,96844.57,447552.437500,0
14,1300,27.03,32.31,31169,2,182,670,310.69,355.49,88.42,25.14,5.46,0.3919,0.7368, 400, 3,29.63,27.29,96844.57,447552.437500,0
15,1302,27.01,32.36,31178,2,191,670,310.69,355.49,88.42,25.14,5.46,0.3919,0.7368, 400, 3,29.62,27.36,96845.18,449319.875000,0
16,1302,27.01,32.36,31178,2,191,682,314.50,360.95,87.38,25.14,5.46,0.3901,0.7333, 400, 3,29.62,27.36,96845.18,449319.875000,0
17,1307,27.00,32.39,31183,2,191,682,314.50,360.95,87.38,25.14,5.46,0.3901,0.7333, 400, 3,29.61,27.33,96845.00,449615.812500,0
18,1307,27.00,32.39,31183,2,184,674,323.35,362.66,88.03,25.14,5.46,0.3901,0.7333, 400, 3,29.61,27.33,96845.00,449615.812500,0
19,1307,27.00,32.39,31183,2,184,674,323.35,362.66,88.03,25.14,5.46,0.3878,0.7290, 400, 3,29.60,27.38,96845.20,452296.812500,0
20,1312,26.98,32.38,31194,2,178,665,317.49,361.80,88.84,25.14,5.46,0.3878,0.7290, 400, 3,29.60,27.38,96845.20,452296.812500,0
21,1312,26.98,32.38,31194,2,178,665,317.49,361.80,88.84,25.14,5.46,0.3865,0.7266, 400, 3,29.59,27.38,96845.41,448729.187500,0
22,1318,26.99,32.42,31195,2,158,637,320.30,371.73,91.19,25.14,5.46,0.3865,0.7266, 400, 3,29.59,27.38,96845.41,448729.187500,0
23,1318,26.99,32.42,31195,2,158,637,320.30,371.73,91.19,25.14,5.46,0.3843,0.7225, 400, 3,29.59,27.38,96845.41,448729.187500,0
24,1325,26.98,32.34,31197,2,190,637,320.30,371.73,91.19,25.14,5.46,0.3843,0.7225, 400, 3,29.58,27.38,96845.48,450505.937500,0
25,1325,26.98,32.34,31197,2,190,681,321.06,369.47,87.50,25.14,5.46,0.3822,0.7186, 400, 3,29.58,27.38,96845.48,450505.937500,0
26,1328,27.01,32.40,31203,2,190,681,321.06,369.47,87.50,25.14,5.46,0.3822,0.7186, 400, 3,29.57,27.41,96845.31,453498.656250,0
27,1328,27.01,32.40,31203,2,179,639,324.78,369.60,91.07,25.14,5.46,0.3822,0.7186, 400, 3,29.57,27.41,96845.31,453498.656250,0
28,1328,27.01,32.40,31203,2,179,639,324.78,369.60,91.07,25.14,5.46,0.3802,0.7147, 400, 3,29.56,27.43,96845.41,451698.281250,0
29,1328,27.01,32.40,31204,2,173,658,328.98,380.00,89.42,25.14,5.46,0.3802,0.7147, 400, 3,29.56,27.43,96845.41,451698.281250,0
30,1328,27.01,32.40,31204,2,173,658,328.98,380.00,89.42,25.14,5.46,0.3781,0.7108, 400, 3,29.55,27.46,96845.02,454404.250000,0
31,1332,26.99,32.43,31201,2,178,665,326.43,375.91,88.81,25.14,5.46,0.3781,0.7108, 400, 3,29.55,27.46,96845.02,454404.250000,0
32,1332,26.99,32.43,31201,2,178,665,326.43,375.91,88.81,25.14,5.46,0.3760,0.7069, 400, 3,29.55,27.46,96845.02,454404.250000,0
33,1333,26.99,32.42,31209,2,173,665,326.43,375.91,88.81,25.14,5.46,0.3760,0.7069, 400, 3,29.54,27.46,96845.05,452896.937500,0
34,1333,26.99,32.42,31209,2,173,658,323.46,382.45,89.42,25.14,5.46,0.3737,0.7026, 400, 3,29.54,27.46,96845.05,452896.937500,0
35,1335,27.00,32.46,31209,2,173,658,323.46,382.45,89.42,25.14,5.46,0.3737,0.7026, 400, 3,29.54,27.49,96845.65,453197.625000,0
36,1335,27.00,32.46,31209,2,190,628,327.20,379.36,92.03,25.14,5.46,0.3737,0.7026, 400, 3,29.54,27.49,96845.65,453197.625000,0
37,1335,27.00,32.46,31209,2,190,628,327.20,379.36,92.03,25.14,5.46,0.3715,0.6984, 400, 3,29.53,27.51,96845.42,453498.656250,0
38,1341,27.00,32.37,31219,2,188,677,330.21,379.62,87.80,25.14,5.46,0.3715,0.6984, 400, 3,29.53,27.51,96845.42,453498.656250,0
39,1341,27.00,32.37,31219,2,188,677,330.21,379.62,87.80,25.14,5.46,0.3700,0.6956, 400, 3,29.52,27.52,96845.74,454102.000000,0
40,1345,26.99,32.48,31231,2,154,632,324.89,382.71,91.65,25.14,5.46,0.3700,0.6956, 400, 3,29.52,27.52,96845.74,454102.000000,0
