Cabecera experimento NoseCris
nº,Co2(scd40),temp(scd40),hum(scd40),raw_signla(sgp40),aiq(ens160),tvoc(ens160),eco2(ens160),rs1(ens160),rs3(ens160),rs4(ens160),temp(ens160),rmox(zmod4410),etoh(zmod4410),tvoc(zmod4410),eco2(zmod4410),iaq(zmod4410),temperatura(bme688),humedad(bme688),presion(bme688),resistencia(bme688),Aire/muestra
 1,1328,29.50,30.46,30938,2,170,637,258.62,262.14,91.47,25.14,5.46,0.4889,0.9191, 441, 3,31.95,25.93,96838.90,399375.968750,0
2,1328,29.50,30.46,30938,2,170,655,259.41,270.89,89.96,25.14,5.46,0.4869,0.9154, 439, 3,31.95,25.93,96838.90,399375.968750,0
3,1328,29.47,30.52,30943,2,170,655,259.41,270.89,89.96,25.14,5.46,0.4869,0.9154, 439, 3,31.93,25.98,96839.02,400312.750000,0
4,1328,29.47,30.52,30943,2,172,657,262.50,265.18,89.81,25.14,5.46,0.4851,0.9120, 437, 3,31.93,25.98,96839.02,400312.750000,0
5,1328,29.47,30.52,30943,2,172,657,262.50,265.18,89.81,25.14,5.46,0.4851,0.9120, 437, 3,31.91,26.01,96839.08,400782.781250,0
6,1331,29.45,30.60,30952,2,158,630,261.44,272.92,92.15,25.14,5.46,0.4851,0.9120, 437, 3,31.91,26.01,96839.08,400782.781250,0
7,1331,29.45,30.60,30952,2,158,630,261.44,272.92,92.15,25.14,5.46,0.4832,0.9085, 435, 3,31.90,26.00,96839.76,401253.906250,0
8,1332,29.43,30.58,30960,2,171,655,270.25,278.05,89.93,25.14,5.46,0.4832,0.9085, 435, 3,31.90,26.00,96839.76,401253.906250,0
9,1332,29.43,30.58,30960,2,171,655,270.25,278.05,89.93,25.14,5.46,0.4814,0.9051, 433, 3,31.90,26.00,96839.76,401253.906250,0
10,1332,29.42,30.67,30973,2,147,622,267.16,276.92,92.84,25.14,5.46,0.4814,0.9051, 433, 3,31.88,26.04,96840.23,399375.968750,0
11,1332,29.42,30.67,30973,2,147,622,267.16,276.92,92.84,25.14,5.46,0.4797,0.9018, 432, 3,31.88,26.04,96840.23,399375.968750,0
12,1332,29.42,30.67,30983,2,147,622,267.16,276.92,92.84,25.14,5.46,0.4797,0.9018, 432, 3,31.87,26.07,96840.62,405303.781250,0
13,1332,29.42,30.67,30983,2,164,646,269.70,277.67,90.76,25.14,5.46,0.4782,0.8989, 430, 3,31.87,26.07,96840.62,405303.781250,0
14,1332,29.42,30.67,30983,2,164,646,269.70,277.67,90.76,25.14,5.46,0.4782,0.8989, 430, 3,31.85,26.11,96840.50,405544.562500,0
15,1331,29.40,30.65,30988,2,157,653,270.53,279.65,90.18,25.14,5.46,0.4782,0.8989, 430, 3,31.85,26.11,96840.50,405544.562500,0
16,1331,29.40,30.65,30988,2,157,653,270.53,279.65,90.18,25.14,5.46,0.4767,0.8962, 428, 3,31.83,26.12,96840.70,404343.531250,0
17,1332,29.37,30.65,31000,2,156,636,269.79,284.33,91.62,25.14,5.46,0.4767,0.8962, 428, 3,31.83,26.12,96840.70,404343.531250,0
18,1332,29.37,30.65,31000,2,156,636,269.79,284.33,91.62,25.14,5.46,0.4752,0.8934, 426, 3,31.82,26.13,96841.23,404823.093750,0
19,1331,29.38,30.71,31005,2,167,650,273.29,287.03,90.36,25.14,5.46,0.4752,0.8934, 426, 3,31.82,26.13,96841.23,404823.093750,0
20,1331,29.38,30.71,31005,2,167,650,273.29,287.03,90.36,25.14,5.46,0.4738,0.8907, 425, 3,31.82,26.13,96841.23,404823.093750,0
21,1331,29.35,30.76,31010,2,167,650,273.29,287.03,90.36,25.14,5.46,0.4738,0.8907, 425, 3,31.80,26.16,96841.51,406995.218750,0
22,1331,29.35,30.76,31010,2,161,643,274.86,290.75,91.03,25.14,5.46,0.4723,0.8879, 423, 3,31.80,26.16,96841.51,406995.218750,0
23,1330,29.35,30.77,31018,2,161,643,274.86,290.75,91.03,25.14,5.46,0.4723,0.8879, 423, 3,31.79,26.19,96841.30,406752.718750,0
24,1330,29.35,30.77,31018,2,164,646,279.84,290.45,90.70,25.14,5.46,0.4723,0.8879, 423, 3,31.79,26.19,96841.30,406752.718750,0
25,1330,29.35,30.77,31018,2,164,646,279.84,290.45,90.70,25.14,5.46,0.4711,0.8856, 422, 3,31.77,26.25,96841.35,407481.093750,0
26,1329,29.36,30.79,31023,2,165,651,277.29,294.41,90.33,25.14,5.46,0.4711,0.8856, 422, 3,31.77,26.25,96841.35,407481.093750,0
27,1329,29.36,30.79,31023,2,165,651,277.29,294.41,90.33,25.14,5.46,0.4698,0.8832, 420, 3,31.76,26.27,96841.12,408456.312500,0
28,1327,29.34,30.83,31027,2,172,658,282.03,300.76,89.75,25.14,5.46,0.4698,0.8832, 420, 3,31.76,26.27,96841.12,408456.312500,0
29,1327,29.34,30.83,31027,2,172,658,282.03,300.76,89.75,25.14,5.46,0.4685,0.8807, 419, 3,31.76,26.27,96841.12,408456.312500,0
30,1321,29.32,30.80,31028,2,173,658,282.03,300.76,89.75,25.14,5.46,0.4685,0.8807, 419, 3,31.74,26.26,96841.04,409436.218750,0
31,1321,29.32,30.80,31028,2,173,659,282.03,300.96,89.63,25.14,5.46,0.4672,0.8783, 417, 3,31.74,26.26,96841.04,409436.218750,0
32,1313,29.32,30.84,31034,2,173,659,282.03,300.96,89.63,25.14,5.46,0.4672,0.8783, 417, 3,31.73,26.31,96841.29,409436.218750,0
33,1313,29.32,30.84,31034,2,152,630,281.84,295.21,92.12,25.14,5.46,0.4672,0.8783, 417, 3,31.73,26.31,96841.29,409436.218750,0
34,1313,29.32,30.84,31034,2,152,630,281.84,295.21,92.12,25.14,5.46,0.4656,0.8754, 416, 3,31.71,26.35,96840.73,410174.250000,0
35,1310,29.32,30.81,31041,2,163,648,284.04,304.55,90.54,25.14,5.46,0.4656,0.8754, 416, 3,31.71,26.35,96840.73,410174.250000,0
36,1310,29.32,30.81,31041,2,163,648,284.04,304.55,90.54,25.14,5.46,0.4644,0.8731, 415, 3,31.70,26.35,96840.41,410420.843750,0
37,1310,29.32,30.81,31043,2,181,669,296.71,305.99,88.75,25.14,5.46,0.4644,0.8731, 415, 3,31.70,26.35,96840.41,410420.843750,0
38,1310,29.32,30.81,31043,2,181,669,296.71,305.99,88.75,25.14,5.46,0.4632,0.8707, 414, 3,31.70,26.35,96840.41,410420.843750,0
39,1303,29.31,30.89,31051,2,176,669,296.71,305.99,88.75,25.14,5.46,0.4632,0.8707, 414, 3,31.69,26.39,96840.54,409436.218750,0
40,1303,29.31,30.89,31051,2,176,662,285.10,311.95,89.36,25.14,5.46,0.4620,0.8685, 412, 3,31.69,26.39,96840.54,409436.218750,0
41,1299,29.33,30.92,31063,2,176,662,285.10,311.95,89.36,25.14,5.46,0.4620,0.8685, 412, 3,31.68,26.37,96840.79,412155.375000,0
42,1299,29.33,30.92,31063,2,159,639,293.42,306.82,91.34,25.14,5.46,0.4620,0.8685, 412, 3,31.68,26.37,96840.79,412155.375000,0
43,1299,29.33,30.92,31063,2,159,639,293.42,306.82,91.34,25.14,5.46,0.4609,0.8665, 411, 3,31.66,26.41,96840.66,413403.312500,0
44,1293,29.30,30.95,31061,2,152,630,290.95,308.49,92.15,25.14,5.46,0.4609,0.8665, 411, 3,31.66,26.41,96840.66,413403.312500,0
45,1293,29.30,30.95,31061,2,152,630,290.95,308.49,92.15,25.14,5.46,0.4599,0.8646, 410, 3,31.65,26.41,96840.52,414155.718750,0
46,1292,29.29,30.97,31068,2,160,641,288.49,314.29,91.16,25.14,5.46,0.4599,0.8646, 410, 3,31.65,26.41,96840.52,414155.718750,0
47,1292,29.29,30.97,31068,2,160,641,288.49,314.29,91.16,25.14,5.46,0.4589,0.8628, 409, 3,31.65,26.41,96840.52,414155.718750,0
48,1287,29.27,31.02,31076,2,140,641,288.49,314.29,91.16,25.14,5.46,0.4589,0.8628, 409, 3,31.64,26.41,96840.42,415668.750000,0
49,1287,29.27,31.02,31076,2,140,612,289.67,310.69,93.69,25.14,5.46,0.4581,0.8612, 408, 3,31.64,26.41,96840.42,415668.750000,0
50,1283,29.27,31.00,31081,2,140,612,289.67,310.69,93.69,25.14,5.46,0.4581,0.8612, 408, 3,31.63,26.46,96840.41,413653.812500,0
51,1283,29.27,31.00,31081,2,169,653,293.52,326.87,88.75,25.14,5.46,0.4581,0.8612, 408, 3,31.63,26.46,96840.41,413653.812500,0
52,1283,29.27,31.00,31081,2,169,653,293.52,326.87,88.75,25.14,5.46,0.4572,0.8595, 407, 3,31.63,26.44,96840.41,416429.437500,0
53,1281,29.29,31.00,31087,2,144,618,292.82,320.52,93.19,25.14,5.46,0.4572,0.8595, 407, 3,31.63,26.44,96840.41,416429.437500,0
54,1281,29.29,31.00,31087,2,144,618,292.82,320.52,93.19,25.14,5.46,0.4560,0.8574, 406, 3,31.61,26.50,96839.87,413904.593750,0
55,1278,29.28,31.03,31091,2,191,682,298.83,321.71,87.68,25.14,5.46,0.4560,0.8574, 406, 3,31.61,26.50,96839.87,413904.593750,0
