Cabecera experimento NoseCris
nº,Co2(scd40),temp(scd40),hum(scd40),raw_signla(sgp40),aiq(ens160),tvoc(ens160),eco2(ens160),rs1(ens160),rs3(ens160),rs4(ens160),temp(ens160),rmox(zmod4410),etoh(zmod4410),tvoc(zmod4410),eco2(zmod4410),iaq(zmod4410),temperatura(bme688),humedad(bme688),presion(bme688),resistencia(bme688),Aire/muestra
 1,1290,30.12,30.38,31182,2,181,670,299.23,310.69,88.84,25.14,5.46,0.4772,0.8972, 426, 3,32.48,26.02,96828.93,414407.125000,0
2,1294,30.07,30.47,31186,2,175,676,293.12,306.41,88.30,25.14,5.46,0.4772,0.8972, 426, 3,32.48,26.02,96828.93,414407.125000,0
3,1294,30.07,30.47,31186,2,175,676,293.12,306.41,88.30,25.14,5.46,0.4758,0.8945, 424, 3,32.48,26.02,96828.93,414407.125000,0
4,1297,30.03,30.50,31190,2,157,636,293.12,306.41,88.30,25.14,5.46,0.4758,0.8945, 424, 3,32.46,26.08,96828.92,415668.750000,0
5,1297,30.03,30.50,31190,2,157,636,299.23,318.25,91.68,25.14,5.46,0.4743,0.8916, 423, 3,32.46,26.08,96828.92,415668.750000,0
6,1298,30.00,30.59,31198,2,157,636,299.23,318.25,91.68,25.14,5.46,0.4743,0.8916, 423, 3,32.44,26.07,96828.52,417703.437500,0
7,1298,30.00,30.59,31198,2,197,689,302.49,312.69,87.20,25.14,5.46,0.4727,0.8887, 422, 3,32.44,26.07,96828.52,417703.437500,0
8,1298,30.00,30.59,31198,2,197,689,302.49,312.69,87.20,25.14,5.46,0.4727,0.8887, 422, 3,32.42,26.10,96828.66,413403.312500,0
9,1300,29.97,30.61,31204,2,186,675,301.98,314.29,88.36,25.14,5.46,0.4727,0.8887, 422, 3,32.42,26.10,96828.66,413403.312500,0
10,1300,29.97,30.61,31204,2,186,675,301.98,314.29,88.36,25.14,5.46,0.4711,0.8856, 420, 3,32.40,26.13,96828.37,418471.593750,0
11,1303,29.93,30.68,31209,2,174,659,303.31,321.17,88.24,25.14,5.46,0.4711,0.8856, 420, 3,32.40,26.13,96828.37,418471.593750,0
12,1303,29.93,30.68,31209,2,174,659,303.31,321.17,88.24,25.14,5.46,0.4698,0.8832, 419, 3,32.40,26.13,96828.37,418471.593750,0
13,1306,29.92,30.71,31216,2,190,681,307.14,313.01,87.89,25.14,5.46,0.4698,0.8832, 419, 3,32.37,26.14,96828.08,419500.218750,0
14,1306,29.92,30.71,31216,2,190,681,307.14,313.01,87.89,25.14,5.46,0.4683,0.8804, 418, 3,32.37,26.14,96828.08,419500.218750,0
15,1308,29.88,30.74,31217,2,190,681,307.14,313.01,87.89,25.14,5.46,0.4683,0.8804, 418, 3,32.36,26.19,96828.37,417959.187500,0
