Cabecera experimento NoseCris
nº,Co2(scd40),temp(scd40),hum(scd40),raw_signla(sgp40),aiq(ens160),tvoc(ens160),eco2(ens160),rs1(ens160),rs3(ens160),rs4(ens160),temp(ens160),rmox(zmod4410),etoh(zmod4410),tvoc(zmod4410),eco2(zmod4410),iaq(zmod4410),temperatura(bme688),humedad(bme688),presion(bme688),resistencia(bme688),Aire/muestra
 1,1153,28.98,33.60,31682,2,199,692,356.45,401.55,87.65,25.14,5.44,0.4273,0.8033, 471, 3,31.42,28.56,96739.10,476279.062500,0
2,1153,28.98,33.60,31682,2,199,692,356.45,401.55,87.65,25.14,5.44,0.4240,0.7972, 469, 3,31.42,28.56,96739.10,476279.062500,0
3,1153,28.93,33.69,31688,2,199,692,356.45,401.55,87.65,25.14,5.44,0.4240,0.7972, 469, 3,31.40,28.59,96739.17,477946.312500,0
4,1153,28.93,33.69,31688,2,182,670,360.34,413.97,89.48,25.14,5.44,0.4201,0.7897, 468, 3,31.40,28.59,96739.17,477946.312500,0
5,1153,28.93,33.69,31688,2,182,670,360.34,413.97,89.48,25.14,5.44,0.4201,0.7897, 468, 3,31.38,28.61,96739.92,485078.156250,0
6,1152,28.89,33.67,31690,2,180,668,360.95,420.18,89.66,25.14,5.44,0.4201,0.7897, 468, 3,31.38,28.61,96739.92,485078.156250,0
7,1152,28.89,33.67,31690,2,180,668,360.95,420.18,89.66,25.14,5.44,0.4165,0.7830, 466, 3,31.36,28.64,96739.92,478616.500000,0
8,1152,28.83,33.74,31692,2,186,656,362.42,418.20,90.67,25.14,5.44,0.4165,0.7830, 466, 3,31.36,28.64,96739.92,478616.500000,0
9,1152,28.83,33.74,31692,2,186,656,362.42,418.20,90.67,25.14,5.44,0.4122,0.7749, 465, 3,31.34,28.64,96740.45,485423.093750,0
10,1152,28.78,33.81,31703,2,143,617,364.38,421.18,94.14,25.14,5.44,0.4122,0.7749, 465, 3,31.34,28.64,96740.45,485423.093750,0
11,1152,28.78,33.81,31703,2,143,617,364.38,421.18,94.14,25.14,5.44,0.4091,0.7691, 463, 3,31.34,28.64,96740.45,485423.093750,0
12,1153,28.72,33.85,31706,2,143,617,364.38,421.18,94.14,25.14,5.44,0.4091,0.7691, 463, 3,31.33,28.70,96740.45,485423.093750,0
13,1153,28.72,33.85,31706,2,182,670,363.89,428.51,89.48,25.14,5.44,0.4055,0.7624, 462, 3,31.33,28.70,96740.45,485423.093750,0
14,1154,28.67,33.94,31707,2,182,670,363.89,428.51,89.48,25.14,5.44,0.4055,0.7624, 462, 3,31.31,28.70,96740.97,479962.500000,0
15,1154,28.67,33.94,31707,2,179,666,373.62,428.95,89.87,25.14,5.44,0.4055,0.7624, 462, 3,31.31,28.70,96740.97,479962.500000,0
16,1154,28.67,33.94,31707,2,179,666,373.62,428.95,89.87,25.14,5.44,0.4012,0.7542, 460, 3,31.29,28.73,96741.33,478616.500000,0
17,1155,28.64,33.98,31714,2,179,669,369.98,436.86,89.57,25.14,5.44,0.4012,0.7542, 460, 3,31.29,28.73,96741.33,478616.500000,0
18,1155,28.64,33.98,31714,2,179,669,369.98,436.86,89.57,25.14,5.44,0.3974,0.7471, 458, 3,31.27,28.75,96741.58,483703.343750,0
19,1155,28.60,33.98,31720,2,181,669,372.99,432.16,89.57,25.14,5.44,0.3974,0.7471, 458, 3,31.27,28.75,96741.58,483703.343750,0
20,1155,28.60,33.98,31720,2,181,669,372.99,432.16,89.57,25.14,5.44,0.3935,0.7399, 456, 3,31.27,28.75,96741.58,483703.343750,0
21,1157,28.61,33.96,31721,2,191,669,372.99,432.16,89.57,25.14,5.44,0.3935,0.7399, 456, 3,31.25,28.81,96741.59,486114.406250,0
22,1157,28.61,33.96,31721,2,191,681,373.12,444.47,88.54,25.14,5.44,0.3895,0.7323, 455, 3,31.25,28.81,96741.59,486114.406250,0
23,1157,28.57,34.06,31723,2,191,681,373.12,444.47,88.54,25.14,5.44,0.3895,0.7323, 455, 3,31.23,28.82,96741.63,483360.875000,0
24,1157,28.57,34.06,31723,2,182,670,378.33,449.31,89.51,25.14,5.44,0.3895,0.7323, 455, 3,31.23,28.82,96741.63,483360.875000,0
25,1157,28.57,34.06,31723,2,182,670,378.33,449.31,89.51,25.14,5.44,0.3856,0.7249, 453, 3,31.21,28.88,96742.00,491009.343750,0
26,1158,28.54,34.07,31720,2,168,684,377.31,446.88,88.36,25.14,5.44,0.3856,0.7249, 453, 3,31.21,28.88,96742.00,491009.343750,0
27,1158,28.54,34.07,31720,2,168,684,377.31,446.88,88.36,25.14,5.44,0.3819,0.7179, 451, 3,31.19,28.87,96742.08,486807.687500,0
28,1158,28.54,34.07,31718,2,166,649,370.60,454.97,91.28,25.14,5.44,0.3819,0.7179, 451, 3,31.19,28.87,96742.08,486807.687500,0
29,1158,28.54,34.07,31718,2,166,649,370.60,454.97,91.28,25.14,5.44,0.3774,0.7096, 449, 3,31.19,28.87,96742.08,486807.687500,0
30,1159,28.51,34.09,31731,2,185,649,370.60,454.97,91.28,25.14,5.44,0.3774,0.7096, 449, 3,31.17,28.91,96742.22,485768.500000,0
31,1159,28.51,34.09,31731,2,185,675,380.39,446.43,89.11,25.14,5.44,0.3728,0.7009, 447, 3,31.17,28.91,96742.22,485768.500000,0
32,1160,28.51,34.15,31738,2,185,675,380.39,446.43,89.11,25.14,5.44,0.3728,0.7009, 447, 3,31.15,28.96,96742.30,491009.343750,0
