Cabecera experimento NoseCris
nº,Co2(scd40),temp(scd40),hum(scd40),raw_signla(sgp40),aiq(ens160),tvoc(ens160),eco2(ens160),rs1(ens160),rs3(ens160),rs4(ens160),temp(ens160),rmox(zmod4410),etoh(zmod4410),tvoc(zmod4410),eco2(zmod4410),iaq(zmod4410),temperatura(bme688),humedad(bme688),presion(bme688),resistencia(bme688),Aire/muestra
 1,1700,31.37,25.64,32400,3,440,847,445.07,431.42,69.75,25.14,5.37,0.0489,0.0920, 440, 2,33.98,21.49,96015.03,434174.250000,0
2,1700,31.35,25.60,32403,3,398,834,450.53,431.42,71.90,25.14,5.37,0.0489,0.0920, 440, 2,33.98,21.49,96015.03,434174.250000,0
3,1700,31.35,25.60,32403,3,398,834,450.53,431.42,71.90,25.14,5.37,0.0480,0.0903, 439, 2,33.96,21.48,96016.85,434174.250000,0
4,1701,31.32,25.65,32407,3,429,844,468.57,426.34,70.27,25.14,5.37,0.0480,0.0903, 439, 2,33.96,21.48,96016.85,434174.250000,0
5,1701,31.32,25.65,32407,3,429,844,468.57,426.34,70.27,25.14,5.37,0.0471,0.0885, 438, 2,33.96,21.48,96016.85,434174.250000,0
6,1701,31.30,25.70,32417,3,429,844,468.57,426.34,70.27,25.14,5.37,0.0471,0.0885, 438, 2,33.95,21.48,96018.22,434450.562500,0
7,1701,31.30,25.70,32417,3,417,846,448.55,435.68,69.94,25.14,5.37,0.0462,0.0869, 437, 2,33.95,21.48,96018.22,434450.562500,0
8,1700,31.25,25.77,32418,3,417,846,448.55,435.68,69.94,25.14,5.37,0.0462,0.0869, 437, 2,33.93,21.48,96018.79,433898.312500,0
9,1700,31.25,25.77,32418,3,445,849,454.05,437.90,69.46,25.14,5.37,0.0462,0.0869, 437, 2,33.93,21.48,96018.79,433898.312500,0
10,1700,31.25,25.77,32418,3,445,849,454.05,437.90,69.46,25.14,5.37,0.0454,0.0854, 436, 2,33.92,21.50,96018.98,432797.968750,0
11,1700,31.25,25.77,32420,3,404,836,454.20,433.18,71.61,25.14,5.37,0.0454,0.0854, 436, 2,33.92,21.50,96018.98,432797.968750,0
12,1700,31.25,25.77,32420,3,404,836,454.20,433.18,71.61,25.14,5.37,0.0444,0.0835, 435, 2,33.90,21.52,96018.13,433347.437500,0
13,1699,31.25,25.73,32419,3,408,837,452.82,432.89,71.39,25.14,5.37,0.0444,0.0835, 435, 2,33.90,21.52,96018.13,433347.437500,0
14,1699,31.25,25.73,32419,3,408,837,452.82,432.89,71.39,25.14,5.37,0.0436,0.0819, 434, 1,33.90,21.52,96018.13,433347.437500,0
