Cabecera experimento NoseCris
nº,Co2(scd40),temp(scd40),hum(scd40),raw_signla(sgp40),aiq(ens160),tvoc(ens160),eco2(ens160),rs1(ens160),rs3(ens160),rs4(ens160),temp(ens160),rmox(zmod4410),etoh(zmod4410),tvoc(zmod4410),eco2(zmod4410),iaq(zmod4410),temperatura(bme688),humedad(bme688),presion(bme688),resistencia(bme688),Aire/muestra
 1,1102,31.96,26.62,31928,2,146,620,401.96,446.58,92.74,25.14,5.41,0.1494,0.2808, 517, 2,34.61,22.25,95215.63,513154.593750,0
2,1103,31.93,26.67,31935,2,143,616,387.14,436.71,93.12,25.14,5.41,0.1494,0.2808, 517, 2,34.61,22.25,95215.63,513154.593750,0
3,1103,31.93,26.67,31935,2,143,616,387.14,436.71,93.12,25.14,5.41,0.1440,0.2707, 514, 2,34.59,22.26,95215.88,517041.156250,0
4,1103,31.93,26.67,31942,2,147,611,389.24,440.72,93.56,25.14,5.41,0.1440,0.2707, 514, 2,34.59,22.26,95215.88,517041.156250,0
5,1103,31.93,26.67,31942,2,147,611,389.24,440.72,93.56,25.14,5.41,0.1389,0.2611, 511, 2,34.59,22.26,95215.88,517041.156250,0
6,1105,31.88,26.71,31945,2,147,611,389.24,440.72,93.56,25.14,5.41,0.1389,0.2611, 511, 2,34.57,22.29,95215.80,514314.406250,0
7,1105,31.88,26.71,31945,2,144,618,398.98,447.03,93.00,25.14,5.41,0.1351,0.2540, 508, 2,34.57,22.29,95215.80,514314.406250,0
8,1107,31.85,26.73,31949,2,144,618,398.98,447.03,93.00,25.14,5.41,0.1351,0.2540, 508, 2,34.55,22.29,95216.25,516649.843750,0
9,1107,31.85,26.73,31949,2,153,632,386.88,444.02,91.78,25.14,5.41,0.1351,0.2540, 508, 2,34.55,22.29,95216.25,516649.843750,0
10,1107,31.85,26.73,31949,2,153,632,386.88,444.02,91.78,25.14,5.41,0.1305,0.2453, 505, 2,34.53,22.30,95216.34,516259.125000,0
11,1108,31.80,26.80,31955,2,140,612,389.37,450.53,93.47,25.14,5.41,0.1305,0.2453, 505, 2,34.53,22.30,95216.34,516259.125000,0
12,1108,31.80,26.80,31955,2,140,612,389.37,450.53,93.47,25.14,5.41,0.1259,0.2366, 502, 2,34.52,22.31,95216.78,517825.531250,0
13,1108,31.76,26.83,31958,2,124,607,393.35,454.97,93.91,25.14,5.41,0.1259,0.2366, 502, 2,34.52,22.31,95216.78,517825.531250,0
14,1108,31.76,26.83,31958,2,124,607,393.35,454.97,93.91,25.14,5.41,0.1217,0.2288, 499, 2,34.52,22.31,95216.78,517825.531250,0
15,1110,31.73,26.83,31961,2,141,607,393.35,454.97,93.91,25.14,5.41,0.1217,0.2288, 499, 2,34.50,22.33,95217.09,520987.031250,0
16,1110,31.73,26.83,31961,2,141,614,394.42,450.37,93.31,25.14,5.41,0.1176,0.2210, 496, 2,34.50,22.33,95217.09,520987.031250,0
17,1110,31.70,26.86,31967,2,141,614,394.42,450.37,93.31,25.14,5.41,0.1176,0.2210, 496, 2,34.48,22.34,95216.19,518612.312500,0
18,1110,31.70,26.86,31967,2,118,578,392.68,456.51,96.59,25.14,5.41,0.1176,0.2210, 496, 2,34.48,22.34,95216.19,518612.312500,0
19,1110,31.70,26.86,31967,2,118,578,392.68,456.51,96.59,25.14,5.41,0.1140,0.2144, 494, 2,34.46,22.36,95216.92,520589.718750,0
20,1110,31.68,26.85,31967,2,148,624,398.17,446.28,92.46,25.14,5.41,0.1140,0.2144, 494, 2,34.46,22.36,95216.92,520589.718750,0
21,1110,31.68,26.85,31967,2,148,624,398.17,446.28,92.46,25.14,5.41,0.1106,0.2079, 491, 2,34.44,22.38,95218.22,519796.968750,0
22,1111,31.65,26.91,31973,2,130,601,397.23,459.15,94.52,25.14,5.41,0.1106,0.2079, 491, 2,34.44,22.38,95218.22,519796.968750,0
23,1111,31.65,26.91,31973,2,130,601,397.23,459.15,94.52,25.14,5.41,0.1074,0.2020, 488, 2,34.44,22.38,95218.22,519796.968750,0
24,1112,31.62,26.95,31978,2,133,601,397.23,459.15,94.52,25.14,5.41,0.1074,0.2020, 488, 2,34.42,22.40,95218.27,521783.437500,0
25,1112,31.62,26.95,31978,2,133,602,390.17,450.98,94.42,25.14,5.41,0.1046,0.1966, 485, 2,34.42,22.40,95218.27,521783.437500,0
26,1112,31.60,26.94,31980,2,133,602,390.17,450.98,94.42,25.14,5.41,0.1046,0.1966, 485, 2,34.40,22.42,95218.86,519796.968750,0
27,1112,31.60,26.94,31980,2,127,593,406.06,462.26,95.23,25.14,5.41,0.1046,0.1966, 485, 2,34.40,22.42,95218.86,519796.968750,0
28,1112,31.60,26.94,31980,2,127,593,406.06,462.26,95.23,25.14,5.41,0.1015,0.1908, 482, 2,34.38,22.42,95219.10,520193.031250,0
29,1113,31.60,27.00,31985,2,127,592,393.88,460.24,95.29,25.14,5.41,0.1015,0.1908, 482, 2,34.38,22.42,95219.10,520193.031250,0
30,1113,31.60,27.00,31985,2,127,592,393.88,460.24,95.29,25.14,5.41,0.0983,0.1847, 480, 2,34.36,22.45,95219.78,520193.031250,0
