Co2(scd40) raw_signla(sgp40) aiq(ens160) tvoc(ens160) eco2(ens160) rs1(ens160) rs3(ens160) rs4(ens160) rmox(zmod4410) tvoc(zmod4410) eco2(zmod4410) iaq(zmod4410) resistencia(bme688) Aire/muestra
1465 32426 2 179 666 445,07 483,71 88,63 5,39 0,0821 424 2 430613,96875 1
1465 32426 2 189 679 448,55 484,04 87,56 5,39 0,0821 424 2 430613,96875 1
1465 32426 2 189 679 448,55 484,04 87,56 5,39 0,0819 424 2 429260,125 1
1465 32436 2 187 667 444,92 478,02 88,57 5,39 0,0819 424 2 429260,125 1
1465 32436 2 187 667 444,92 478,02 88,57 5,39 0,0819 423 2 428720,96875 1
1465 32472 2 149 625 452,82 489,31 92,15 5,39 0,0819 423 2 428720,96875 1
1465 32472 2 149 625 452,82 489,31 92,15 5,39 0,0825 423 2 428720,96875 1
1465 32515 2 182 625 452,82 489,31 92,15 5,39 0,0825 423 2 428183,15625 1
1465 32515 2 182 670 450,83 484,04 88,33 5,39 0,084 423 2 428183,15625 1
1465 32537 2 182 670 450,83 484,04 88,33 5,39 0,084 423 2 427914,75 1
1465 32537 2 149 625 451,14 471,75 92,15 5,39 0,084 423 2 427914,75 1
1465 32537 2 149 625 451,14 471,75 92,15 5,39 0,0863 423 2 424455,96875 1
1464 32545 2 161 619 445,82 474,47 92,71 5,39 0,0863 423 2 424455,96875 1
1464 32545 2 161 619 445,82 474,47 92,71 5,39 0,088 423 2 425779,625 1
1464 32559 2 153 631 445,97 468,88 91,62 5,39 0,088 423 2 425779,625 1
1464 32559 2 153 631 445,97 468,88 91,62 5,39 0,0905 422 2 425779,625 1
1464 32557 2 159 631 445,97 468,88 91,62 5,39 0,0905 422 2 422616,59375 1
1464 32557 2 159 639 443,42 456,36 90,97 5,39 0,0933 422 2 422616,59375 1
1465 32557 2 159 639 443,42 456,36 90,97 5,39 0,0933 422 2 424720,03125 1
1465 32557 2 143 617 447,79 468,41 92,9 5,39 0,0933 422 2 424720,03125 1
1465 32557 2 143 617 447,79 468,41 92,9 5,39 0,0964 422 2 425514,21875 1
1465 32552 2 156 635 444,32 451,14 91,31 5,39 0,0964 422 2 425514,21875 1
1465 32552 2 156 635 444,32 451,14 91,31 5,39 0,0993 422 2 421052,625 1
1465 32547 2 157 636 435,53 456,82 91,22 5,39 0,0993 422 2 421052,625 1
1465 32547 2 157 636 435,53 456,82 91,22 5,39 0,1031 422 2 421052,625 1
1466 32536 2 176 636 435,53 456,82 91,22 5,39 0,1031 422 2 422616,59375 1
