Co2(scd40) raw_signla(sgp40) aiq(ens160) tvoc(ens160) eco2(ens160) rs1(ens160) rs3(ens160) rs4(ens160) rmox(zmod4410) tvoc(zmod4410) eco2(zmod4410) iaq(zmod4410) resistencia(bme688) Aire/muestra
818 32886 1 62 481 562,72 730,99 105,26 5,48 0,0488 412 1 616496,0625 1
818 32886 2 66 489 571,93 731,24 104,44 5,48 0,0488 412 1 616496,0625 1
818 32886 2 66 489 571,93 731,24 104,44 5,48 0,0512 412 1 615384,625 1
819 32903 2 68 493 560,25 739,45 103,98 5,48 0,0512 412 1 615384,625 1
819 32903 2 68 493 560,25 739,45 103,98 5,48 0,0539 412 1 613173,625 1
818 32913 2 79 513 566,73 721,16 106,88 5,48 0,0539 412 1 613173,625 1
818 32913 2 79 513 566,73 721,16 106,88 5,48 0,0577 412 1 613173,625 1
818 32915 2 50 513 566,73 721,16 106,88 5,48 0,0577 412 1 610978,5 1
818 32915 2 50 457 565,58 706,19 107,64 5,48 0,0609 412 1 610978,5 1
819 32918 2 50 457 565,58 706,19 107,64 5,48 0,0609 412 1 610978,5 1
819 32918 2 66 489 546,02 711,95 104,37 5,48 0,0609 412 1 610978,5 1
819 32918 2 66 489 546,02 711,95 104,37 5,48 0,0636 412 1 608799,0625 1
819 32918 2 67 490 565,58 702,37 104,27 5,48 0,0636 412 1 608799,0625 1
819 32918 2 67 490 565,58 702,37 104,27 5,48 0,0661 412 1 608256,625 1
819 32917 2 81 510 555,71 686,86 102,38 5,48 0,0661 412 1 608256,625 1
819 32917 2 81 510 555,71 686,86 102,38 5,48 0,0688 412 1 608256,625 1
819 32905 2 82 510 555,71 686,86 102,38 5,48 0,0688 412 1 607174,625 1
819 32905 2 82 518 555,34 682,68 101,58 5,48 0,0718 412 1 607174,625 1
819 32906 2 82 518 555,34 682,68 101,58 5,48 0,0718 412 1 606635,0625 1
819 32906 2 72 500 545,65 693,4 103,28 5,48 0,0718 412 1 606635,0625 1
819 32906 2 72 500 545,65 693,4 103,28 5,48 0,0749 412 1 606096,5 1
820 32908 2 83 520 545,65 677,16 101,34 5,48 0,0749 412 1 606096,5 1
820 32908 2 83 520 545,65 677,16 101,34 5,48 0,0771 413 1 602884,875 1
820 32912 2 66 519 540,5 671,23 101,48 5,48 0,0771 413 1 602884,875 1
820 32912 2 66 519 540,5 671,23 101,48 5,48 0,0791 413 1 602884,875 1
821 32909 2 67 519 540,5 671,23 101,48 5,48 0,0791 413 1 601821,9375 1
821 32909 2 67 490 539,41 659,74 104,34 5,48 0,0812 413 1 601821,9375 1
821 32906 2 67 490 539,41 659,74 104,34 5,48 0,0812 413 1 602352,9375 1
821 32906 2 72 500 539,96 661,53 103,35 5,48 0,0812 413 1 602352,9375 1
821 32906 2 72 500 539,96 661,53 103,35 5,48 0,0828 414 1 600234,4375 1
821 32905 2 74 504 527,49 648,67 102,9 5,48 0,0828 414 1 600234,4375 1
821 32905 2 74 504 527,49 648,67 102,9 5,48 0,085 414 2 598655,375 1
822 32902 2 71 504 521,28 640,17 102,93 5,48 0,085 414 2 598655,375 1
822 32902 2 71 504 521,28 640,17 102,93 5,48 0,0867 414 2 598655,375 1
822 32900 2 59 504 521,28 640,17 102,93 5,48 0,0867 414 2 599180,8125 1
822 32900 2 59 476 533,24 642,12 105,76 5,48 0,0897 415 2 599180,8125 1
822 32894 2 59 476 533,24 642,12 105,76 5,48 0,0897 415 2 594484,75 1
822 32894 2 76 508 509,25 638,87 102,55 5,48 0,0897 415 2 594484,75 1
822 32894 2 76 508 509,25 638,87 102,55 5,48 0,0915 415 2 596041,9375 1
822 32894 2 76 508 525,18 630,49 102,55 5,48 0,0915 415 2 596041,9375 1
822 32894 2 76 508 525,18 630,49 102,55 5,48 0,0936 416 2 597084,5625 1
822 32894 2 65 509 516,36 622,85 102,45 5,48 0,0936 416 2 597084,5625 1
822 32894 2 65 509 516,36 622,85 102,45 5,48 0,0962 416 2 597084,5625 1
822 32886 2 88 509 516,36 622,85 102,45 5,48 0,0962 416 2 593451,1875 1
822 32886 2 88 529 512,53 624,97 100,52 5,48 0,099 417 2 593451,1875 1
822 32886 2 88 529 512,53 624,97 100,52 5,48 0,099 417 2 595002,875 1
822 32886 2 85 524 512,01 612,82 101,0 5,48 0,099 417 2 595002,875 1
822 32886 2 85 524 512,01 612,82 101,0 5,48 0,1008 417 2 591907,5 1
822 32887 2 77 508 516,36 625,39 102,52 5,48 0,1008 417 2 591907,5 1
822 32887 2 77 508 516,36 625,39 102,52 5,48 0,1032 418 2 592935,75 1
821 32885 2 84 527 507,7 607,86 100,69 5,48 0,1032 418 2 592935,75 1
821 32885 2 84 527 507,7 607,86 100,69 5,48 0,1052 418 2 592935,75 1
822 32886 2 82 527 507,7 607,86 100,69 5,48 0,1052 418 2 592421,1875 1
822 32886 2 82 517 513,23 609,51 101,62 5,48 0,1076 419 2 592421,1875 1
822 32884 2 82 517 513,23 609,51 101,62 5,48 0,1076 419 2 591394,75 1
822 32884 2 85 523 516,54 610,95 101,1 5,48 0,1076 419 2 591394,75 1
822 32884 2 85 523 516,54 610,95 101,1 5,48 0,1091 419 2 591907,5 1
822 32878 2 85 524 507,18 605,6 101,0 5,48 0,1091 419 2 591907,5 1
822 32878 2 85 524 507,18 605,6 101,0 5,48 0,1113 420 2 590882,875 1
823 32876 2 76 508 503,76 594,83 102,59 5,48 0,1113 420 2 590882,875 1
823 32876 2 76 508 503,76 594,83 102,59 5,48 0,1134 420 2 590882,875 1
823 32876 2 67 508 503,76 594,83 102,59 5,48 0,1134 420 2 590882,875 1
823 32876 2 67 491 502,23 600,7 104,27 5,48 0,1152 421 2 590882,875 1
824 32874 2 67 491 502,23 600,7 104,27 5,48 0,1152 421 2 588336,6875 1
824 32874 2 84 521 501,55 586,24 101,28 5,48 0,1152 421 2 588336,6875 1
824 32874 2 84 521 501,55 586,24 101,28 5,48 0,1163 421 2 586315,5 1
824 32874 2 82 506 497,83 593,03 102,8 5,48 0,1163 421 2 586315,5 1
824 32874 2 82 506 497,83 593,03 102,8 5,48 0,1177 422 2 587324,375 1
825 32870 2 78 511 490,64 585,65 102,24 5,48 0,1177 422 2 587324,375 1
825 32870 2 78 511 490,64 585,65 102,24 5,48 0,1193 422 2 587324,375 1
826 32868 2 86 511 490,64 585,65 102,24 5,48 0,1193 422 2 585812,375 1
826 32868 2 86 526 485,19 581,1 100,8 5,48 0,1203 423 2 585812,375 1
826 32871 2 86 526 485,19 581,1 100,8 5,48 0,1203 423 2 590371,875 1
826 32871 2 85 524 497,16 589,22 100,97 5,48 0,1203 423 2 590371,875 1
826 32871 2 85 524 497,16 589,22 100,97 5,48 0,1219 424 2 584808,6875 1
826 32863 2 67 535 493,13 586,64 99,91 5,48 0,1219 424 2 584808,6875 1
826 32863 2 67 535 493,13 586,64 99,91 5,48 0,1232 424 2 583808,4375 1
826 32862 2 89 531 496,65 575,23 100,35 5,48 0,1232 424 2 583808,4375 1
826 32862 2 89 531 496,65 575,23 100,35 5,48 0,1243 425 2 583808,4375 1
826 32862 2 78 531 496,65 575,23 100,35 5,48 0,1243 425 2 584808,6875 1
826 32862 2 78 511 482,4 573,68 102,24 5,48 0,1259 425 2 584808,6875 1
826 32859 2 78 511 482,4 573,68 102,24 5,48 0,1259 425 2 585812,375 1
826 32859 2 89 531 490,64 565,77 100,32 5,48 0,1259 425 2 585812,375 1
826 32859 2 89 531 490,64 565,77 100,32 5,48 0,1269 426 2 584808,6875 1
826 32853 2 72 497 487,99 571,74 103,67 5,48 0,1269 426 2 584808,6875 1
826 32853 2 72 497 487,99 571,74 103,67 5,48 0,129 426 2 582811,625 1
827 32853 2 83 521 480,45 576,4 101,34 5,48 0,129 426 2 582811,625 1
827 32853 2 83 521 480,45 576,4 101,34 5,48 0,1298 427 2 582811,625 1
826 32853 2 92 521 480,45 576,4 101,34 5,48 0,1298 427 2 580828,125 1
826 32853 2 92 536 480,61 568,65 99,88 5,48 0,1302 427 2 580828,125 1
827 32854 2 92 536 480,61 568,65 99,88 5,48 0,1302 427 2 581818,1875 1
827 32854 2 99 547 479,31 576,6 98,8 5,48 0,1302 427 2 581818,1875 1
827 32854 2 99 547 479,31 576,6 98,8 5,48 0,1303 428 2 580334,375 1
827 32850 2 74 539 477,85 566,54 99,61 5,48 0,1303 428 2 580334,375 1
827 32850 2 74 539 477,85 566,54 99,61 5,48 0,1313 428 2 585310,0625 1
827 32848 2 91 533 474,47 563,48 100,12 5,48 0,1313 428 2 585310,0625 1
827 32848 2 91 533 474,47 563,48 100,12 5,48 0,1318 428 2 585310,0625 1
829 32847 2 86 533 474,47 563,48 100,12 5,48 0,1318 428 2 580828,125 1
829 32847 2 86 526 473,83 551,41 100,83 5,48 0,1336 429 2 580828,125 1
829 32846 2 86 526 473,83 551,41 100,83 5,48 0,1336 429 2 581818,1875 1
829 32846 2 93 538 471,75 550,29 99,64 5,48 0,1336 429 2 581818,1875 1
829 32846 2 93 538 471,75 550,29 99,64 5,48 0,1352 429 2 579841,4375 1
829 32845 2 103 543 471,75 551,78 99,17 5,48 0,1352 429 2 579841,4375 1
829 32845 2 103 543 471,75 551,78 99,17 5,48 0,1353 430 2 580334,375 1
830 32833 2 90 532 474,15 550,29 100,25 5,48 0,1353 430 2 580334,375 1
830 32833 2 90 532 474,15 550,29 100,25 5,48 0,1363 430 2 580334,375 1
829 32835 2 76 532 474,15 550,29 100,25 5,48 0,1363 430 2 579841,4375 1
829 32835 2 76 507 460,39 548,24 102,73 5,48 0,1372 431 2 579841,4375 1
829 32841 2 76 507 460,39 548,24 102,73 5,48 0,1372 431 2 580334,375 1
829 32841 2 74 503 472,07 546,39 103,11 5,48 0,1372 431 2 580334,375 1
829 32841 2 74 503 472,07 546,39 103,11 5,48 0,1381 431 2 580334,375 1
829 32837 2 67 491 467,3 555,34 104,27 5,48 0,1381 431 2 580334,375 1
829 32837 2 67 491 467,3 555,34 104,27 5,48 0,1402 431 2 578858,125 1
829 32836 2 85 524 458,99 551,22 101,07 5,48 0,1402 431 2 578858,125 1
829 32836 2 85 524 458,99 551,22 101,07 5,48 0,142 432 2 578858,125 1
830 32835 2 70 524 458,99 551,22 101,07 5,48 0,142 432 2 578367,6875 1
830 32835 2 70 496 460,55 536,68 103,77 5,48 0,1428 432 2 578367,6875 1
831 32837 2 70 496 460,55 536,68 103,77 5,48 0,1428 432 2 580828,125 1
831 32837 2 88 529 466,03 551,03 100,52 5,48 0,1428 432 2 580828,125 1
831 32837 2 88 529 466,03 551,03 100,52 5,48 0,144 432 2 578858,125 1
830 32838 2 93 537 462,26 536,13 99,78 5,48 0,144 432 2 578858,125 1
830 32838 2 93 537 462,26 536,13 99,78 5,48 0,1447 433 2 578367,6875 1
831 32835 2 82 518 456,05 533,96 101,58 5,48 0,1447 433 2 578367,6875 1
831 32835 2 82 518 456,05 533,96 101,58 5,48 0,1458 433 2 578367,6875 1
831 32832 2 103 518 456,05 533,96 101,58 5,48 0,1458 433 2 573991,0625 1
831 32832 2 103 554 456,2 531,79 98,14 5,48 0,1468 434 2 573991,0625 1
831 32830 2 103 554 456,2 531,79 98,14 5,48 0,1468 434 2 575442,5625 1
831 32830 2 97 529 458,21 526,42 100,52 5,48 0,1468 434 2 575442,5625 1
831 32830 2 97 529 458,21 526,42 100,52 5,48 0,1484 434 2 578858,125 1
831 32825 2 103 555 454,51 526,42 98,1 5,48 0,1484 434 2 578858,125 1
831 32825 2 103 555 454,51 526,42 98,1 5,48 0,1487 434 2 575442,5625 1
831 32823 2 92 536 452,05 523,58 99,88 5,48 0,1487 434 2 575442,5625 1
831 32823 2 92 536 452,05 523,58 99,88 5,48 0,1497 435 2 575442,5625 1
832 32825 2 95 536 452,05 523,58 99,88 5,48 0,1497 435 2 574474,0625 1
832 32825 2 95 541 456,2 534,86 99,44 5,48 0,1515 435 2 574474,0625 1
