Co2(scd40) raw_signla(sgp40) aiq(ens160) tvoc(ens160) eco2(ens160) rs1(ens160) rs3(ens160) rs4(ens160) rmox(zmod4410) tvoc(zmod4410) eco2(zmod4410) iaq(zmod4410) resistencia(bme688) Aire/muestra
799 32101 2 100 549 499,69 630,49 99,78 5,44 0,1032 400 2 586819,5 1
799 32101 2 90 533 503,08 622,22 101,28 5,44 0,1032 400 2 586819,5 1
799 32101 2 90 533 503,08 622,22 101,28 5,44 0,0996 400 2 587324,375 1
799 32126 2 85 523 501,89 618,86 102,27 5,44 0,0996 400 2 587324,375 1
799 32126 2 85 523 501,89 618,86 102,27 5,44 0,1031 400 2 588844,1875 1
798 32202 2 98 550 492,13 533,42 99,61 5,44 0,1031 400 2 588844,1875 1
798 32202 2 98 550 492,13 533,42 99,61 5,44 0,1197 400 2 588844,1875 1
799 32283 2 81 550 492,13 533,42 99,61 5,44 0,1197 400 2 583808,4375 1
799 32283 2 81 516 482,57 515,32 102,93 5,44 0,1441 400 2 583808,4375 1
799 32348 2 81 516 482,57 515,32 102,93 5,44 0,1441 400 2 585812,375 1
799 32348 2 87 526 484,7 518,64 101,93 5,44 0,1441 400 2 585812,375 1
799 32348 2 87 526 484,7 518,64 101,93 5,44 0,1706 400 2 580828,125 1
798 32394 2 82 519 476,4 498,0 102,66 5,44 0,1706 400 2 580828,125 1
798 32394 2 82 519 476,4 498,0 102,66 5,44 0,2029 400 2 578367,6875 1
798 32414 2 89 516 471,11 475,6 102,93 5,44 0,2029 400 2 578367,6875 1
798 32414 2 89 516 471,11 475,6 102,93 5,44 0,2378 400 2 578367,6875 1
798 32428 2 83 516 471,11 475,6 102,93 5,44 0,2378 400 2 579349,375 1
798 32428 2 83 520 465,56 463,52 102,52 5,44 0,2733 401 2 579349,375 1
798 32426 2 83 520 465,56 463,52 102,52 5,44 0,2733 401 2 577389,3125 1
798 32426 1 60 478 465,56 465,88 106,8 5,44 0,2733 401 2 577389,3125 1
798 32426 1 60 478 465,56 465,88 106,8 5,44 0,3079 402 2 579349,375 1
799 32427 2 70 497 466,19 462,42 104,9 5,44 0,3079 402 2 579349,375 1
799 32427 2 70 497 466,19 462,42 104,9 5,44 0,3397 404 2 578367,6875 1
800 32421 2 78 481 465,09 460,24 106,48 5,44 0,3397 404 2 578367,6875 1
800 32421 2 78 481 465,09 460,24 106,48 5,44 0,3682 406 2 578367,6875 1
800 32416 2 71 481 465,09 460,24 106,48 5,44 0,3682 406 2 575442,5625 1
800 32416 2 71 497 452,67 463,99 104,83 5,44 0,3964 408 2 575442,5625 1
800 32412 2 71 497 452,67 463,99 104,83 5,44 0,3964 408 2 577389,3125 1
800 32412 2 70 495 462,42 454,05 105,05 5,44 0,3964 408 2 577389,3125 1
800 32412 2 70 495 462,42 454,05 105,05 5,44 0,4221 411 2 574474,0625 1
801 32408 2 73 503 449,92 457,44 104,27 5,44 0,4221 411 2 574474,0625 1
801 32408 2 73 503 449,92 457,44 104,27 5,44 0,4442 414 2 573991,0625 1
802 32403 2 66 489 454,2 451,59 105,69 5,44 0,4442 414 2 573991,0625 1
802 32403 2 66 489 454,2 451,59 105,69 5,44 0,4645 418 2 573991,0625 1
802 32398 1 57 489 454,2 451,59 105,69 5,44 0,4645 418 2 575928,0 1
802 32398 1 57 470 459,77 457,29 107,6 5,44 0,4839 421 2 575928,0 1
802 32398 1 57 470 459,77 457,29 107,6 5,44 0,4839 421 2 572546,8125 1
802 32398 1 56 469 459,46 458,21 107,71 5,44 0,4839 421 2 572546,8125 1
802 32398 1 56 469 459,46 458,21 107,71 5,44 0,5022 425 2 571109,875 1
802 32394 1 52 475 460,7 456,2 107,09 5,44 0,5022 425 2 571109,875 1
802 32394 1 52 475 460,7 456,2 107,09 5,44 0,5167 429 2 571588,0625 1
802 32392 2 61 480 466,82 457,59 106,62 5,44 0,5167 429 2 571588,0625 1
802 32392 2 61 480 466,82 457,59 106,62 5,44 0,5309 434 2 571588,0625 1
802 32378 1 49 480 466,82 457,59 106,62 5,44 0,5309 434 2 570632,5 1
802 32378 1 49 455 466,19 458,99 109,18 5,44 0,544 438 2 570632,5 1
803 32380 1 49 455 466,19 458,99 109,18 5,44 0,544 438 2 573991,0625 1
803 32380 1 34 422 449,92 469,04 112,75 5,44 0,544 438 2 573991,0625 1
803 32380 1 34 422 449,92 469,04 112,75 5,44 0,5545 442 2 569205,125 1
804 32379 2 68 485 458,68 473,67 106,05 5,44 0,5545 442 2 569205,125 1
804 32379 2 68 485 458,68 473,67 106,05 5,44 0,5637 446 2 571588,0625 1
804 32380 1 63 482 456,67 467,77 106,41 5,44 0,5637 446 2 571588,0625 1
804 32380 1 63 482 456,67 467,77 106,41 5,44 0,5728 451 2 571588,0625 1
804 32377 1 62 482 456,67 467,77 106,41 5,44 0,5728 451 2 571109,875 1
804 32377 1 62 481 453,43 466,19 106,48 5,44 0,5826 455 2 571109,875 1
805 32371 1 62 481 453,43 466,19 106,48 5,44 0,5826 455 2 570632,5 1
805 32371 2 71 497 445,67 459,15 104,83 5,44 0,5826 455 2 570632,5 1
805 32371 2 71 497 445,67 459,15 104,83 5,44 0,5939 459 2 569680,125 1
807 32369 2 68 476 458,06 447,33 107,06 5,44 0,5939 459 2 569680,125 1
807 32369 2 68 476 458,06 447,33 107,06 5,44 0,6037 463 2 568257,5 1
808 32366 1 64 484 446,73 442,07 106,23 5,44 0,6037 463 2 568257,5 1
808 32366 1 64 484 446,73 442,07 106,23 5,44 0,6141 467 2 568257,5 1
808 32363 2 70 484 446,73 442,07 106,23 5,44 0,6141 467 2 567784,875 1
808 32363 2 70 496 440,28 441,02 104,98 5,44 0,6228 471 2 567784,875 1
809 32359 2 70 496 440,28 441,02 104,98 5,44 0,6228 471 2 565433,4375 1
809 32359 1 61 480 452,36 433,33 106,66 5,44 0,6228 471 2 565433,4375 1
809 32359 1 61 480 452,36 433,33 106,66 5,44 0,632 475 2 565902,1875 1
811 32360 2 70 509 445,82 437,01 103,7 5,44 0,632 475 2 565902,1875 1
811 32360 2 70 509 445,82 437,01 103,7 5,44 0,6398 479 2 564965,5 1
812 32354 2 84 522 446,88 434,94 102,45 5,44 0,6398 479 2 564965,5 1
812 32354 2 84 522 446,88 434,94 102,45 5,44 0,6479 482 3 564965,5 1
812 32349 2 79 522 446,88 434,94 102,45 5,44 0,6479 482 3 567784,875 1
812 32349 2 79 512 447,79 435,68 103,39 5,44 0,6553 486 3 567784,875 1
814 32353 2 79 512 447,79 435,68 103,39 5,44 0,6553 486 3 564965,5 1
814 32353 2 65 487 438,64 433,33 105,94 5,44 0,6553 486 3 564965,5 1
814 32353 2 65 487 438,64 433,33 105,94 5,44 0,6621 490 3 567784,875 1
814 32352 2 76 507 443,57 429,53 103,91 5,44 0,6621 490 3 567784,875 1
814 32352 2 76 507 443,57 429,53 103,91 5,44 0,6689 493 3 562637,375 1
815 32354 2 70 495 447,94 431,86 105,08 5,44 0,6689 493 3 562637,375 1
815 32354 2 70 495 447,94 431,86 105,08 5,44 0,6739 497 3 562637,375 1
816 32353 1 56 495 447,94 431,86 105,08 5,44 0,6739 497 3 561711,4375 1
816 32353 1 56 470 441,77 441,02 107,71 5,44 0,6781 500 3 561711,4375 1
817 32348 1 56 470 441,77 441,02 107,71 5,44 0,6781 500 3 565433,4375 1
817 32348 1 62 481 442,82 438,05 106,55 5,44 0,6781 500 3 565433,4375 1
817 32348 1 62 481 442,82 438,05 106,55 5,44 0,6818 503 3 567313,0 1
819 32347 2 74 504 450,22 435,83 104,16 5,44 0,6818 503 3 567313,0 1
819 32347 2 74 504 450,22 435,83 104,16 5,44 0,6839 506 3 567313,0 1
819 32341 1 61 479 441,02 450,07 106,69 5,44 0,6839 506 3 567313,0 1
819 32341 1 61 479 441,02 450,07 106,69 5,44 0,686 509 3 567313,0 1
821 32340 2 68 479 441,02 450,07 106,69 5,44 0,686 509 3 562637,375 1
821 32340 2 68 492 437,9 444,17 105,44 5,44 0,6881 512 3 562637,375 1
823 32333 2 68 492 437,9 444,17 105,44 5,44 0,6881 512 3 559868,75 1
823 32333 1 58 473 432,74 440,42 103,95 5,44 0,6881 512 3 559868,75 1
823 32333 1 58 473 432,74 440,42 103,95 5,44 0,692 514 3 561711,4375 1
825 32334 2 84 521 435,24 416,64 102,48 5,44 0,692 514 3 561711,4375 1
825 32334 2 84 521 435,24 416,64 102,48 5,44 0,6969 517 3 558951,9375 1
828 32330 2 77 508 437,45 422,32 103,77 5,44 0,6969 517 3 558951,9375 1
828 32330 2 77 508 437,45 422,32 103,77 5,44 0,7013 519 3 558951,9375 1
833 32327 2 79 508 437,45 422,32 103,77 5,44 0,7013 519 3 559410,0 1
833 32327 2 79 512 435,53 423,76 103,42 5,44 0,7044 522 3 559410,0 1
