Co2(scd40) raw_signla(sgp40) aiq(ens160) tvoc(ens160) eco2(ens160) rs1(ens160) rs3(ens160) rs4(ens160) rmox(zmod4410) tvoc(zmod4410) eco2(zmod4410) iaq(zmod4410) resistencia(bme688) Aire/muestra
909 32242 3 437 846 334,25 177,5 69,87 5,44 0,3778 410 2 569205,125 1
911 32241 3 420 841 337,89 178,65 70,7 5,44 0,3778 410 2 569205,125 1
911 32241 3 420 841 337,89 178,65 70,7 5,44 0,4325 411 2 569205,125 1
912 32239 3 349 841 337,89 178,65 70,7 5,44 0,4325 411 2 570632,5 1
912 32239 3 349 817 336,64 184,61 74,83 5,44 0,482 413 2 570632,5 1
911 32240 3 349 817 336,64 184,61 74,83 5,44 0,482 413 2 565902,1875 1
911 32240 3 318 807 341,11 191,03 76,81 5,44 0,482 413 2 565902,1875 1
911 32240 3 318 807 341,11 191,03 76,81 5,44 0,5263 414 2 563566,3125 1
912 32239 3 293 796 341,34 198,41 78,6 5,44 0,5263 414 2 563566,3125 1
912 32239 3 293 796 341,34 198,41 78,6 5,44 0,5662 414 2 562174,0625 1
912 32239 3 257 759 348,7 206,85 81,39 5,44 0,5662 414 2 562174,0625 1
912 32239 3 257 759 348,7 206,85 81,39 5,44 0,6016 415 2 562174,0625 1
912 32241 3 240 759 348,7 206,85 81,39 5,44 0,6016 415 2 559410,0 1
912 32241 3 240 737 351,54 215,2 83,11 5,44 0,6326 415 2 559410,0 1
913 32235 3 240 737 351,54 215,2 83,11 5,44 0,6326 415 2 557582,375 1
913 32235 3 225 724 354,41 222,84 84,16 5,44 0,6326 415 2 557582,375 1
913 32235 3 225 724 354,41 222,84 84,16 5,44 0,6599 416 2 558038,125 1
913 32243 3 236 736 353,57 229,73 83,17 5,44 0,6599 416 2 558038,125 1
913 32243 3 236 736 353,57 229,73 83,17 5,44 0,6842 416 2 558494,6875 1
914 32242 2 205 699 361,8 239,9 86,09 5,44 0,6842 416 2 558494,6875 1
914 32242 2 205 699 361,8 239,9 86,09 5,44 0,7058 416 2 558494,6875 1
914 32245 2 193 699 361,8 239,9 86,09 5,44 0,7058 416 2 553962,6875 1
914 32245 2 193 665 364,63 249,17 88,9 5,44 0,7251 416 2 553962,6875 1
913 32248 2 193 665 364,63 249,17 88,9 5,44 0,7251 416 2 550833,8125 1
913 32248 2 170 654 358,51 252,05 89,9 5,44 0,7251 416 2 550833,8125 1
913 32248 2 170 654 358,51 252,05 89,9 5,44 0,7418 416 2 553962,6875 1
913 32243 2 193 684 368,73 267,79 87,35 5,44 0,7418 416 2 553962,6875 1
913 32243 2 193 684 368,73 267,79 87,35 5,44 0,7564 416 2 551724,125 1
914 32247 2 181 669 375,15 269,07 88,57 5,44 0,7564 416 2 551724,125 1
914 32247 2 181 669 375,15 269,07 88,57 5,44 0,7695 416 2 551724,125 1
913 32240 2 169 669 375,15 269,07 88,57 5,44 0,7695 416 2 553513,5 1
913 32240 2 169 653 378,2 272,27 89,99 5,44 0,7811 416 3 553513,5 1
913 32237 2 169 653 378,2 272,27 89,99 5,44 0,7811 416 3 553513,5 1
913 32237 2 169 653 371,73 281,84 89,93 5,44 0,7811 416 3 553513,5 1
913 32237 2 169 653 371,73 281,84 89,93 5,44 0,7916 416 3 555314,5625 1
912 32232 2 149 625 377,57 284,04 92,43 5,44 0,7916 416 3 555314,5625 1
912 32232 2 149 625 377,57 284,04 92,43 5,44 0,8004 416 3 546424,75 1
911 32226 2 154 621 386,36 300,55 92,71 5,44 0,8004 416 3 546424,75 1
911 32226 2 154 621 386,36 300,55 92,71 5,44 0,8079 416 3 546424,75 1
911 32224 2 159 621 386,36 300,55 92,71 5,44 0,8079 416 3 553065,0625 1
911 32224 2 159 639 380,9 295,71 91,19 5,44 0,8149 416 3 553065,0625 1
910 32221 2 159 639 380,9 295,71 91,19 5,44 0,8149 416 3 552170,375 1
910 32221 2 158 637 382,19 305,06 91,31 5,44 0,8149 416 3 552170,375 1
910 32221 2 158 637 382,19 305,06 91,31 5,44 0,8211 416 3 551724,125 1
909 32214 2 160 641 376,29 303,52 91,03 5,44 0,8211 416 3 551724,125 1
909 32214 2 160 641 376,29 303,52 91,03 5,44 0,8264 417 3 549503,625 1
908 32210 2 133 619 380,0 309,01 92,9 5,44 0,8264 417 3 549503,625 1
908 32210 2 133 619 380,0 309,01 92,9 5,44 0,8308 417 3 549503,625 1
906 32206 2 137 619 380,0 309,01 92,9 5,44 0,8308 417 3 547740,0625 1
906 32206 2 137 607 391,89 313,65 93,98 5,44 0,8344 417 3 547740,0625 1
906 32204 2 137 607 391,89 313,65 93,98 5,44 0,8344 417 3 554863,1875 1
906 32204 2 153 631 387,27 314,61 91,84 5,44 0,8344 417 3 554863,1875 1
906 32204 2 153 631 387,27 314,61 91,84 5,44 0,8378 417 3 552170,375 1
906 32201 2 146 621 384,53 317,6 92,71 5,44 0,8378 417 3 552170,375 1
906 32201 2 146 621 384,53 317,6 92,71 5,44 0,841 417 3 550833,8125 1
906 32194 2 142 628 388,19 318,14 92,15 5,44 0,841 417 3 550833,8125 1
906 32194 2 142 628 388,19 318,14 92,15 5,44 0,8437 418 3 550833,8125 1
905 32191 2 137 628 388,19 318,14 92,15 5,44 0,8437 418 3 548620,4375 1
905 32191 2 137 608 392,29 325,77 93,95 5,44 0,8455 419 3 548620,4375 1
905 32186 2 137 608 392,29 325,77 93,95 5,44 0,8455 419 3 545987,75 1
905 32186 2 127 593 381,42 320,19 95,29 5,44 0,8455 419 3 545987,75 1
905 32186 2 127 593 381,42 320,19 95,29 5,44 0,8479 421 3 546862,5 1
904 32187 2 141 614 397,9 331,77 93,41 5,44 0,8479 421 3 546862,5 1
904 32187 2 141 614 397,9 331,77 93,41 5,44 0,8495 424 3 546862,5 1
904 32192 2 137 617 396,02 321,93 93,15 5,44 0,8495 424 3 546862,5 1
904 32192 2 137 617 396,02 321,93 93,15 5,44 0,851 426 3 546862,5 1
903 32187 2 145 617 396,02 321,93 93,15 5,44 0,851 426 3 546424,75 1
903 32187 2 145 620 405,24 330,99 92,84 5,44 0,8527 429 3 546424,75 1
903 32188 2 145 620 405,24 330,99 92,84 5,44 0,8527 429 3 545551,4375 1
903 32188 2 137 608 396,29 334,71 93,88 5,44 0,8527 429 3 545551,4375 1
903 32188 2 137 608 396,29 334,71 93,88 5,44 0,8533 432 3 544680,875 1
903 32183 2 137 607 404,83 329,09 93,98 5,44 0,8533 432 3 544680,875 1
903 32183 2 137 607 404,83 329,09 93,98 5,44 0,8536 434 3 544680,875 1
902 32175 2 141 593 403,46 339,04 95,29 5,44 0,8536 434 3 544680,875 1
902 32175 2 141 593 403,46 339,04 95,29 5,44 0,8545 437 3 544680,875 1
901 32178 2 124 593 403,46 339,04 95,29 5,44 0,8545 437 3 544680,875 1
901 32178 2 124 588 407,58 336,98 95,74 5,44 0,8553 440 3 544680,875 1
899 32178 2 124 588 407,58 336,98 95,74 5,44 0,8553 440 3 543380,1875 1
899 32178 2 136 606 400,6 336,18 94,14 5,44 0,8553 440 3 543380,1875 1
899 32178 2 136 606 400,6 336,18 94,14 5,44 0,8564 442 3 541655,625 1
899 32180 2 137 608 402,78 345,99 93,88 5,44 0,8564 442 3 541655,625 1
899 32180 2 137 608 402,78 345,99 93,88 5,44 0,8565 444 3 542085,75 1
899 32180 2 126 591 407,58 339,5 95,45 5,44 0,8565 444 3 542085,75 1
899 32180 2 126 591 407,58 339,5 95,45 5,44 0,8569 446 3 542085,75 1
898 32176 2 138 591 407,58 339,5 95,45 5,44 0,8569 446 3 545115,8125 1
898 32176 2 138 610 402,37 339,15 93,79 5,44 0,8573 448 3 545115,8125 1
896 32178 2 138 610 402,37 339,15 93,79 5,44 0,8573 448 3 544680,875 1
896 32178 2 133 602 404,97 343,08 94,49 5,44 0,8573 448 3 544680,875 1
896 32178 2 133 602 404,97 343,08 94,49 5,44 0,8572 450 3 543380,1875 1
896 32176 2 109 607 405,93 340,53 94,01 5,44 0,8572 450 3 543380,1875 1
896 32176 2 109 607 405,93 340,53 94,01 5,44 0,8571 452 3 543813,0625 1
895 32170 2 139 611 404,83 345,64 93,66 5,44 0,8571 452 3 543813,0625 1
895 32170 2 139 611 404,83 345,64 93,66 5,44 0,8571 454 3 543813,0625 1
895 32171 2 134 611 404,83 345,64 93,66 5,44 0,8571 454 3 540369,375 1
895 32171 2 134 603 410,49 348,93 94,36 5,44 0,8575 455 3 540369,375 1
895 32171 2 134 603 410,49 348,93 94,36 5,44 0,8575 455 3 537815,125 1
895 32171 2 138 609 399,66 347,52 93,85 5,44 0,8575 455 3 537815,125 1
895 32171 2 138 609 399,66 347,52 93,85 5,44 0,8573 457 3 538239,1875 1
895 32166 2 133 588 410,21 349,76 95,74 5,44 0,8573 457 3 538239,1875 1
895 32166 2 133 588 410,21 349,76 95,74 5,44 0,8573 458 3 537815,125 1
894 32163 2 121 584 409,1 344,83 96,1 5,44 0,8573 458 3 537815,125 1
894 32163 2 121 584 409,1 344,83 96,1 5,44 0,8577 460 3 537815,125 1
894 32160 2 143 584 409,1 344,83 96,1 5,44 0,8577 460 3 538663,875 1
894 32160 2 143 616 406,34 347,64 93,19 5,44 0,8578 461 3 538663,875 1
894 32155 2 143 616 406,34 347,64 93,19 5,44 0,8578 461 3 539515,25 1
894 32155 2 143 616 403,87 352,38 93,22 5,44 0,8578 461 3 539515,25 1
894 32155 2 143 616 403,87 352,38 93,22 5,44 0,8575 462 3 536547,0 1
892 32154 2 134 591 405,38 350,35 95,45 5,44 0,8575 462 3 536547,0 1
892 32154 2 134 591 405,38 350,35 95,45 5,44 0,8574 463 3 539942,0 1
890 32156 2 138 610 405,65 349,76 93,79 5,44 0,8574 463 3 539942,0 1
890 32156 2 138 610 405,65 349,76 93,79 5,44 0,857 464 3 539942,0 1
890 32154 2 138 610 405,65 349,76 93,79 5,44 0,857 464 3 538239,1875 1
890 32154 2 138 609 413,97 352,38 93,88 5,44 0,8571 465 3 538239,1875 1
890 32158 2 138 609 413,97 352,38 93,88 5,44 0,8571 465 3 536969,0625 1
890 32158 2 122 584 400,74 350,71 96,1 5,44 0,8571 465 3 536969,0625 1
890 32158 2 122 584 400,74 350,71 96,1 5,44 0,857 465 3 536547,0 1
886 32150 2 130 610 409,51 343,78 93,79 5,44 0,857 465 3 536547,0 1
886 32150 2 130 610 409,51 343,78 93,79 5,44 0,8571 466 3 534028,6875 1
885 32148 2 123 587 407,03 346,58 95,87 5,44 0,8571 466 3 534028,6875 1
885 32148 2 123 587 407,03 346,58 95,87 5,44 0,8569 467 3 534028,6875 1
885 32151 2 133 587 407,03 346,58 95,87 5,44 0,8569 467 3 536547,0 1
885 32151 2 133 601 404,97 347,64 94,55 5,44 0,8567 468 3 536547,0 1
884 32147 2 133 601 404,97 347,64 94,55 5,44 0,8567 468 3 536547,0 1
884 32147 2 134 603 407,72 344,36 94,42 5,44 0,8567 468 3 536547,0 1
884 32147 2 134 603 407,72 344,36 94,42 5,44 0,857 468 3 534028,6875 1
881 32146 2 145 600 409,24 342,38 94,65 5,44 0,857 468 3 534028,6875 1
881 32146 2 145 600 409,24 342,38 94,65 5,44 0,8571 469 3 534865,5 1
881 32141 2 137 608 413,13 355,61 93,91 5,44 0,8571 469 3 534865,5 1
881 32141 2 137 608 413,13 355,61 93,91 5,44 0,8573 469 3 534865,5 1
881 32141 2 127 608 413,13 355,61 93,91 5,44 0,8573 469 3 535704,9375 1
881 32141 2 127 593 406,75 346,7 95,32 5,44 0,8574 470 3 535704,9375 1
880 32137 2 127 593 406,75 346,7 95,32 5,44 0,8574 470 3 535704,9375 1
880 32137 2 120 581 406,34 347,4 96,39 5,44 0,8574 470 3 535704,9375 1
880 32137 2 120 581 406,34 347,4 96,39 5,44 0,8575 470 3 534028,6875 1
880 32140 2 122 584 413,83 357,78 96,1 5,44 0,8575 470 3 534028,6875 1
