Co2(scd40) raw_signla(sgp40) aiq(ens160) tvoc(ens160) eco2(ens160) rs1(ens160) rs3(ens160) rs4(ens160) rmox(zmod4410) tvoc(zmod4410) eco2(zmod4410) iaq(zmod4410) resistencia(bme688) Aire/muestra
1075 32687 2 136 607 457,59 477,69 93,09 5,39 0,0614 418 1 433898,3125 1
1075 32687 2 136 607 457,59 477,69 93,09 5,39 0,0625 418 1 435559,34375 1
1075 32688 2 133 575 459,46 467,3 95,94 5,39 0,0625 418 1 435559,34375 1
1075 32688 2 133 575 459,46 467,3 95,94 5,39 0,0634 418 1 435559,34375 1
1076 32689 2 115 575 459,46 467,3 95,94 5,39 0,0634 418 1 434727,21875 1
1076 32689 2 115 574 460,08 469,36 96,07 5,39 0,065 417 1 434727,21875 1
1077 32688 2 115 574 460,08 469,36 96,07 5,39 0,065 417 1 434450,5625 1
1077 32688 2 122 585 446,28 464,15 95,06 5,39 0,065 417 1 434450,5625 1
1077 32688 2 122 585 446,28 464,15 95,06 5,39 0,0666 417 1 432523,75 1
1077 32679 2 128 594 452,82 460,86 94,2 5,39 0,0666 417 1 432523,75 1
1077 32679 2 128 594 452,82 460,86 94,2 5,39 0,0687 417 1 430885,75 1
1080 32671 2 137 578 448,09 455,28 95,71 5,39 0,0687 417 1 430885,75 1
1080 32671 2 137 578 448,09 455,28 95,71 5,39 0,0707 417 1 430885,75 1
1081 32666 2 128 578 448,09 455,28 95,71 5,39 0,0707 417 1 432249,90625 1
1081 32666 2 128 594 444,32 452,51 94,2 5,39 0,0735 417 1 432249,90625 1
1083 32668 2 128 594 444,32 452,51 94,2 5,39 0,0735 417 1 429800,625 1
1083 32668 2 131 599 447,33 457,59 93,82 5,39 0,0735 417 1 429800,625 1
1083 32668 2 131 599 447,33 457,59 93,82 5,39 0,0764 417 1 430071,40625 1
1089 32659 2 153 631 448,55 449,76 90,97 5,39 0,0764 417 1 430071,40625 1
1089 32659 2 153 631 448,55 449,76 90,97 5,39 0,0794 417 1 430071,40625 1
