Co2(scd40) raw_signla(sgp40) aiq(ens160) tvoc(ens160) eco2(ens160) rs1(ens160) rs3(ens160) rs4(ens160) rmox(zmod4410) tvoc(zmod4410) eco2(zmod4410) iaq(zmod4410) resistencia(bme688) Aire/muestra
926 32727 2 117 577 496,65 515,84 98,8 5,39 0,0159 400 1 464926,21875 1
926 32726 2 128 558 504,1 516,89 100,66 5,39 0,0159 400 1 464926,21875 1
926 32726 2 128 558 504,1 516,89 100,66 5,39 0,0159 400 1 464926,21875 1
925 32723 2 127 558 504,1 516,89 100,66 5,39 0,0159 400 1 466514,8125 1
925 32723 2 127 592 489,14 517,59 97,41 5,39 0,0159 400 1 466514,8125 1
925 32719 2 127 592 489,14 517,59 97,41 5,39 0,0159 400 1 463348,40625 1
925 32719 2 99 548 493,3 503,76 101,58 5,39 0,0159 400 1 463348,40625 1
925 32719 2 99 548 493,3 503,76 101,58 5,39 0,0161 400 1 463348,40625 1
926 32712 2 128 585 492,97 505,98 98,04 5,39 0,0161 400 1 463348,40625 1
926 32712 2 128 585 492,97 505,98 98,04 5,39 0,0162 400 1 463663,125 1
927 32707 2 131 598 498,34 510,28 96,85 5,39 0,0162 400 1 463663,125 1
927 32707 2 131 598 498,34 510,28 96,85 5,39 0,0166 400 1 463663,125 1
928 32702 2 146 598 498,34 510,28 96,85 5,39 0,0166 400 1 465878,0625 1
928 32702 2 146 621 493,8 504,62 94,78 5,39 0,0173 400 1 465878,0625 1
928 32693 2 146 621 493,8 504,62 94,78 5,39 0,0173 400 1 461781,28125 1
928 32693 2 131 599 492,97 497,66 96,79 5,39 0,0173 400 1 461781,28125 1
928 32693 2 131 599 492,97 497,66 96,79 5,39 0,0181 400 1 462406,875 1
928 32686 2 133 569 487,99 500,7 99,58 5,39 0,0181 400 1 462406,875 1
928 32686 2 133 569 487,99 500,7 99,58 5,39 0,0184 400 1 459605,03125 1
930 32675 2 137 608 503,93 499,18 95,97 5,39 0,0184 400 1 459605,03125 1
930 32675 2 137 608 503,93 499,18 95,97 5,39 0,0192 400 1 459605,03125 1
931 32670 2 121 608 503,93 499,18 95,97 5,39 0,0192 400 1 459914,65625 1
931 32670 2 121 584 482,73 487,82 98,2 5,39 0,0199 400 1 459914,65625 1
931 32669 2 121 584 482,73 487,82 98,2 5,39 0,0199 400 1 463034,125 1
931 32669 2 130 597 487,82 484,7 96,95 5,39 0,0199 400 1 463034,125 1
931 32669 2 130 597 487,82 484,7 96,95 5,39 0,0206 400 1 458987,0 1
932 32667 2 136 577 485,02 492,97 98,87 5,39 0,0206 400 1 458987,0 1
932 32667 2 136 577 485,02 492,97 98,87 5,39 0,0215 400 1 460846,09375 1
932 32665 2 127 593 483,22 491,47 97,31 5,39 0,0215 400 1 460846,09375 1
932 32665 2 127 593 483,22 491,47 97,31 5,39 0,0223 400 1 460846,09375 1
933 32660 2 120 593 483,22 491,47 97,31 5,39 0,0223 400 1 458063,0625 1
933 32660 2 120 582 482,4 490,31 98,37 5,39 0,0233 400 1 458063,0625 1
933 32656 2 120 582 482,4 490,31 98,37 5,39 0,0233 400 1 458678,625 1
933 32656 2 127 593 479,31 486,67 97,38 5,39 0,0233 400 1 458678,625 1
933 32656 2 127 593 479,31 486,67 97,38 5,39 0,0241 401 1 456531,4375 1
933 32653 2 133 615 476,56 487,99 95,29 5,39 0,0241 401 1 456531,4375 1
933 32653 2 133 615 476,56 487,99 95,29 5,39 0,0245 401 1 457142,84375 1
933 32656 2 148 624 479,31 477,85 94,55 5,39 0,0245 401 1 457142,84375 1
933 32656 2 148 624 479,31 477,85 94,55 5,39 0,0258 401 1 457142,84375 1
933 32651 2 129 624 479,31 477,85 94,55 5,39 0,0258 401 1 459295,8125 1
