Co2(scd40) raw_signla(sgp40) aiq(ens160) tvoc(ens160) eco2(ens160) rs1(ens160) rs3(ens160) rs4(ens160) rmox(zmod4410) tvoc(zmod4410) eco2(zmod4410) iaq(zmod4410) resistencia(bme688) Aire/muestra
1216 31267 4 1016 1006 143,71 54,39 52,27 5,46 0,9981 402 3 392036,75 1
1216 31267 4 930 984 137,85 52,9 54,02 5,46 0,9981 402 3 392036,75 1
1216 31267 4 930 984 137,85 52,9 54,02 5,46 1,0314 403 3 392036,75 1
1216 31264 4 964 984 137,85 52,9 54,02 5,46 1,0314 403 3 387585,15625 1
1216 31264 4 964 978 134,35 52,81 54,57 5,46 1,0631 405 3 387585,15625 1
1215 31258 4 964 978 134,35 52,81 54,57 5,46 1,0631 405 3 384528,71875 1
1215 31258 4 908 979 134,03 52,06 54,5 5,46 1,0631 405 3 384528,71875 1
1215 31258 4 908 979 134,03 52,06 54,5 5,46 1,0924 408 3 385179,625 1
1215 31251 4 900 977 130,1 51,87 54,68 5,46 1,0924 408 3 385179,625 1
1215 31251 4 900 977 130,1 51,87 54,68 5,46 1,1191 410 3 380033,40625 1
1214 31248 4 840 962 127,61 53,33 56,05 5,46 1,1191 410 3 380033,40625 1
1214 31248 4 840 962 127,61 53,33 56,05 5,46 1,1433 413 3 380033,40625 1
1210 31243 4 779 962 127,61 53,33 56,05 5,46 1,1433 413 3 384962,40625 1
1210 31243 4 779 957 127,1 54,17 56,49 5,46 1,1649 417 3 384962,40625 1
1208 31234 4 779 957 127,1 54,17 56,49 5,46 1,1649 417 3 379189,03125 1
1208 31234 4 752 938 127,01 54,63 58,31 5,46 1,1649 417 3 379189,03125 1
1208 31234 4 752 938 127,01 54,63 58,31 5,46 1,184 421 3 375229,03125 1
1207 31231 4 738 934 128,09 55,16 58,71 5,46 1,184 421 3 375229,03125 1
1207 31231 4 738 934 128,09 55,16 58,71 5,46 1,2007 425 3 369275,15625 1
1204 31223 4 691 922 127,31 57,43 60,08 5,46 1,2007 425 3 369275,15625 1
1204 31223 4 691 922 127,31 57,43 60,08 5,46 1,2154 429 3 369275,15625 1
1200 31215 3 644 922 127,31 57,43 60,08 5,46 1,2154 429 3 367684,03125 1
1200 31215 3 644 918 128,74 57,96 60,48 5,46 1,2281 433 3 367684,03125 1
1199 31209 3 644 918 128,74 57,96 60,48 5,46 1,2281 433 3 378978,53125 1
1199 31209 3 637 906 129,31 59,41 61,81 5,46 1,2281 433 3 378978,53125 1
1199 31209 3 637 906 129,31 59,41 61,81 5,46 1,2382 437 3 377720,40625 1
1199 31201 3 562 885 133,08 61,06 64,48 5,46 1,2382 437 3 377720,40625 1
1199 31201 3 562 885 133,08 61,06 64,48 5,46 1,247 441 3 368080,53125 1
1199 31192 3 630 904 128,79 60,75 62,04 5,46 1,247 441 3 368080,53125 1
1199 31192 3 630 904 128,79 60,75 62,04 5,46 1,2546 445 3 368080,53125 1
1200 31184 3 640 904 128,79 60,75 62,04 5,46 1,2546 445 3 369275,15625 1
1200 31184 3 640 902 129,4 60,83 62,29 5,46 1,2625 450 3 369275,15625 1
1200 31162 3 640 902 129,4 60,83 62,29 5,46 1,2625 450 3 369275,15625 1
1200 31162 3 655 912 128,09 58,35 61,21 5,46 1,2625 450 3 369275,15625 1
1200 31162 3 655 912 128,09 58,35 61,21 5,46 1,27 454 3 366499,65625 1
1200 31149 4 655 912 125,13 58,02 61,21 5,46 1,27 454 3 366499,65625 1
1200 31149 4 655 912 125,13 58,02 61,21 5,46 1,2778 458 3 364932,28125 1
1200 31136 4 662 913 125,51 58,27 61,0 5,46 1,2778 458 3 364932,28125 1
1200 31136 4 662 913 125,51 58,27 61,0 5,46 1,2856 462 3 364932,28125 1
1200 31125 4 698 913 125,51 58,27 61,0 5,46 1,2856 462 3 365714,28125 1
1200 31125 4 698 927 125,43 58,57 59,53 5,46 1,2925 465 3 365714,28125 1
1200 31118 4 698 927 125,43 58,57 59,53 5,46 1,2925 465 3 364153,625 1
1200 31118 3 622 902 125,47 59,47 62,29 5,46 1,2925 465 3 364153,625 1
1200 31118 3 622 902 125,47 59,47 62,29 5,46 1,2978 469 3 364932,28125 1
1200 31108 3 575 889 128,79 59,05 63,98 5,46 1,2978 469 3 364932,28125 1
1200 31108 3 575 889 128,79 59,05 63,98 5,46 1,302 473 3 357292,40625 1
1199 31096 3 601 896 125,01 59,61 63,06 5,46 1,302 473 3 357292,40625 1
1199 31096 3 601 896 125,01 59,61 63,06 5,46 1,306 476 3 357292,40625 1
1198 31081 3 648 896 125,01 59,61 63,06 5,46 1,306 476 3 364153,625 1
1198 31081 3 648 885 125,09 59,53 64,44 5,46 1,3102 479 3 364153,625 1
1199 31074 3 648 885 125,09 59,53 64,44 5,46 1,3102 479 3 361837,46875 1
1199 31074 3 623 902 126,62 58,73 62,29 5,46 1,3102 479 3 361837,46875 1
1199 31074 3 623 902 126,62 58,73 62,29 5,46 1,3142 483 3 358794,6875 1
1198 31060 4 666 914 124,75 58,97 60,87 5,46 1,3142 483 3 358794,6875 1
1198 31060 4 666 914 124,75 58,97 60,87 5,46 1,318 486 3 359550,5625 1
1197 31053 3 634 906 125,6 58,71 61,89 5,46 1,318 486 3 359550,5625 1
1197 31053 3 634 906 125,6 58,71 61,89 5,46 1,3212 489 3 359550,5625 1
1197 31042 3 622 906 125,6 58,71 61,89 5,46 1,3212 489 3 355432,15625 1
1197 31042 3 622 909 127,66 58,25 61,5 5,46 1,324 492 3 355432,15625 1
1197 31032 3 622 909 127,66 58,25 61,5 5,46 1,324 492 3 358041,96875 1
1197 31032 4 663 914 126,11 58,87 60,96 5,46 1,324 492 3 358041,96875 1
1197 31032 4 663 914 126,11 58,87 60,96 5,46 1,3266 494 3 356545,96875 1
1196 31018 3 617 901 124,92 58,55 62,48 5,46 1,3266 494 3 356545,96875 1
1196 31018 3 617 901 124,92 58,55 62,48 5,46 1,3289 497 3 356173,90625 1
1195 31011 4 692 922 122,33 57,63 60,06 5,46 1,3289 497 3 356173,90625 1
1195 31011 4 692 922 122,33 57,63 60,06 5,46 1,3319 499 3 356173,90625 1
1195 31000 4 684 922 122,33 57,63 60,06 5,46 1,3319 499 3 356545,96875 1
1195 31000 4 684 920 125,26 57,94 60,3 5,46 1,3353 502 3 356545,96875 1
1195 30988 4 684 920 125,26 57,94 60,3 5,46 1,3353 502 3 357292,40625 1
1195 30988 3 641 908 122,58 57,24 61,66 5,46 1,3353 502 3 357292,40625 1
1195 30988 3 641 908 122,58 57,24 61,66 5,46 1,3375 504 3 352860,09375 1
1194 30979 4 674 917 123,2 57,65 60,63 5,46 1,3375 504 3 352860,09375 1
1194 30979 4 674 917 123,2 57,65 60,63 5,46 1,3402 506 3 354693,46875 1
1194 30966 4 691 905 123,24 58,55 62,02 5,46 1,3402 506 3 354693,46875 1
1194 30966 4 691 905 123,24 58,55 62,02 5,46 1,3421 508 3 354693,46875 1
1195 30965 3 593 905 123,24 58,55 62,02 5,46 1,3421 508 3 351407,0 1
1195 30965 3 593 894 126,28 59,07 63,33 5,46 1,3426 510 3 351407,0 1
1195 30961 3 593 894 126,28 59,07 63,33 5,46 1,3426 510 3 352495,6875 1
1195 30961 3 573 888 126,15 59,37 64,07 5,46 1,3426 510 3 352495,6875 1
1195 30961 3 573 888 126,15 59,37 64,07 5,46 1,3422 512 3 352132,0625 1
1195 30955 3 574 888 126,5 60,81 64,02 5,46 1,3422 512 3 352132,0625 1
1195 30955 3 574 888 126,5 60,81 64,02 5,46 1,3419 514 3 352132,0625 1
1195 30943 3 605 895 128,13 61,45 63,23 5,46 1,3419 514 3 352132,0625 1
1195 30943 3 605 895 128,13 61,45 63,23 5,46 1,3409 515 3 352132,0625 1
1195 30938 3 563 895 128,13 61,45 63,23 5,46 1,3409 515 3 351045,59375 1
1195 30938 3 563 885 125,47 61,25 64,46 5,46 1,3404 517 3 351045,59375 1
1195 30934 3 563 885 125,47 61,25 64,46 5,46 1,3404 517 3 352495,6875 1
1195 30934 3 624 903 126,45 60,94 62,25 5,46 1,3404 517 3 352495,6875 1
1195 30934 3 624 903 126,45 60,94 62,25 5,46 1,3402 518 3 350325,0 1
1195 30921 3 634 906 123,28 60,71 61,89 5,46 1,3402 518 3 350325,0 1
1195 30921 3 634 906 123,28 60,71 61,89 5,46 1,3406 519 3 348180,90625 1
1195 30907 4 673 917 123,66 58,14 60,61 5,46 1,3406 519 3 348180,90625 1
1195 30907 4 673 917 123,66 58,14 60,61 5,46 1,3421 521 3 348180,90625 1
1195 30902 4 653 917 123,66 58,14 60,61 5,46 1,3421 521 3 349249,65625 1
1195 30902 4 653 911 121,67 57,82 61,27 5,46 1,3437 522 3 349249,65625 1
1197 30899 4 653 911 121,67 57,82 61,27 5,46 1,3437 522 3 347472,0 1
1197 30899 4 674 917 124,33 57,67 60,61 5,46 1,3437 522 3 347472,0 1
1197 30899 4 674 917 124,33 57,67 60,61 5,46 1,3451 523 3 347826,09375 1
1197 30894 3 644 908 121,54 58,63 61,58 5,46 1,3451 523 3 347826,09375 1
1197 30894 3 644 908 121,54 58,63 61,58 5,46 1,3464 524 3 347118,65625 1
1197 30886 4 690 923 121,96 56,95 59,91 5,46 1,3464 524 3 347118,65625 1
1197 30886 4 690 923 121,96 56,95 59,91 5,46 1,3479 525 3 347118,65625 1
1197 30878 4 617 923 121,96 56,95 59,91 5,46 1,3479 525 3 346414,0625 1
1197 30878 4 617 901 121,87 56,91 62,48 5,46 1,3498 526 3 346414,0625 1
1198 30873 4 617 901 121,87 56,91 62,48 5,46 1,3498 526 3 346414,0625 1
1198 30873 4 703 925 121,17 56,37 59,73 5,46 1,3498 526 3 346414,0625 1
1198 30873 4 703 925 121,17 56,37 59,73 5,46 1,3514 527 3 347118,65625 1
1200 30871 4 726 931 119,5 55,97 59,05 5,46 1,3514 527 3 347118,65625 1
1200 30871 4 726 931 119,5 55,97 59,05 5,46 1,3529 528 3 343970,4375 1
1202 30868 3 616 919 122,83 56,99 60,42 5,46 1,3529 528 3 343970,4375 1
1202 30868 3 616 919 122,83 56,99 60,42 5,46 1,3536 529 3 343970,4375 1
1204 30860 3 630 919 122,83 56,99 60,42 5,46 1,3536 529 3 344317,40625 1
1204 30860 3 630 904 123,66 57,92 62,04 5,46 1,3542 529 3 344317,40625 1
1206 30855 3 630 904 123,66 57,92 62,04 5,46 1,3542 529 3 344317,40625 1
1206 30855 3 609 898 120,68 57,76 62,76 5,46 1,3542 529 3 344317,40625 1
1206 30855 3 609 898 120,68 57,76 62,76 5,46 1,3536 530 3 341561,03125 1
1206 30843 3 610 899 122,58 57,72 62,72 5,46 1,3536 530 3 341561,03125 1
1206 30843 3 610 899 122,58 57,72 62,72 5,46 1,3541 531 3 343278,59375 1
1211 30843 3 660 913 121,01 57,34 61,06 5,46 1,3541 531 3 343278,59375 1
1211 30843 3 660 913 121,01 57,34 61,06 5,46 1,3548 531 3 343278,59375 1
1215 30842 4 689 913 121,01 57,34 61,06 5,46 1,3548 531 3 341903,1875 1
1215 30842 4 689 921 119,75 56,95 60,16 5,46 1,3563 532 3 341903,1875 1
1220 30827 4 689 921 119,75 56,95 60,16 5,46 1,3563 532 3 341903,1875 1
1220 30827 4 766 942 117,7 55,5 57,94 5,46 1,3563 532 3 341903,1875 1
1220 30827 4 766 942 117,7 55,5 57,94 5,46 1,3581 533 3 340538,75 1
1219 30820 4 676 944 118,02 55,02 57,76 5,46 1,3581 533 3 340538,75 1
1219 30820 4 676 944 118,02 55,02 57,76 5,46 1,3597 533 3 340878,84375 1
1221 30818 4 716 928 120,4 55,94 59,35 5,46 1,3597 533 3 340878,84375 1
1221 30818 4 716 928 120,4 55,94 59,35 5,46 1,3605 534 3 340878,84375 1
1222 30815 4 684 928 120,4 55,94 59,35 5,46 1,3605 534 3 341219,59375 1
1222 30815 4 684 919 118,9 56,68 60,32 5,46 1,3616 534 3 341219,59375 1
1222 30811 4 684 919 118,9 56,68 60,32 5,46 1,3616 534 3 340878,84375 1
1222 30811 4 697 923 118,26 55,63 59,91 5,46 1,3616 534 3 340878,84375 1
1222 30811 4 697 923 118,26 55,63 59,91 5,46 1,362 535 3 339522,53125 1
1221 30809 4 664 911 119,91 56,53 61,23 5,46 1,362 535 3 339522,53125 1
