Co2(scd40) raw_signla(sgp40) aiq(ens160) tvoc(ens160) eco2(ens160) rs1(ens160) rs3(ens160) rs4(ens160) rmox(zmod4410) tvoc(zmod4410) eco2(zmod4410) iaq(zmod4410) resistencia(bme688) Aire/muestra
839 28958 3 307 804 180,29 87,53 77,31 5,37 1,0456 400 3 231203,4375 1
839 28958 3 307 804 180,29 87,53 77,31 5,37 1,0449 400 3 182076,8125 1
839 25040 5 65000 65000 6,01 2,97 0,42 5,37 1,0449 400 3 182076,8125 1
839 25040 5 65000 65000 6,01 2,97 0,42 5,37 3,4214 400 3 6269,592285 1
839 22822 5 65000 65000 1,28 0,5 0,33 5,37 3,4214 400 3 6269,592285 1
839 22822 5 65000 65000 1,28 0,5 0,33 5,37 6,637 400 4 6269,592285 1
839 22878 5 65000 65000 1,28 0,5 0,33 5,37 6,637 400 4 5684,846191 1
839 22878 5 65000 65000 0,89 0,41 0,33 5,37 9,1892 400 4 5684,846191 1
839 23188 5 65000 65000 0,89 0,41 0,33 5,37 9,1892 400 4 5684,846191 1
839 23188 5 65000 65000 0,76 0,39 0,33 5,37 9,1892 400 4 5684,846191 1
839 23188 5 65000 65000 0,76 0,39 0,33 5,37 11,4644 400 4 5684,846191 1
838 23282 5 65000 65000 0,69 0,39 0,34 5,37 11,4644 400 4 5684,846191 1
838 23282 5 65000 65000 0,69 0,39 0,34 5,37 13,4966 400 4 5684,846191 1
837 23574 5 65000 65000 0,66 0,39 0,34 5,37 13,4966 400 4 5684,846191 1
837 23574 5 65000 65000 0,66 0,39 0,34 5,37 15,3155 400 5 5684,846191 1
833 23638 5 65000 65000 0,66 0,39 0,34 5,37 15,3155 400 5 5684,846191 1
833 23638 5 65000 65000 0,64 0,39 0,34 5,37 16,9556 400 5 5684,846191 1
829 23720 5 65000 65000 0,64 0,39 0,34 5,37 16,9556 400 5 5684,846191 1
829 23720 5 65000 65000 0,63 0,39 0,35 5,37 16,9556 400 5 5684,846191 1
829 23720 5 65000 65000 0,63 0,39 0,35 5,37 18,441 400 5 5684,846191 1
829 23798 5 65000 65000 0,63 0,4 0,35 5,37 18,441 400 5 5684,846191 1
