Co2(scd40) raw_signla(sgp40) aiq(ens160) tvoc(ens160) eco2(ens160) rs1(ens160) rs3(ens160) rs4(ens160) rmox(zmod4410) tvoc(zmod4410) eco2(zmod4410) iaq(zmod4410) resistencia(bme688) Aire/muestra
1132 31547 3 350 818 196,21 146,02 74,46 5,37 1,0947 487 3 450208,84375 1
1130 31553 3 331 817 197,81 144,79 74,63 5,37 1,0947 487 3 450208,84375 1
1130 31553 3 331 817 197,81 144,79 74,63 5,37 1,093 485 3 450208,84375 1
1130 31321 3 380 817 197,81 144,79 74,63 5,37 1,093 485 3 446673,9375 1
1130 31321 3 380 828 188,59 138,04 72,64 5,37 1,0949 484 3 446673,9375 1
1127 31257 3 380 828 188,59 138,04 72,64 5,37 1,0949 484 3 438356,15625 1
1127 31257 3 458 853 184,3 130,67 68,58 5,37 1,0949 484 3 438356,15625 1
1127 31257 3 458 853 184,3 130,67 68,58 5,37 1,0995 483 3 429530,1875 1
1125 31197 3 493 857 176,91 125,39 68,07 5,37 1,0995 483 3 429530,1875 1
1125 31197 3 493 857 176,91 125,39 68,07 5,37 1,1065 482 3 425779,625 1
1124 31138 3 546 880 175,83 119,91 64,79 5,37 1,1065 482 3 425779,625 1
1124 31138 3 546 880 175,83 119,91 64,79 5,37 1,1149 481 3 425779,625 1
1123 31082 3 524 880 175,83 119,91 64,79 5,37 1,1149 481 3 421572,65625 1
1123 31082 3 524 873 173,11 116,55 65,69 5,37 1,1245 480 3 421572,65625 1
1119 31022 3 524 873 173,11 116,55 65,69 5,37 1,1245 480 3 414407,125 1
1119 31022 3 524 873 169,41 109,55 65,69 5,37 1,1245 480 3 414407,125 1
1119 31022 3 524 873 169,41 109,55 65,69 5,37 1,1352 479 3 410914,9375 1
1119 30980 3 576 907 165,78 107,67 61,5 5,37 1,1352 479 3 410914,9375 1
1119 30980 3 576 907 165,78 107,67 61,5 5,37 1,1462 479 3 408945,6875 1
1119 30939 3 583 891 162,28 103,81 63,4 5,37 1,1462 479 3 408945,6875 1
1119 30939 3 583 891 162,28 103,81 63,4 5,37 1,158 478 3 408945,6875 1
