Co2(scd40) raw_signla(sgp40) aiq(ens160) tvoc(ens160) eco2(ens160) rs1(ens160) rs3(ens160) rs4(ens160) rmox(zmod4410) tvoc(zmod4410) eco2(zmod4410) iaq(zmod4410) resistencia(bme688) Aire/muestra
902 26466 5 65000 65000 2,79 0,97 0,58 5,37 13,5189 420 4 5684,846191 1
902 26466 5 65000 65000 2,59 0,97 0,61 5,37 14,9719 422 5 5684,846191 1
898 26504 5 65000 65000 2,59 0,97 0,61 5,37 14,9719 422 5 5684,846191 1
898 26504 5 65000 65000 2,48 0,99 0,62 5,37 14,9719 422 5 5684,846191 1
898 26504 5 65000 65000 2,48 0,99 0,62 5,36 16,3274 423 5 5684,846191 1
894 26555 5 65000 65000 2,34 0,98 0,63 5,36 16,3274 423 5 5684,846191 1
894 26555 5 65000 65000 2,34 0,98 0,63 5,36 17,5296 424 5 5684,846191 1
889 26619 5 65000 65000 2,27 1,0 0,65 5,36 17,5296 424 5 5684,846191 1
889 26619 5 65000 65000 2,27 1,0 0,65 5,36 18,5814 424 5 5684,846191 1
881 26684 5 65000 65000 2,27 1,0 0,65 5,36 18,5814 424 5 5684,846191 1
881 26684 5 65000 65000 2,26 1,02 0,67 5,36 19,4366 425 5 5684,846191 1
874 26745 5 65000 65000 2,26 1,02 0,67 5,36 19,4366 425 5 5684,846191 1
874 26745 5 65000 65000 2,22 1,05 0,68 5,36 19,4366 425 5 5684,846191 1
874 26745 5 65000 65000 2,22 1,05 0,68 5,36 20,3522 425 5 5684,846191 1
869 26797 5 65000 65000 2,15 1,04 0,68 5,36 20,3522 425 5 5684,846191 1
869 26797 5 65000 65000 2,15 1,04 0,68 5,36 21,0663 426 6 5684,846191 1
862 26852 5 65000 65000 2,16 1,07 0,7 5,36 21,0663 426 6 5684,846191 1
862 26852 5 65000 65000 2,16 1,07 0,7 5,36 21,7773 426 6 5684,846191 1
857 26876 5 65000 65000 2,16 1,07 0,7 5,36 21,7773 426 6 5684,846191 1
857 26876 5 65000 65000 2,08 1,03 0,66 5,36 22,5266 426 6 5684,846191 1
857 26907 5 65000 65000 2,08 1,03 0,66 5,36 22,5266 426 6 5684,846191 1
857 26907 5 65000 65000 2,03 1,01 0,65 5,36 22,5266 426 6 5684,846191 1
857 26907 5 65000 65000 2,03 1,01 0,65 5,36 23,1298 426 6 5684,846191 1
857 26934 5 65000 65000 2,0 1,03 0,67 5,36 23,1298 426 6 5684,846191 1
857 26934 5 65000 65000 2,0 1,03 0,67 5,36 23,665 426 6 5684,846191 1
853 26962 5 65000 65000 1,99 1,03 0,68 5,36 23,665 426 6 5684,846191 1
853 26962 5 65000 65000 1,99 1,03 0,68 5,36 24,1154 426 6 5684,846191 1
849 26996 5 65000 65000 1,99 1,03 0,68 5,36 24,1154 426 6 5684,846191 1
849 26996 5 65000 65000 2,0 1,05 0,7 5,36 24,5156 426 6 5684,846191 1
844 27021 5 65000 65000 2,0 1,05 0,7 5,36 24,5156 426 6 5684,846191 1
844 27021 5 65000 65000 1,97 1,08 0,71 5,36 24,5156 426 6 5684,846191 1
844 27021 5 65000 65000 1,97 1,08 0,71 5,36 24,8558 426 6 5684,846191 1
841 27042 5 65000 65000 1,98 1,08 0,71 5,36 24,8558 426 6 5684,846191 1
841 27042 5 65000 65000 1,98 1,08 0,71 5,36 25,1794 426 6 5684,846191 1
838 27059 5 65000 65000 1,97 1,08 0,7 5,36 25,1794 426 6 5684,846191 1
