Co2(scd40) raw_signla(sgp40) aiq(ens160) tvoc(ens160) eco2(ens160) rs1(ens160) rs3(ens160) rs4(ens160) rmox(zmod4410) tvoc(zmod4410) eco2(zmod4410) iaq(zmod4410) resistencia(bme688) Aire/muestra
767 33607 1 14 400 589,02 698,34 116,12 5,46 0,0159 400 1 556219,4375 1
766 33628 1 0 400 589,02 698,34 116,12 5,46 0,0159 400 1 555766,625 1
766 33628 1 0 400 591,82 688,02 122,04 5,46 0,0159 400 1 555766,625 1
767 33637 1 0 400 591,82 688,02 122,04 5,46 0,0159 400 1 556673,0 1
767 33637 1 0 400 600,7 689,42 123,66 5,46 0,0159 400 1 556673,0 1
767 33637 1 0 400 600,7 689,42 123,66 5,46 0,0159 400 1 557582,375 1
767 33643 1 4 400 597,66 684,3 120,81 5,46 0,0159 400 1 557582,375 1
767 33643 1 4 400 597,66 684,3 120,81 5,46 0,0159 400 1 559868,75 1
766 33642 1 4 400 598,47 683,84 119,06 5,46 0,0159 400 1 559868,75 1
766 33642 1 4 400 598,47 683,84 119,06 5,46 0,0159 400 1 559868,75 1
766 33643 1 1 400 598,47 683,84 119,06 5,46 0,0159 400 1 560328,3125 1
766 33643 1 1 400 588,23 680,15 120,11 5,46 0,0159 400 1 560328,3125 1
766 33637 1 1 400 588,23 680,15 120,11 5,46 0,0159 400 1 559410,0 1
766 33637 1 5 400 594,43 666,25 118,7 5,46 0,0159 400 1 559410,0 1
766 33637 1 5 400 594,43 666,25 118,7 5,46 0,0159 400 1 559868,75 1
766 33634 1 1 400 602,74 665,35 121,26 5,46 0,0159 400 1 559868,75 1
766 33634 1 1 400 602,74 665,35 121,26 5,46 0,0159 400 1 558038,125 1
766 33637 1 0 400 606,01 673,05 123,49 5,46 0,0159 400 1 558038,125 1
766 33637 1 0 400 606,01 673,05 123,49 5,46 0,0159 400 1 558038,125 1
766 33641 1 5 400 606,01 673,05 123,49 5,46 0,0159 400 1 559868,75 1
766 33641 1 5 400 603,35 665,8 118,86 5,46 0,0159 400 1 559868,75 1
766 33634 1 5 400 603,35 665,8 118,86 5,46 0,0159 400 1 558038,125 1
766 33634 1 4 400 594,03 665,8 119,14 5,46 0,0159 400 1 558038,125 1
766 33634 1 4 400 594,03 665,8 119,14 5,46 0,0159 400 1 559868,75 1
765 33626 1 0 400 588,03 660,86 118,9 5,46 0,0159 400 1 559868,75 1
765 33626 1 0 400 588,03 660,86 118,9 5,46 0,0159 400 1 558951,9375 1
765 33623 1 2 400 581,69 670,55 119,67 5,46 0,0159 400 1 558951,9375 1
765 33623 1 2 400 581,69 670,55 119,67 5,46 0,0159 400 1 558951,9375 1
765 33616 1 0 400 581,69 670,55 119,67 5,46 0,0159 400 1 559868,75 1
765 33616 1 0 400 592,22 657,96 120,4 5,46 0,0159 400 1 559868,75 1
763 33615 1 0 400 592,22 657,96 120,4 5,46 0,0159 400 1 561711,4375 1
763 33615 1 5 400 592,02 672,59 118,82 5,46 0,0159 400 1 561711,4375 1
763 33615 1 5 400 592,02 672,59 118,82 5,46 0,0159 400 1 558951,9375 1
763 33615 1 12 400 588,63 662,43 116,9 5,46 0,0159 400 1 558951,9375 1
763 33615 1 12 400 588,63 662,43 116,9 5,46 0,0159 400 1 560788,625 1
762 33608 1 2 400 591,82 652,64 119,54 5,46 0,0159 400 1 560788,625 1
762 33608 1 2 400 591,82 652,64 119,54 5,46 0,0159 400 1 560788,625 1
762 33608 1 0 400 591,82 652,64 119,54 5,46 0,0159 400 1 560788,625 1
762 33608 1 0 400 579,34 655,51 120,52 5,46 0,0159 400 1 560788,625 1
762 33603 1 0 400 579,34 655,51 120,52 5,46 0,0159 400 1 560328,3125 1
762 33603 1 4 400 590,62 676,7 118,54 5,46 0,0159 400 1 560328,3125 1
762 33603 1 4 400 590,62 676,7 118,54 5,46 0,0159 400 1 559868,75 1
762 33601 1 0 400 593,03 645,39 120,4 5,46 0,0159 400 1 559868,75 1
762 33601 1 0 400 593,03 645,39 120,4 5,46 0,0159 400 1 559868,75 1
761 33601 1 7 400 580,71 657,51 118,14 5,46 0,0159 400 1 559868,75 1
761 33601 1 7 400 580,71 657,51 118,14 5,46 0,0159 400 1 559868,75 1
761 33600 1 1 400 580,71 657,51 118,14 5,46 0,0159 400 1 560788,625 1
761 33600 1 1 400 593,03 653,74 120,07 5,46 0,0159 400 1 560788,625 1
761 33602 1 1 400 593,03 653,74 120,07 5,46 0,0159 400 1 561711,4375 1
761 33602 1 6 400 594,23 647,79 120,36 5,46 0,0159 400 1 561711,4375 1
761 33602 1 6 400 594,23 647,79 120,36 5,46 0,0159 400 1 560328,3125 1
761 33599 1 3 400 584,06 646,26 119,3 5,46 0,0159 400 1 560328,3125 1
761 33599 1 3 400 584,06 646,26 119,3 5,46 0,0159 400 1 559868,75 1
760 33585 1 6 400 590,62 649,11 118,42 5,46 0,0159 400 1 559868,75 1
760 33585 1 6 400 590,62 649,11 118,42 5,46 0,0159 400 1 559868,75 1
761 33582 1 10 400 590,62 649,11 118,42 5,46 0,0159 400 1 558494,6875 1
761 33582 1 10 400 580,71 651,09 117,3 5,46 0,0159 400 1 558494,6875 1
760 33579 1 10 400 580,71 651,09 117,3 5,46 0,0159 400 1 554863,1875 1
760 33579 1 15 400 593,43 649,33 119,71 5,46 0,0159 400 1 554863,1875 1
760 33579 1 15 400 593,43 649,33 119,71 5,46 0,0159 400 1 555314,5625 1
760 33574 1 3 400 576,6 628,36 119,42 5,46 0,0159 400 1 555314,5625 1
760 33574 1 3 400 576,6 628,36 119,42 5,46 0,0159 400 1 554863,1875 1
760 33570 1 0 400 584,85 642,55 120,85 5,46 0,0159 400 1 554863,1875 1
760 33570 1 0 400 584,85 642,55 120,85 5,46 0,0159 400 1 554863,1875 1
761 33569 1 5 400 584,85 642,55 120,85 5,46 0,0159 400 1 553962,6875 1
761 33569 1 5 400 581,89 643,21 118,7 5,46 0,0159 400 1 553962,6875 1
761 33565 1 5 400 581,89 643,21 118,7 5,46 0,0159 400 1 555766,625 1
761 33565 1 15 400 583,67 636,71 117,54 5,46 0,0159 400 1 555766,625 1
761 33565 1 15 400 583,67 636,71 117,54 5,46 0,0159 400 1 552617,375 1
761 33568 1 2 400 593,43 635,2 119,87 5,46 0,0159 400 1 552617,375 1
761 33568 1 2 400 593,43 635,2 119,87 5,46 0,0159 400 1 554863,1875 1
761 33562 1 0 400 577,38 627,72 121,3 5,46 0,0159 400 1 554863,1875 1
761 33562 1 0 400 577,38 627,72 121,3 5,46 0,0159 400 1 554863,1875 1
761 33555 1 0 400 577,38 627,72 121,3 5,46 0,0159 400 1 554412,5625 1
761 33555 1 0 400 574,26 630,7 120,19 5,46 0,0159 400 1 554412,5625 1
761 33558 1 0 400 574,26 630,7 120,19 5,46 0,0159 400 1 553962,6875 1
761 33558 1 5 400 579,34 634,99 116,59 5,46 0,0159 400 1 553962,6875 1
761 33558 1 5 400 579,34 634,99 116,59 5,46 0,0159 400 1 555766,625 1
760 33561 1 12 400 570,97 630,06 116,71 5,46 0,0159 400 1 555766,625 1
760 33561 1 12 400 570,97 630,06 116,71 5,46 0,0159 400 1 552617,375 1
760 33553 1 11 400 581,69 630,28 117,06 5,46 0,0159 400 1 552617,375 1
760 33553 1 11 400 581,69 630,28 117,06 5,46 0,0159 400 1 552617,375 1
761 33551 1 10 400 581,69 630,28 117,06 5,46 0,0159 400 1 550833,8125 1
761 33551 1 10 400 580,71 622,43 117,42 5,46 0,0159 400 1 550833,8125 1
762 33550 1 10 400 580,71 622,43 117,42 5,46 0,0159 400 1 555766,625 1
762 33550 1 2 400 571,74 626,02 117,94 5,46 0,0159 400 1 555766,625 1
762 33550 1 2 400 571,74 626,02 117,94 5,46 0,0159 400 1 549946,3125 1
761 33548 1 0 400 593,83 622,85 123,79 5,46 0,0159 400 1 549946,3125 1
761 33548 1 0 400 593,83 622,85 123,79 5,46 0,0159 400 1 560788,625 1
761 33547 1 0 400 580,71 627,93 120,27 5,46 0,0159 400 1 560788,625 1
761 33547 1 0 400 580,71 627,93 120,27 5,46 0,0159 400 1 560788,625 1
761 33545 1 8 400 580,71 627,93 120,27 5,46 0,0159 400 1 555314,5625 1
761 33545 1 8 400 570,19 623,7 118,46 5,46 0,0159 400 1 555314,5625 1
762 33538 1 8 400 570,19 623,7 118,46 5,46 0,0159 400 1 549503,625 1
