Co2(scd40) raw_signla(sgp40) aiq(ens160) tvoc(ens160) eco2(ens160) rs1(ens160) rs3(ens160) rs4(ens160) rmox(zmod4410) tvoc(zmod4410) eco2(zmod4410) iaq(zmod4410) resistencia(bme688) Aire/muestra
1035 31770 2 209 704 309,01 249,0 85,65 5,33 0,0674 401 1 450208,84375 1
1035 31770 2 210 717 307,03 246,73 84,65 5,33 0,0674 401 1 450208,84375 1
1035 31770 2 210 717 307,03 246,73 84,65 5,33 0,0818 402 1 450803,4375 1
1036 31769 2 215 711 308,59 243,33 85,08 5,33 0,0818 402 1 450803,4375 1
1036 31769 2 215 711 308,59 243,33 85,08 5,33 0,0967 403 1 451399,59375 1
1036 31778 2 197 689 302,29 243,75 86,88 5,33 0,0967 403 1 451399,59375 1
1036 31778 2 197 689 302,29 243,75 86,88 5,33 0,1103 404 1 451399,59375 1
1036 31776 2 199 689 302,29 243,75 86,88 5,33 0,1103 404 1 449024,34375 1
1036 31776 2 199 692 309,64 238,12 87,92 5,33 0,1235 405 2 449024,34375 1
1037 31777 2 199 692 309,64 238,12 87,92 5,33 0,1235 405 2 449615,8125 1
1037 31777 2 206 701 302,8 239,82 85,94 5,33 0,1235 405 2 449615,8125 1
1037 31777 2 206 701 302,8 239,82 85,94 5,33 0,1348 407 2 447552,4375 1
1038 31774 2 165 648 301,06 239,01 90,33 5,33 0,1348 407 2 447552,4375 1
1038 31774 2 165 648 301,06 239,01 90,33 5,33 0,1471 408 2 449615,8125 1
1039 31771 2 179 666 298,12 237,15 88,81 5,33 0,1471 408 2 449615,8125 1
1039 31771 2 179 666 298,12 237,15 88,81 5,33 0,159 410 2 449615,8125 1
1043 31770 2 193 666 298,12 237,15 88,81 5,33 0,159 410 2 450505,9375 1
1043 31770 2 193 650 295,11 238,28 90,15 5,33 0,1673 412 2 450505,9375 1
1044 31765 2 193 650 295,11 238,28 90,15 5,33 0,1673 412 2 447552,4375 1
1044 31765 2 172 657 298,63 239,82 89,57 5,33 0,1673 412 2 447552,4375 1
1044 31765 2 172 657 298,63 239,82 89,57 5,33 0,1758 414 2 447846,0625 1
1044 31758 2 180 668 301,68 240,96 88,63 5,33 0,1758 414 2 447846,0625 1
1044 31758 2 180 668 301,68 240,96 88,63 5,33 0,1832 416 2 449024,34375 1
1044 31756 2 162 644 293,82 237,4 90,73 5,33 0,1832 416 2 449024,34375 1
1044 31756 2 162 644 293,82 237,4 90,73 5,33 0,1906 418 2 449024,34375 1
1044 31746 2 183 644 293,82 237,4 90,73 5,33 0,1906 418 2 448729,1875 1
1044 31746 2 183 654 296,21 237,88 89,84 5,33 0,1978 420 2 448729,1875 1
1045 31744 2 183 654 296,21 237,88 89,84 5,33 0,1978 420 2 444927,21875 1
1045 31744 2 172 657 303,62 246,4 89,6 5,33 0,1978 420 2 444927,21875 1
1045 31744 2 172 657 303,62 246,4 89,6 5,33 0,2035 422 2 446381,875 1
1045 31746 2 169 654 293,32 238,52 89,87 5,33 0,2035 422 2 446381,875 1
1045 31746 2 169 654 293,32 238,52 89,87 5,33 0,2106 424 2 445798,875 1
1046 31743 2 180 668 296,71 237,48 88,66 5,33 0,2106 424 2 445798,875 1
1046 31743 2 180 668 296,71 237,48 88,66 5,33 0,2142 426 2 445798,875 1
1046 31745 2 163 668 296,71 237,48 88,66 5,33 0,2142 426 2 444927,21875 1
1046 31745 2 163 634 298,12 238,12 91,59 5,33 0,2177 428 2 444927,21875 1
1045 31740 2 163 634 298,12 238,12 91,59 5,33 0,2177 428 2 446673,9375 1
1045 31740 2 152 630 294,11 241,37 91,93 5,33 0,2177 428 2 446673,9375 1
1045 31740 2 152 630 294,11 241,37 91,93 5,33 0,2189 430 2 440904,1875 1
1045 31735 2 176 663 295,61 237,72 89,11 5,33 0,2189 430 2 440904,1875 1
1045 31735 2 176 663 295,61 237,72 89,11 5,33 0,2207 432 2 444058,96875 1
1045 31735 2 164 646 300,86 244,57 90,51 5,33 0,2207 432 2 444058,96875 1
1045 31735 2 164 646 300,86 244,57 90,51 5,33 0,2217 434 2 444058,96875 1
1045 31727 2 151 646 300,86 244,57 90,51 5,33 0,2217 434 2 440904,1875 1
1045 31727 2 151 648 298,02 243,66 90,36 5,33 0,2243 436 2 440904,1875 1
1046 31727 2 151 648 298,02 243,66 90,36 5,33 0,2243 436 2 445798,875 1
1046 31727 2 142 616 290,95 240,79 93,19 5,33 0,2243 436 2 445798,875 1
1046 31727 2 142 616 290,95 240,79 93,19 5,33 0,2257 438 2 443482,03125 1
1046 31725 2 177 663 291,83 242,02 89,05 5,33 0,2257 438 2 443482,03125 1
1046 31725 2 177 663 291,83 242,02 89,05 5,33 0,2265 440 2 444348,0 1
1046 31722 2 151 628 293,32 240,39 92,06 5,33 0,2265 440 2 444348,0 1
1046 31722 2 151 628 293,32 240,39 92,06 5,33 0,2263 441 2 444348,0 1
1047 31720 2 147 628 293,32 240,39 92,06 5,33 0,2263 441 2 443482,03125 1
1047 31720 2 147 628 300,45 243,09 92,06 5,33 0,2279 443 2 443482,03125 1
1048 31718 2 147 628 300,45 243,09 92,06 5,33 0,2279 443 2 443194,125 1
1048 31718 2 157 636 292,13 239,66 91,37 5,33 0,2279 443 2 443194,125 1
1048 31718 2 157 636 292,13 239,66 91,37 5,33 0,2265 444 2 442332,625 1
1047 31708 2 163 645 292,13 243,75 90,6 5,33 0,2265 444 2 442332,625 1
1047 31708 2 163 645 292,13 243,75 90,6 5,33 0,2269 446 2 441474,46875 1
1047 31699 2 178 664 294,51 240,31 88,96 5,33 0,2269 446 2 441474,46875 1
