Co2(scd40) raw_signla(sgp40) aiq(ens160) tvoc(ens160) eco2(ens160) rs1(ens160) rs3(ens160) rs4(ens160) rmox(zmod4410) tvoc(zmod4410) eco2(zmod4410) iaq(zmod4410) resistencia(bme688) Aire/muestra
859 33044 1 0 400 528,74 576,99 125,18 5,43 0,0571 405 1 575928,0 1
859 33044 1 0 400 538,86 577,38 124,58 5,43 0,0571 405 1 575928,0 1
859 33044 1 0 400 538,86 577,38 124,58 5,43 0,0692 406 1 576901,4375 1
860 33049 1 0 400 540,87 560,63 124,2 5,43 0,0692 406 1 576901,4375 1
860 33049 1 0 400 540,87 560,63 124,2 5,43 0,0829 406 1 571109,875 1
860 33057 1 0 400 536,13 576,99 121,09 5,43 0,0829 406 1 571109,875 1
860 33057 1 0 400 536,13 576,99 121,09 5,43 0,0962 407 1 571109,875 1
860 33062 1 0 400 536,13 576,99 121,09 5,43 0,0962 407 1 574957,875 1
860 33062 1 0 400 525,18 560,63 119,14 5,43 0,1094 408 1 574957,875 1
861 33058 1 0 400 525,18 560,63 119,14 5,43 0,1094 408 1 573027,4375 1
861 33058 1 0 400 537,4 551,97 124,33 5,43 0,1094 408 1 573027,4375 1
861 33058 1 0 400 537,4 551,97 124,33 5,43 0,1215 409 2 568257,5 1
864 33054 1 0 400 527,49 568,65 122,16 5,43 0,1215 409 2 568257,5 1
864 33054 1 0 400 527,49 568,65 122,16 5,43 0,1348 410 2 568257,5 1
865 33055 1 0 400 537,4 572,51 125,18 5,43 0,1348 410 2 568257,5 1
865 33055 1 0 400 537,4 572,51 125,18 5,43 0,1454 411 2 568257,5 1
865 33058 1 0 400 537,4 572,51 125,18 5,43 0,1454 411 2 563566,3125 1
865 33058 1 0 400 529,28 562,34 124,29 5,43 0,1591 413 2 563566,3125 1
866 33062 1 0 400 529,28 562,34 124,29 5,43 0,1591 413 2 570632,5 1
866 33062 1 0 400 527,67 570,77 124,92 5,43 0,1591 413 2 570632,5 1
866 33062 1 0 400 527,67 570,77 124,92 5,43 0,1708 414 2 571109,875 1
869 33060 1 0 400 529,28 567,11 121,54 5,43 0,1708 414 2 571109,875 1
869 33060 1 0 400 529,28 567,11 121,54 5,43 0,1821 416 2 564498,375 1
871 33059 1 0 400 533,24 565,2 122,0 5,43 0,1821 416 2 564498,375 1
871 33059 1 0 400 533,24 565,2 122,0 5,43 0,1926 418 2 564498,375 1
874 33060 1 0 400 533,24 565,2 122,0 5,43 0,1926 418 2 562637,375 1
874 33060 1 0 400 528,56 569,81 121,21 5,43 0,2009 420 2 562637,375 1
876 33056 1 0 400 528,56 569,81 121,21 5,43 0,2009 420 2 563101,4375 1
876 33056 1 0 400 525,53 557,6 125,01 5,43 0,2009 420 2 563101,4375 1
876 33056 1 0 400 525,53 557,6 125,01 5,43 0,2097 422 2 562174,0625 1
879 33051 1 0 400 535,04 565,01 122,53 5,43 0,2097 422 2 562174,0625 1
879 33051 1 0 400 535,04 565,01 122,53 5,43 0,2188 424 2 564965,5 1
882 33052 1 0 400 526,78 561,01 122,04 5,43 0,2188 424 2 564965,5 1
882 33052 1 0 400 526,78 561,01 122,04 5,43 0,2256 427 2 564965,5 1
884 33048 1 0 400 526,78 561,01 122,04 5,43 0,2256 427 2 558951,9375 1
884 33048 1 0 400 525,89 561,01 121,54 5,43 0,2345 429 2 558951,9375 1
885 33048 1 0 400 525,89 561,01 121,54 5,43 0,2345 429 2 558494,6875 1
885 33048 1 0 400 533,42 568,08 121,05 5,43 0,2345 429 2 558494,6875 1
885 33048 1 0 400 533,42 568,08 121,05 5,43 0,2412 431 2 560788,625 1
888 33048 1 0 400 525,71 565,01 124,58 5,43 0,2412 431 2 560788,625 1
888 33048 1 0 400 525,71 565,01 124,58 5,43 0,2477 433 2 558951,9375 1
888 33044 1 0 400 530,0 556,66 121,17 5,43 0,2477 433 2 558951,9375 1
888 33044 1 0 400 530,0 556,66 121,17 5,43 0,2538 436 2 558951,9375 1
893 33046 1 0 400 530,0 556,66 121,17 5,43 0,2538 436 2 560328,3125 1
893 33046 1 0 400 527,49 561,01 120,89 5,43 0,2597 438 2 560328,3125 1
893 33047 1 0 400 527,49 561,01 120,89 5,43 0,2597 438 2 556673,0 1
893 33047 1 0 400 533,96 556,28 122,78 5,43 0,2597 438 2 556673,0 1
