Co2(scd40) raw_signla(sgp40) aiq(ens160) tvoc(ens160) eco2(ens160) rs1(ens160) rs3(ens160) rs4(ens160) rmox(zmod4410) tvoc(zmod4410) eco2(zmod4410) iaq(zmod4410) resistencia(bme688) Aire/muestra
865 25718 5 65000 65000 2,13 0,92 0,6 5,37 14,8838 422 5 5684,846191 1
865 25957 5 65000 65000 2,13 0,92 0,6 5,37 14,8838 422 5 5684,846191 1
865 25957 5 65000 65000 2,06 0,93 0,62 5,37 14,8838 422 5 5684,846191 1
865 25957 5 65000 65000 2,06 0,93 0,62 5,37 16,1613 424 5 5684,846191 1
865 25999 5 65000 65000 1,96 0,94 0,62 5,37 16,1613 424 5 5684,846191 1
865 25999 5 65000 65000 1,96 0,94 0,62 5,37 17,3426 425 5 5684,846191 1
865 26045 5 65000 65000 1,89 0,93 0,62 5,37 17,3426 425 5 5684,846191 1
865 26045 5 65000 65000 1,89 0,93 0,62 5,37 18,4499 426 5 5684,846191 1
864 26094 5 65000 65000 1,89 0,93 0,62 5,37 18,4499 426 5 5684,846191 1
864 26094 5 65000 65000 1,8 0,9 0,61 5,37 19,4727 427 5 5684,846191 1
863 26146 5 65000 65000 1,8 0,9 0,61 5,37 19,4727 427 5 5684,846191 1
863 26146 5 65000 65000 1,76 0,9 0,62 5,37 19,4727 427 5 5684,846191 1
863 26146 5 65000 65000 1,76 0,9 0,62 5,37 20,3588 427 5 5684,846191 1
863 26201 5 65000 65000 1,72 0,91 0,62 5,37 20,3588 427 5 5684,846191 1
863 26201 5 65000 65000 1,72 0,91 0,62 5,37 21,279 428 6 5684,846191 1
862 26221 5 65000 65000 1,6 0,84 0,56 5,37 21,279 428 6 5684,846191 1
862 26221 5 65000 65000 1,6 0,84 0,56 5,37 22,2721 428 6 5684,846191 1
862 26220 5 65000 65000 1,6 0,84 0,56 5,37 22,2721 428 6 5684,846191 1
862 26220 5 65000 65000 1,51 0,78 0,53 5,37 23,0804 428 6 5684,846191 1
862 26249 5 65000 65000 1,51 0,78 0,53 5,37 23,0804 428 6 5684,846191 1
862 26249 5 65000 65000 1,51 0,8 0,56 5,37 23,0804 428 6 5684,846191 1
