Co2(scd40) raw_signla(sgp40) aiq(ens160) tvoc(ens160) eco2(ens160) rs1(ens160) rs3(ens160) rs4(ens160) rmox(zmod4410) tvoc(zmod4410) eco2(zmod4410) iaq(zmod4410) resistencia(bme688) Aire/muestra
1081 30961 3 537 877 184,05 138,32 65,34 5,37 1,0104 438 3 367684,03125 1
1081 30925 3 558 883 182,87 135,31 64,52 5,37 1,0104 438 3 367684,03125 1
1081 30925 3 558 883 182,87 135,31 64,52 5,37 1,0167 438 3 367684,03125 1
1073 30900 3 539 883 182,87 135,31 64,52 5,37 1,0167 438 3 362606,21875 1
1073 30900 3 539 878 179,74 129,84 65,27 5,37 1,0228 438 3 362606,21875 1
1069 30875 3 539 878 179,74 129,84 65,27 5,37 1,0228 438 3 361837,46875 1
1069 30875 3 563 885 178,83 129,27 64,31 5,37 1,0228 438 3 361837,46875 1
1069 30875 3 563 885 178,83 129,27 64,31 5,37 1,0284 438 3 356545,96875 1
1066 30852 3 608 898 177,26 127,96 62,67 5,37 1,0284 438 3 356545,96875 1
1066 30852 3 608 898 177,26 127,96 62,67 5,37 1,0338 438 3 356545,96875 1
1056 30823 3 636 904 171,83 125,13 61,98 5,37 1,0338 438 3 356545,96875 1
1056 30823 3 636 904 171,83 125,13 61,98 5,37 1,0398 439 3 356545,96875 1
1044 30794 3 645 904 171,83 125,13 61,98 5,37 1,0398 439 3 354693,46875 1
1044 30794 3 645 909 172,94 122,62 61,43 5,37 1,0452 439 3 354693,46875 1
1034 30754 3 645 909 172,94 122,62 61,43 5,37 1,0452 439 3 351045,59375 1
1034 30754 3 628 904 172,06 119,75 61,98 5,37 1,0452 439 3 351045,59375 1
1034 30754 3 628 904 172,06 119,75 61,98 5,37 1,0509 440 3 348536,40625 1
1026 30726 3 585 891 166,45 117,62 63,51 5,37 1,0509 440 3 348536,40625 1
1026 30726 3 585 891 166,45 117,62 63,51 5,37 1,0552 440 3 346766,0 1
1016 30706 4 659 907 165,21 115,76 61,56 5,37 1,0552 440 3 346766,0 1
1016 30706 4 659 907 165,21 115,76 61,56 5,37 1,0602 441 3 346766,0 1
1013 30682 3 647 907 165,21 115,76 61,56 5,37 1,0602 441 3 346414,0625 1
1013 30682 3 647 909 165,44 112,48 61,35 5,37 1,0641 442 3 346414,0625 1
1012 30668 3 647 909 165,44 112,48 61,35 5,37 1,0641 442 3 345362,5625 1
1012 30668 4 699 924 164,1 112,86 59,73 5,37 1,0641 442 3 345362,5625 1
1012 30668 4 699 924 164,1 112,86 59,73 5,37 1,0678 442 3 342933,6875 1
1009 30649 4 693 922 161,07 112,36 59,91 5,37 1,0678 442 3 342933,6875 1
1009 30649 4 693 922 161,07 112,36 59,91 5,37 1,071 443 3 341219,59375 1
1008 30637 4 704 906 160,58 109,81 61,75 5,37 1,071 443 3 341219,59375 1
1008 30637 4 704 906 160,58 109,81 61,75 5,37 1,0743 444 3 341219,59375 1
1008 30626 4 690 906 160,58 109,81 61,75 5,37 1,0743 444 3 340199,34375 1
1008 30626 4 690 921 159,34 108,52 60,0 5,37 1,0781 445 3 340199,34375 1
1005 30622 4 690 921 159,34 108,52 60,0 5,37 1,0781 445 3 334531,1875 1
1005 30622 4 746 936 159,82 106,8 58,39 5,37 1,0781 445 3 334531,1875 1
1005 30622 4 746 936 159,82 106,8 58,39 5,37 1,0812 446 3 334531,1875 1
1001 30619 3 647 909 158,1 106,98 61,35 5,37 1,0812 446 3 334531,1875 1
1001 30619 3 647 909 158,1 106,98 61,35 5,37 1,0838 447 3 334203,65625 1
997 30625 4 674 914 157,14 105,44 60,77 5,37 1,0838 447 3 334203,65625 1
997 30625 4 674 914 157,14 105,44 60,77 5,37 1,0859 448 3 334203,65625 1
995 30644 4 656 914 157,14 105,44 60,77 5,37 1,0859 448 3 334203,65625 1
995 30644 4 656 912 159,34 104,69 61,06 5,37 1,0876 448 3 334203,65625 1
991 30660 4 656 912 159,34 104,69 61,06 5,37 1,0876 448 3 332575,5 1
991 30660 4 746 937 153,67 103,46 58,37 5,37 1,0876 448 3 332575,5 1
991 30660 4 746 937 153,67 103,46 58,37 5,37 1,0898 449 3 331284,375 1
986 30678 4 685 920 155,66 101,93 60,16 5,37 1,0898 449 3 331284,375 1
986 30678 4 685 920 155,66 101,93 60,16 5,37 1,092 450 3 330322,59375 1
982 30691 4 720 924 153,78 101,93 59,75 5,37 1,092 450 3 330322,59375 1
982 30691 4 720 924 153,78 101,93 59,75 5,37 1,0946 451 3 330322,59375 1
978 30696 4 653 924 153,78 101,93 59,75 5,37 1,0946 451 3 329048,84375 1
978 30696 4 653 911 152,95 99,98 61,16 5,37 1,0979 452 3 329048,84375 1
978 30697 4 653 911 152,95 99,98 61,16 5,37 1,0979 452 3 329048,84375 1
978 30697 4 724 931 151,3 101,69 58,99 5,37 1,0979 452 3 329048,84375 1
978 30697 4 724 931 151,3 101,69 58,99 5,37 1,0997 453 3 328415,65625 1
977 30680 4 741 935 149,72 101,38 58,53 5,37 1,0997 453 3 328415,65625 1
977 30680 4 741 935 149,72 101,38 58,53 5,37 1,1017 454 3 327156,5625 1
976 30657 4 748 935 148,96 101,48 58,53 5,37 1,1017 454 3 327156,5625 1
976 30657 4 748 935 148,96 101,48 58,53 5,37 1,1032 454 3 327156,5625 1
974 30652 4 676 935 148,96 101,48 58,53 5,37 1,1032 454 3 327470,40625 1
974 30652 4 676 917 150,74 101,86 60,44 5,37 1,1041 455 3 327470,40625 1
974 30642 4 676 917 150,74 101,86 60,44 5,37 1,1041 455 3 326218,53125 1
974 30642 4 763 941 151,81 99,51 57,92 5,37 1,1041 455 3 326218,53125 1
974 30642 4 763 941 151,81 99,51 57,92 5,37 1,1051 456 3 325596,1875 1
973 30637 4 711 945 149,67 99,88 57,53 5,37 1,1051 456 3 325596,1875 1
973 30637 4 711 945 149,67 99,88 57,53 5,37 1,1063 457 3 324050,625 1
967 30631 4 768 942 146,76 98,17 57,78 5,37 1,1063 457 3 324050,625 1
967 30631 4 768 942 146,76 98,17 57,78 5,37 1,1072 458 3 324050,625 1
