Co2(scd40) raw_signla(sgp40) aiq(ens160) tvoc(ens160) eco2(ens160) rs1(ens160) rs3(ens160) rs4(ens160) rmox(zmod4410) tvoc(zmod4410) eco2(zmod4410) iaq(zmod4410) resistencia(bme688) Aire/muestra
767 33609 1 0 400 629,42 726,55 120,19 5,47 0,0159 400 1 574474,0625 1
767 33621 1 0 400 629,42 726,55 120,19 5,47 0,0159 400 1 572546,8125 1
767 33621 1 0 400 630,7 722,63 122,7 5,47 0,0159 400 1 572546,8125 1
767 33621 1 0 400 630,7 722,63 122,7 5,47 0,0159 400 1 573027,4375 1
767 33629 1 1 400 622,43 719,7 120,11 5,47 0,0159 400 1 573027,4375 1
767 33629 1 1 400 622,43 719,7 120,11 5,47 0,0159 400 1 572067,0625 1
768 33632 1 0 400 617,61 720,43 124,08 5,47 0,0159 400 1 572067,0625 1
768 33632 1 0 400 617,61 720,43 124,08 5,47 0,0159 400 1 572067,0625 1
768 33633 1 2 400 617,61 720,43 124,08 5,47 0,0159 400 1 574957,875 1
768 33633 1 2 400 626,02 712,67 119,06 5,47 0,0159 400 1 574957,875 1
767 33630 1 2 400 626,02 712,67 119,06 5,47 0,0159 400 1 573027,4375 1
767 33630 1 0 400 626,66 719,21 120,93 5,47 0,0159 400 1 573027,4375 1
767 33630 1 0 400 626,66 719,21 120,93 5,47 0,0159 400 1 572546,8125 1
767 33632 1 0 400 623,49 716,78 121,01 5,47 0,0159 400 1 572546,8125 1
767 33632 1 0 400 623,49 716,78 121,01 5,47 0,0159 400 1 573508,8125 1
767 33629 1 5 400 619,07 712,67 118,98 5,47 0,0159 400 1 573508,8125 1
767 33629 1 5 400 619,07 712,67 118,98 5,47 0,0159 400 1 573508,8125 1
767 33625 1 5 400 619,07 712,67 118,98 5,47 0,0159 400 1 573508,8125 1
767 33625 1 5 400 618,02 696,93 123,12 5,47 0,0159 400 1 573508,8125 1
767 33628 1 5 400 618,02 696,93 123,12 5,47 0,0159 400 1 573027,4375 1
767 33628 1 0 400 627,51 697,16 121,83 5,47 0,0159 400 1 573027,4375 1
767 33628 1 0 400 627,51 697,16 121,83 5,47 0,0159 400 1 573508,8125 1
767 33620 1 0 400 623,49 710,5 123,12 5,47 0,0159 400 1 573508,8125 1
767 33620 1 0 400 623,49 710,5 123,12 5,47 0,0159 400 1 573991,0625 1
767 33613 1 0 400 626,02 689,18 123,2 5,47 0,0159 400 1 573991,0625 1
767 33613 1 0 400 626,02 689,18 123,2 5,47 0,0159 400 1 573991,0625 1
766 33607 1 0 400 626,02 689,18 123,2 5,47 0,0159 400 1 575442,5625 1
