Co2(scd40) raw_signla(sgp40) aiq(ens160) tvoc(ens160) eco2(ens160) rs1(ens160) rs3(ens160) rs4(ens160) rmox(zmod4410) tvoc(zmod4410) eco2(zmod4410) iaq(zmod4410) resistencia(bme688) Aire/muestra
942 33061 2 73 502 596,85 606,22 104,27 5,43 0,0723 419 1 471346,375 1
942 33061 2 82 531 593,03 610,33 101,38 5,43 0,0723 419 1 471346,375 1
942 33061 2 82 531 593,03 610,33 101,38 5,43 0,0735 419 1 470048,1875 1
949 33072 1 64 484 593,23 599,89 106,08 5,43 0,0735 419 1 470048,1875 1
949 33072 1 64 484 593,23 599,89 106,08 5,43 0,0749 419 1 473635,53125 1
952 33072 2 87 527 604,17 604,99 101,83 5,43 0,0749 419 1 473635,53125 1
952 33072 2 87 527 604,17 604,99 101,83 5,43 0,0763 419 1 473635,53125 1
955 33069 2 84 527 604,17 604,99 101,83 5,43 0,0763 419 1 468757,15625 1
955 33069 2 84 522 604,58 618,02 102,27 5,43 0,0779 418 1 468757,15625 1
955 33064 2 84 522 604,58 618,02 102,27 5,43 0,0779 418 1 468757,15625 1
955 33064 2 73 502 601,92 602,94 104,27 5,43 0,0779 418 1 468757,15625 1
955 33064 2 73 502 601,92 602,94 104,27 5,43 0,0792 418 1 469401,78125 1
956 33062 1 55 467 600,3 603,15 107,86 5,43 0,0792 418 1 469401,78125 1
956 33062 1 55 467 600,3 603,15 107,86 5,43 0,0811 418 2 467793,5 1
960 33063 2 81 517 604,99 599,69 102,8 5,43 0,0811 418 2 467793,5 1
960 33063 2 81 517 604,99 599,69 102,8 5,43 0,0823 418 2 467793,5 1
962 33064 1 64 517 604,99 599,69 102,8 5,43 0,0823 418 2 476279,0625 1
962 33064 1 64 463 592,22 596,25 108,22 5,43 0,0837 419 2 476279,0625 1
960 33063 1 64 463 592,22 596,25 108,22 5,43 0,0837 419 2 472651,75 1
960 33063 1 62 480 623,7 610,13 106,48 5,43 0,0837 419 2 472651,75 1
960 33063 1 62 480 623,7 610,13 106,48 5,43 0,0851 419 2 472651,75 1
961 33061 2 66 488 600,3 594,43 105,69 5,43 0,0851 419 2 472651,75 1
961 33061 2 66 488 600,3 594,43 105,69 5,43 0,0865 419 2 466833,8125 1
961 33056 1 62 481 606,63 610,33 106,41 5,43 0,0865 419 2 466833,8125 1
961 33056 1 62 481 606,63 610,33 106,41 5,43 0,0878 419 2 466833,8125 1
961 33054 2 66 481 606,63 610,33 106,41 5,43 0,0878 419 2 465878,0625 1
961 33054 2 66 502 587,23 596,04 104,27 5,43 0,0899 419 2 465878,0625 1
961 33046 2 66 502 587,23 596,04 104,27 5,43 0,0899 419 2 466514,8125 1
961 33046 2 80 515 600,9 604,99 102,93 5,43 0,0899 419 2 466514,8125 1
961 33046 2 80 515 600,9 604,99 102,93 5,43 0,0924 419 2 471672,03125 1
962 33042 2 85 523 610,54 588,03 102,21 5,43 0,0924 419 2 471672,03125 1
962 33042 2 85 523 610,54 588,03 102,21 5,43 0,0947 419 2 465243,0625 1
962 33039 2 66 489 608,07 589,02 105,62 5,43 0,0947 419 2 465243,0625 1
962 33039 2 66 489 608,07 589,02 105,62 5,43 0,0967 420 2 465243,0625 1
964 33033 2 74 489 608,07 589,02 105,62 5,43 0,0967 420 2 464609,8125 1
964 33033 2 74 489 607,24 591,22 105,55 5,43 0,0984 420 2 464609,8125 1
965 33029 2 74 489 607,24 591,22 105,55 5,43 0,0984 420 2 464609,8125 1
965 33029 2 54 466 603,96 588,23 107,97 5,43 0,0984 420 2 464609,8125 1
965 33029 2 54 466 603,96 588,23 107,97 5,43 0,1013 420 2 468757,15625 1
965 33030 2 71 498 627,51 601,92 104,73 5,43 0,1013 420 2 468757,15625 1
965 33030 2 71 498 627,51 601,92 104,73 5,43 0,1035 420 2 461469,125 1
966 33029 2 86 526 600,7 588,23 101,89 5,43 0,1035 420 2 461469,125 1
966 33029 2 86 526 600,7 588,23 101,89 5,43 0,1048 421 2 461469,125 1
966 33022 2 79 526 600,7 588,23 101,89 5,43 0,1048 421 2 471021,15625 1
966 33022 2 79 501 603,96 593,23 104,41 5,43 0,106 421 2 471021,15625 1
966 33017 2 79 501 603,96 593,23 104,41 5,43 0,106 421 2 467793,5 1
966 33017 2 87 526 596,25 587,63 101,86 5,43 0,106 421 2 467793,5 1
966 33017 2 87 526 596,25 587,63 101,86 5,43 0,1073 421 2 466514,8125 1
967 33017 2 68 492 620,75 585,05 105,26 5,43 0,1073 421 2 466514,8125 1
967 33017 2 68 492 620,75 585,05 105,26 5,43 0,1088 422 2 460846,09375 1
967 33012 2 68 492 597,86 585,25 105,3 5,43 0,1088 422 2 460846,09375 1
