Co2(scd40) raw_signla(sgp40) aiq(ens160) tvoc(ens160) eco2(ens160) rs1(ens160) rs3(ens160) rs4(ens160) rmox(zmod4410) tvoc(zmod4410) eco2(zmod4410) iaq(zmod4410) resistencia(bme688) Aire/muestra
817 32952 1 16 400 620,33 693,4 116,27 5,45 0,0174 405 1 550389,6875 1
818 32958 1 5 400 610,13 694,1 120,52 5,45 0,0174 405 1 550389,6875 1
818 32958 1 5 400 610,13 694,1 120,52 5,45 0,0173 405 1 550389,6875 1
823 32964 1 20 400 610,13 694,1 120,52 5,45 0,0173 405 1 548179,875 1
823 32964 1 20 400 623,49 692,93 116,19 5,45 0,0171 405 1 548179,875 1
823 32962 1 20 400 623,49 692,93 116,19 5,45 0,0171 405 1 552617,375 1
823 32962 1 11 400 639,73 686,39 118,74 5,45 0,0171 405 1 552617,375 1
823 32962 1 11 400 639,73 686,39 118,74 5,45 0,017 404 1 543380,1875 1
823 32961 1 16 400 610,13 677,62 117,22 5,45 0,017 404 1 543380,1875 1
823 32961 1 16 400 610,13 677,62 117,22 5,45 0,0169 404 1 552170,375 1
823 32968 1 17 400 606,63 679,23 117,1 5,45 0,0169 404 1 552170,375 1
823 32968 1 17 400 606,63 679,23 117,1 5,45 0,0168 404 1 552170,375 1
823 32974 1 18 400 606,63 679,23 117,1 5,45 0,0168 404 1 551278,625 1
823 32974 1 18 400 606,63 674,87 116,71 5,45 0,0167 404 1 551278,625 1
823 32976 1 18 400 606,63 674,87 116,71 5,45 0,0167 404 1 548179,875 1
823 32976 1 15 400 603,76 658,18 117,5 5,45 0,0167 404 1 548179,875 1
823 32976 1 15 400 603,76 658,18 117,5 5,45 0,0166 403 1 550389,6875 1
822 32980 1 28 400 604,17 660,86 115,72 5,45 0,0166 403 1 550389,6875 1
822 32980 1 28 400 604,17 660,86 115,72 5,45 0,0166 403 1 552170,375 1
822 32981 1 7 400 601,52 659,74 119,95 5,45 0,0166 403 1 552170,375 1
822 32981 1 7 400 601,52 659,74 119,95 5,45 0,0165 403 1 552170,375 1
821 32986 1 17 400 601,52 659,74 119,95 5,45 0,0165 403 1 549503,625 1
821 32986 1 17 400 606,63 655,96 116,94 5,45 0,0164 403 1 549503,625 1
820 32986 1 17 400 606,63 655,96 116,94 5,45 0,0164 403 1 551278,625 1
820 32986 1 12 400 624,54 652,19 118,5 5,45 0,0164 403 1 551278,625 1
820 32986 1 12 400 624,54 652,19 118,5 5,45 0,0164 403 1 547740,0625 1
