Co2(scd40) raw_signla(sgp40) aiq(ens160) tvoc(ens160) eco2(ens160) rs1(ens160) rs3(ens160) rs4(ens160) rmox(zmod4410) tvoc(zmod4410) eco2(zmod4410) iaq(zmod4410) resistencia(bme688) Aire/muestra
894 26076 4 2310 1272 92,4 29,69 37,97 5,37 1,4715 400 3 147338,125 1
894 26076 4 2310 1275 94,39 29,79 37,85 5,37 1,9759 400 3 147338,125 1
894 21811 4 2310 1275 94,39 29,79 37,85 5,37 1,9759 400 3 52761,746094 1
894 21811 5 32203 16482 54,04 8,8 4,24 5,37 1,9759 400 3 52761,746094 1
894 21811 5 32203 16482 54,04 8,8 4,24 5,37 2,1889 400 3 33586,984375 1
894 20766 5 39516 21778 42,37 7,66 3,46 5,37 2,1889 400 3 33586,984375 1
894 20766 5 39516 21778 42,37 7,66 3,46 5,37 2,3363 401 3 33350,703125 1
895 20781 5 31888 15282 38,77 7,44 4,48 5,37 2,3363 401 3 33350,703125 1
895 20781 5 31888 15282 38,77 7,44 4,48 5,37 2,4614 404 3 33350,703125 1
895 20857 5 26031 15282 38,77 7,44 4,48 5,37 2,4614 404 3 34650,785156 1
895 20857 5 26031 12370 37,85 7,38 5,25 5,37 2,569 405 3 34650,785156 1
897 21111 5 26031 12370 37,85 7,38 5,25 5,37 2,569 405 3 35814,214844 1
897 21111 5 23400 10728 37,46 7,23 5,84 5,37 2,569 405 3 35814,214844 1
897 21111 5 23400 10728 37,46 7,23 5,84 5,37 2,6579 407 3 36962,171875 1
898 21176 5 21568 9628 38,2 7,24 6,33 5,37 2,6579 407 3 36962,171875 1
898 21176 5 21568 9628 38,2 7,24 6,33 5,37 2,7342 408 4 38392,320312 1
901 21404 5 20157 8707 38,35 7,04 6,84 5,37 2,7342 408 4 38392,320312 1
901 21404 5 20157 8707 38,35 7,04 6,84 5,37 2,7958 409 4 38392,320312 1
904 21449 5 19154 8707 38,35 7,04 6,84 5,37 2,7958 409 4 39312,039062 1
904 21449 5 19154 8233 38,77 7,1 7,13 5,37 2,8473 409 4 39312,039062 1
904 21505 5 19154 8233 38,77 7,1 7,13 5,37 2,8473 409 4 40429,5625 1
904 21505 5 18832 8053 38,71 7,04 7,25 5,37 2,8473 409 4 40429,5625 1
904 21505 5 18832 8053 38,71 7,04 7,25 5,37 2,8904 410 4 40894,570312 1
904 21562 5 18354 7787 39,63 7,05 7,44 5,37 2,8904 410 4 40894,570312 1
904 21562 5 18354 7787 39,63 7,05 7,44 5,37 2,9257 410 4 41571,9375 1
906 21628 5 18479 7563 39,86 6,94 7,61 5,37 2,9257 410 4 41571,9375 1
906 21628 5 18479 7563 39,86 6,94 7,61 5,37 2,9548 410 4 41571,9375 1
907 21678 5 18224 7563 39,86 6,94 7,61 5,37 2,9548 410 4 42063,753906 1
907 21678 5 18224 7714 39,65 6,99 7,5 5,37 2,9811 410 4 42063,753906 1
909 21726 5 18224 7714 39,65 6,99 7,5 5,37 2,9811 410 4 42524,917969 1
909 21726 5 18416 7820 39,79 6,84 7,42 5,37 2,9811 410 4 42524,917969 1
909 21726 5 18416 7820 39,79 6,84 7,42 5,37 3,0017 410 4 42866,710937 1
912 21771 5 18064 7626 39,15 6,94 7,56 5,37 3,0017 410 4 42866,710937 1
912 21771 5 18064 7626 39,15 6,94 7,56 5,37 3,0196 411 4 43389,832031 1
912 21822 5 17617 7381 39,88 6,91 7,75 5,37 3,0196 411 4 43389,832031 1
912 21822 5 17617 7381 39,88 6,91 7,75 5,37 3,0306 411 4 43389,832031 1
913 21868 5 17457 7381 39,88 6,91 7,75 5,37 3,0306 411 4 43880,699219 1
913 21868 5 17457 7294 40,06 6,96 7,83 5,37 3,0399 411 4 43880,699219 1
913 21917 5 17457 7294 40,06 6,96 7,83 5,37 3,0399 411 4 44336,683594 1
913 21917 5 17510 7323 40,97 7,08 7,8 5,37 3,0399 411 4 44336,683594 1
913 21917 5 17510 7323 40,97 7,08 7,8 5,37 3,0433 411 4 45229,683594 1
912 21969 5 17204 7079 41,3 7,06 8,01 5,37 3,0433 411 4 45229,683594 1
