Co2(scd40) raw_signla(sgp40) aiq(ens160) tvoc(ens160) eco2(ens160) rs1(ens160) rs3(ens160) rs4(ens160) rmox(zmod4410) tvoc(zmod4410) eco2(zmod4410) iaq(zmod4410) resistencia(bme688) Aire/muestra
851 33290 1 61 478 620,12 679,0 106,88 5,47 0,0899 419 2 519006,59375 1
853 33293 2 67 493 619,49 681,3 105,4 5,47 0,0899 419 2 519006,59375 1
853 33293 2 67 493 619,49 681,3 105,4 5,47 0,0934 419 2 519006,59375 1
853 33293 1 69 493 619,49 681,3 105,4 5,47 0,0934 419 2 519796,96875 1
853 33293 1 69 494 612,2 663,32 105,3 5,47 0,0986 419 2 519796,96875 1
853 33294 1 69 494 612,2 663,32 105,3 5,47 0,0986 419 2 515869,03125 1
853 33294 1 54 465 625,6 659,3 108,19 5,47 0,0986 419 2 515869,03125 1
853 33294 1 54 465 625,6 659,3 108,19 5,47 0,1041 420 2 517433,0625 1
853 33292 1 60 477 611,37 660,86 106,95 5,47 0,1041 420 2 517433,0625 1
853 33292 1 60 477 611,37 660,86 106,95 5,47 0,1098 420 2 515090,53125 1
854 33291 1 64 503 600,7 649,55 104,37 5,47 0,1098 420 2 515090,53125 1
854 33291 1 64 503 600,7 649,55 104,37 5,47 0,1172 420 2 515090,53125 1
854 33285 2 71 503 600,7 649,55 104,37 5,47 0,1172 420 2 516649,84375 1
854 33285 2 71 498 604,17 635,2 104,83 5,47 0,1238 421 2 516649,84375 1
856 33273 2 71 498 604,17 635,2 104,83 5,47 0,1238 421 2 512000,0 1
856 33273 1 57 472 604,17 629,21 107,53 5,47 0,1238 421 2 512000,0 1
856 33273 1 57 472 604,17 629,21 107,53 5,47 0,1316 421 2 511233,15625 1
856 33274 2 67 490 602,13 614,69 105,69 5,47 0,1316 421 2 511233,15625 1
856 33274 2 67 490 602,13 614,69 105,69 5,47 0,1399 422 2 510087,1875 1
856 33268 1 69 495 596,65 608,68 105,15 5,47 0,1399 422 2 510087,1875 1
856 33268 1 69 495 596,65 608,68 105,15 5,47 0,1486 423 2 510087,1875 1
856 33262 2 81 495 596,65 608,68 105,15 5,47 0,1486 423 2 510468,59375 1
856 33262 2 81 517 604,78 608,27 103,0 5,47 0,1581 424 2 510468,59375 1
857 33259 2 81 517 604,78 608,27 103,0 5,47 0,1581 424 2 509326,03125 1
857 33259 2 71 499 584,46 615,1 104,8 5,47 0,1581 424 2 509326,03125 1
857 33259 2 71 499 584,46 615,1 104,8 5,47 0,1682 425 2 508946,3125 1
857 33252 1 62 518 593,23 611,99 102,9 5,47 0,1682 425 2 508946,3125 1
857 33252 1 62 518 593,23 611,99 102,9 5,47 0,1766 426 2 508567,15625 1
859 33246 2 66 488 597,66 597,66 105,83 5,47 0,1766 426 2 508567,15625 1
859 33246 2 66 488 597,66 597,66 105,83 5,47 0,1872 427 2 508567,15625 1
860 33242 2 88 488 597,66 597,66 105,83 5,47 0,1872 427 2 504433,5 1
860 33242 2 88 529 610,95 594,23 101,76 5,47 0,1958 429 2 504433,5 1
861 33232 2 88 529 610,95 594,23 101,76 5,47 0,1958 429 2 504433,5 1
861 33232 2 70 495 579,93 597,86 105,15 5,47 0,1958 429 2 504433,5 1
861 33232 2 70 495 579,93 597,86 105,15 5,47 0,2055 430 2 504433,5 1
861 33230 1 56 536 585,05 588,83 101,1 5,47 0,2055 430 2 504433,5 1
861 33230 1 56 536 585,05 588,83 101,1 5,47 0,2175 432 2 502576,6875 1
862 33224 2 59 475 579,93 588,03 107,24 5,47 0,2175 432 2 502576,6875 1
862 33224 2 59 475 579,93 588,03 107,24 5,47 0,2296 433 2 502576,6875 1
862 33216 2 77 475 579,93 588,03 107,24 5,47 0,2296 433 2 502576,6875 1
862 33216 2 77 508 584,46 584,26 103,84 5,47 0,2406 435 2 502576,6875 1
863 33212 2 77 508 584,46 584,26 103,84 5,47 0,2406 435 2 502206,96875 1
863 33212 2 70 496 576,79 580,12 105,12 5,47 0,2406 435 2 502206,96875 1
863 33212 2 70 496 576,79 580,12 105,12 5,47 0,2497 437 2 497812,34375 1
866 33210 2 71 525 569,42 572,51 102,21 5,47 0,2497 437 2 497812,34375 1
866 33210 2 71 525 569,42 572,51 102,21 5,47 0,2609 439 2 503317,78125 1
866 33203 2 81 517 567,88 566,73 102,97 5,47 0,2609 439 2 503317,78125 1
866 33203 2 81 517 567,88 566,73 102,97 5,47 0,2731 441 2 503317,78125 1
866 33205 2 88 517 567,88 566,73 102,97 5,47 0,2731 441 2 495643,75 1
866 33205 2 88 528 570,39 569,81 101,89 5,47 0,2821 443 2 495643,75 1
866 33202 2 88 528 570,39 569,81 101,89 5,47 0,2821 443 2 497449,59375 1
866 33202 2 65 487 573,29 564,82 106,01 5,47 0,2821 443 2 497449,59375 1
866 33202 2 65 487 573,29 564,82 106,01 5,47 0,2937 445 2 496364,53125 1
867 33200 2 79 514 573,68 560,44 103,28 5,47 0,2937 445 2 496364,53125 1
867 33200 2 79 514 573,68 560,44 103,28 5,47 0,3043 448 2 501469,15625 1
868 33199 2 82 519 561,96 561,2 102,8 5,47 0,3043 448 2 501469,15625 1
868 33199 2 82 519 561,96 561,2 102,8 5,47 0,3143 450 2 501469,15625 1
868 33193 2 85 519 561,96 561,2 102,8 5,47 0,3143 450 2 497812,34375 1
868 33193 2 85 524 562,34 554,02 102,31 5,47 0,3284 452 2 497812,34375 1
869 33190 2 85 524 562,34 554,02 102,31 5,47 0,3284 452 2 496003,875 1
869 33190 2 90 532 576,6 555,53 101,48 5,47 0,3284 452 2 496003,875 1
869 33190 2 90 532 576,6 555,53 101,48 5,47 0,3397 455 2 494208,5 1
869 33187 2 92 526 567,31 552,15 102,07 5,47 0,3397 455 2 494208,5 1
869 33187 2 92 526 567,31 552,15 102,07 5,47 0,3501 458 2 496003,875 1
870 33180 2 93 537 562,34 540,5 101,0 5,47 0,3501 458 2 496003,875 1
870 33180 2 93 537 562,34 540,5 101,0 5,47 0,3594 460 2 496003,875 1
870 33180 2 72 537 562,34 540,5 101,0 5,47 0,3594 460 2 496003,875 1
870 33180 2 72 500 557,03 532,87 104,66 5,47 0,3708 463 2 496003,875 1
870 33172 2 72 500 557,03 532,87 104,66 5,47 0,3708 463 2 494208,5 1
870 33172 2 89 531 549,17 547,87 101,62 5,47 0,3708 463 2 494208,5 1
870 33172 2 89 531 549,17 547,87 101,62 5,47 0,3818 465 2 495284,15625 1
871 33173 2 98 546 551,41 553,46 100,15 5,47 0,3818 465 2 495284,15625 1
871 33173 2 98 546 551,41 553,46 100,15 5,47 0,3943 468 2 492426,0625 1
871 33169 2 92 535 547,87 531,25 101,21 5,47 0,3943 468 2 492426,0625 1
871 33169 2 92 535 547,87 531,25 101,21 5,47 0,404 471 2 492426,0625 1
871 33165 2 86 535 547,87 531,25 101,21 5,47 0,404 471 2 489600,75 1
871 33165 2 86 525 574,26 537,95 102,17 5,47 0,4129 474 2 489600,75 1
871 33161 2 86 525 574,26 537,95 102,17 5,47 0,4129 474 2 492781,53125 1
871 33161 2 79 512 551,22 530,54 103,46 5,47 0,4129 474 2 492781,53125 1
871 33161 2 79 512 551,22 530,54 103,46 5,47 0,4239 477 2 491009,34375 1
871 33161 2 101 551 543,99 529,46 99,71 5,47 0,4239 477 2 491009,34375 1
871 33161 2 101 551 543,99 529,46 99,71 5,47 0,4343 480 2 491009,34375 1
872 33155 2 101 551 543,44 530,0 99,68 5,47 0,4343 480 2 491009,34375 1
872 33155 2 101 551 543,44 530,0 99,68 5,47 0,4436 482 2 491009,34375 1
872 33152 2 80 551 543,44 530,0 99,68 5,47 0,4436 482 2 485768,5 1
872 33152 2 80 515 536,68 525,71 103,18 5,47 0,4514 485 2 485768,5 1
872 33151 2 80 515 536,68 525,71 103,18 5,47 0,4514 485 2 490656,4375 1
872 33151 2 73 536 537,58 528,92 101,1 5,47 0,4514 485 2 490656,4375 1
872 33151 2 73 536 537,58 528,92 101,1 5,47 0,4597 488 2 490304,03125 1
873 33148 2 91 534 536,49 519,69 101,38 5,47 0,4597 488 2 490304,03125 1
873 33148 2 91 534 536,49 519,69 101,38 5,47 0,4675 491 2 487851,34375 1
873 33145 2 90 533 548,98 521,28 101,48 5,47 0,4675 491 2 487851,34375 1
873 33145 2 90 533 548,98 521,28 101,48 5,47 0,4733 494 2 487851,34375 1
873 33138 2 97 533 548,98 521,28 101,48 5,47 0,4733 494 2 485768,5 1
873 33138 2 97 545 539,59 507,7 100,32 5,47 0,4811 497 2 485768,5 1
873 33134 2 97 545 539,59 507,7 100,32 5,47 0,4811 497 2 484389,78125 1
873 33134 2 98 527 531,07 519,87 102,0 5,47 0,4811 497 2 484389,78125 1
873 33134 2 98 527 531,07 519,87 102,0 5,47 0,4853 499 2 482677,34375 1
873 33132 2 89 530 537,22 507,18 101,69 5,47 0,4853 499 2 482677,34375 1
873 33132 2 89 530 537,22 507,18 101,69 5,47 0,4918 502 2 483360,875 1
873 33124 2 97 544 533,24 516,01 100,42 5,47 0,4918 502 2 483360,875 1
873 33124 2 97 544 533,24 516,01 100,42 5,47 0,4977 505 2 483360,875 1
874 33121 2 103 544 533,24 516,01 100,42 5,47 0,4977 505 2 483360,875 1
874 33121 2 103 555 524,29 525,0 99,37 5,47 0,503 507 2 483360,875 1
874 33117 2 103 555 524,29 525,0 99,37 5,47 0,503 507 2 484046,3125 1
874 33117 2 97 542 530,54 513,4 100,59 5,47 0,503 507 2 484046,3125 1
874 33117 2 97 542 530,54 513,4 100,59 5,47 0,5113 510 2 482336,3125 1
874 33119 2 86 525 531,43 519,87 102,24 5,47 0,5113 510 2 482336,3125 1
874 33119 2 86 525 531,43 519,87 102,24 5,47 0,5187 512 2 485768,5 1
875 33115 2 85 524 528,03 509,76 102,31 5,47 0,5187 512 2 485768,5 1
875 33115 2 85 524 528,03 509,76 102,31 5,47 0,5267 515 2 485768,5 1
875 33115 2 77 524 528,03 509,76 102,31 5,47 0,5267 515 2 485078,15625 1
875 33115 2 77 509 533,24 513,75 103,77 5,47 0,5339 517 2 485078,15625 1
876 33113 2 77 509 533,24 513,75 103,77 5,47 0,5339 517 2 480300,1875 1
876 33113 2 103 532 555,71 503,08 101,52 5,47 0,5339 517 2 480300,1875 1
876 33113 2 103 532 555,71 503,08 101,52 5,47 0,539 520 2 484733,71875 1
877 33113 2 93 538 520,57 497,32 101,0 5,47 0,539 520 2 484733,71875 1
877 33113 2 93 538 520,57 497,32 101,0 5,47 0,5442 522 2 481655,6875 1
877 33108 2 113 570 519,52 507,18 97,91 5,47 0,5442 522 2 481655,6875 1
877 33108 2 113 570 519,52 507,18 97,91 5,47 0,5494 524 2 481655,6875 1
876 33109 2 97 570 519,52 507,18 97,91 5,47 0,5494 524 2 480300,1875 1
876 33109 2 97 544 514,62 507,18 100,39 5,47 0,5543 527 2 480300,1875 1
876 33105 2 97 544 514,62 507,18 100,39 5,47 0,5543 527 2 482677,34375 1
876 33105 2 107 531 534,5 500,87 101,62 5,47 0,5543 527 2 482677,34375 1
876 33105 2 107 531 534,5 500,87 101,62 5,47 0,5585 529 2 475284,28125 1
876 33100 2 113 571 517,59 492,13 97,84 5,47 0,5585 529 2 475284,28125 1
876 33100 2 113 571 517,59 492,13 97,84 5,47 0,562 531 2 478616,5 1
876 33100 2 89 531 523,76 503,93 101,65 5,47 0,562 531 2 478616,5 1
876 33100 2 89 531 523,76 503,93 101,65 5,47 0,567 533 2 478616,5 1
875 33106 2 109 531 523,76 503,93 101,65 5,47 0,567 533 2 475284,28125 1
875 33106 2 109 565 513,75 499,01 98,4 5,47 0,5725 536 2 475284,28125 1
876 33104 2 109 565 513,75 499,01 98,4 5,47 0,5725 536 2 479625,28125 1
876 33104 2 110 531 527,67 498,5 101,65 5,47 0,5725 536 2 479625,28125 1
876 33104 2 110 531 527,67 498,5 101,65 5,47 0,5764 538 2 473635,53125 1
876 33100 2 92 536 509,59 486,34 101,17 5,47 0,5764 538 2 473635,53125 1
