Co2(scd40) raw_signla(sgp40) aiq(ens160) tvoc(ens160) eco2(ens160) rs1(ens160) rs3(ens160) rs4(ens160) rmox(zmod4410) tvoc(zmod4410) eco2(zmod4410) iaq(zmod4410) resistencia(bme688) Aire/muestra
953 22477 5 17637 8411 48,03 7,53 7,01 5,37 2,1271 412 3 50186,238281 1
918 22858 5 16051 7113 46,25 8,75 7,97 5,37 2,5586 415 4 55507,371094 1
918 22858 5 16051 6543 46,53 9,27 8,5 5,37 2,5605 415 4 55507,371094 1
913 22908 5 16051 6543 46,53 9,27 8,5 5,37 2,5605 415 4 56838,367187 1
913 22908 5 15883 6486 47,24 9,59 8,56 5,37 2,5605 415 4 56838,367187 1
913 22908 5 15883 6486 47,24 9,59 8,56 5,37 2,5607 415 4 56313,242187 1
910 22917 5 16931 7010 46,99 9,17 8,06 5,37 2,5607 415 4 56313,242187 1
910 22917 5 16931 7010 46,99 9,17 8,06 5,37 2,5669 415 4 55291,578125 1
907 22905 5 17011 7053 46,78 9,22 8,02 5,37 2,5669 415 4 55291,578125 1
907 22905 5 17011 7053 46,78 9,22 8,02 5,37 2,5717 415 4 55291,578125 1
906 22899 5 16357 7053 46,78 9,22 8,02 5,37 2,5717 415 4 55220,015625 1
906 22899 5 16357 6704 45,9 9,14 8,34 5,37 2,573 415 4 55220,015625 1
905 22926 5 16357 6704 45,9 9,14 8,34 5,37 2,573 415 4 56687,332031 1
905 22926 5 16120 6710 46,85 9,58 8,33 5,37 2,573 415 4 56687,332031 1
905 22926 5 16120 6710 46,85 9,58 8,33 5,37 2,5729 415 4 57219,492187 1
903 22953 5 16153 6597 47,02 9,55 8,45 5,37 2,5729 415 4 57219,492187 1
903 22953 5 16153 6597 47,02 9,55 8,45 5,37 2,5696 415 4 59163,394531 1
903 23018 5 14689 5840 48,16 10,57 9,29 5,37 2,5696 415 4 59163,394531 1
903 23018 5 14689 5840 48,16 10,57 9,29 5,37 2,5617 415 4 59163,394531 1
903 23043 5 16212 5840 48,16 10,57 9,29 5,37 2,5617 415 4 59163,394531 1
903 23043 5 16212 6628 48,03 10,01 8,41 5,37 2,5547 415 4 59163,394531 1
903 23061 5 16212 6628 48,03 10,01 8,41 5,37 2,5547 415 4 59869,035156 1
903 23061 5 15573 6562 47,5 9,75 8,48 5,37 2,5547 415 4 59869,035156 1
903 23061 5 15573 6562 47,5 9,75 8,48 5,37 2,5595 416 4 54654,140625 1
901 22977 5 17870 7519 48,2 8,87 7,63 5,37 2,5595 416 4 54654,140625 1
901 22977 5 17870 7519 48,2 8,87 7,63 5,37 2,5628 418 4 56276,105469 1
897 22961 5 15795 6409 46,66 9,76 8,64 5,37 2,5628 418 4 56276,105469 1
897 22961 5 15795 6409 46,66 9,76 8,64 5,37 2,5598 420 4 56276,105469 1
896 22982 5 16299 6409 46,66 9,76 8,64 5,37 2,5598 420 4 57997,28125 1
896 22982 5 16299 6674 47,61 9,77 8,37 5,37 2,5654 422 4 57997,28125 1
895 22934 5 16299 6674 47,61 9,77 8,37 5,37 2,5654 422 4 54584,222656 1
895 22934 5 17766 7483 45,93 8,89 7,66 5,37 2,5654 422 4 54584,222656 1
895 22934 5 17766 7483 45,93 8,89 7,66 5,37 2,572 424 4 53657,515625 1
892 22885 5 17917 7545 45,66 8,66 7,61 5,37 2,572 424 4 53657,515625 1
892 22885 5 17917 7545 45,66 8,66 7,61 5,37 2,5853 427 4 50723,203125 1
890 22649 5 19523 8442 45,01 7,72 6,98 5,37 2,5853 427 4 50723,203125 1
890 22649 5 19523 8442 45,01 7,72 6,98 5,37 2,6085 430 4 50723,203125 1
890 22570 5 20988 8442 45,01 7,72 6,98 5,37 2,6085 430 4 46410,441406 1
890 22570 5 20988 9286 43,07 7,14 6,5 5,37 2,6295 433 4 46410,441406 1
889 22545 5 20988 9286 43,07 7,14 6,5 5,37 2,6295 433 4 48229,089844 1
889 22545 5 18753 8008 43,45 7,66 7,27 5,37 2,6295 433 4 48229,089844 1
889 22545 5 18753 8008 43,45 7,66 7,27 5,37 2,6377 436 4 52958,210937 1
886 22771 5 15671 6345 44,98 9,14 8,7 5,37 2,6377 436 4 52958,210937 1
886 22771 5 15671 6345 44,98 9,14 8,7 5,37 2,6305 439 4 58115,777344 1
885 23049 5 14631 5811 46,26 10,22 9,32 5,37 2,6305 439 4 58115,777344 1
885 23049 5 14631 5811 46,26 10,22 9,32 5,37 2,6187 442 4 58115,777344 1
883 23070 5 15319 5811 46,26 10,22 9,32 5,37 2,6187 442 4 59081,46875 1
883 23070 5 15319 6279 47,18 10,08 8,77 5,37 2,6093 445 4 59081,46875 1
883 23092 5 15319 6279 47,18 10,08 8,77 5,37 2,6093 445 4 59286,707031 1
883 23092 5 15407 6208 47,02 10,34 8,85 5,37 2,6093 445 4 59286,707031 1
883 23092 5 15407 6208 47,02 10,34 8,85 5,37 2,5977 448 4 59451,925781 1
881 23110 5 15329 6168 47,66 10,3 8,9 5,37 2,5977 448 4 59451,925781 1
881 23110 5 15329 6168 47,66 10,3 8,9 5,37 2,59 450 4 58036,726562 1
878 23090 5 15835 6430 47,32 10,05 8,61 5,37 2,59 450 4 58036,726562 1
878 23090 5 15835 6430 47,32 10,05 8,61 5,37 2,583 452 4 58036,726562 1
877 23083 5 15690 6430 47,32 10,05 8,61 5,37 2,583 452 4 58314,351562 1
877 23083 5 15690 6461 47,04 10,24 8,58 5,37 2,5753 454 4 58314,351562 1
875 23074 5 15690 6461 47,04 10,24 8,58 5,37 2,5753 454 4 58634,90625 1
875 23074 5 15909 6469 47,1 9,83 8,57 5,37 2,5753 454 4 58634,90625 1
875 23074 5 15909 6469 47,1 9,83 8,57 5,37 2,5713 456 4 57918,550781 1
873 23075 5 15579 6297 46,66 10,19 8,75 5,37 2,5713 456 4 57918,550781 1
873 23075 5 15579 6297 46,66 10,19 8,75 5,37 2,5702 457 4 56164,984375 1
871 23033 5 16804 6942 46,58 9,5 8,11 5,37 2,5702 457 4 56164,984375 1
871 23033 5 16804 6942 46,58 9,5 8,11 5,37 2,5744 458 4 56164,984375 1
869 22313 5 27419 6942 46,58 9,5 8,11 5,37 2,5744 458 4 45519,203125 1
869 22313 5 27419 14517 40,9 5,69 4,65 5,37 2,6395 460 4 45519,203125 1
867 21858 5 27419 14517 40,9 5,69 4,65 5,37 2,6395 460 4 38083,902344 1
867 21858 5 27307 13192 39,49 5,37 4,99 5,37 2,6395 460 4 38083,902344 1
867 21858 5 27307 13192 39,49 5,37 4,99 5,37 2,7001 462 4 36613,273437 1
864 21826 5 26336 12566 39,06 5,24 5,18 5,37 2,7001 462 4 36613,273437 1
864 21826 5 26336 12566 39,06 5,24 5,18 5,37 2,7313 464 4 42996,304687 1
864 22188 5 19165 8239 40,54 6,49 7,11 5,37 2,7313 464 4 42996,304687 1
864 22188 5 19165 8239 40,54 6,49 7,11 5,37 2,7463 467 4 42996,304687 1
864 22445 5 17954 8239 40,54 6,49 7,11 5,37 2,7463 467 4 45763,316406 1
864 22445 5 17954 7170 41,84 7,36 7,91 5,37 2,7412 470 4 45763,316406 1
864 22528 5 17954 7170 41,84 7,36 7,91 5,37 2,7412 470 4 51118,210937 1
864 22528 5 18415 7820 42,6 7,24 7,4 5,37 2,7412 470 4 51118,210937 1
864 22528 5 18415 7820 42,6 7,24 7,4 5,37 2,744 473 4 49631,640625 1
864 22573 5 17712 7433 42,21 7,52 7,7 5,37 2,744 473 4 49631,640625 1
864 22573 5 17712 7433 42,21 7,52 7,7 5,37 2,7391 476 4 52341,035156 1
865 22657 5 16376 6714 43,23 8,32 8,33 5,37 2,7391 476 4 52341,035156 1
865 22657 5 16376 6714 43,23 8,32 8,33 5,37 2,7227 478 4 52341,035156 1
865 23064 5 14079 6714 43,23 8,32 8,33 5,37 2,7227 478 4 57528,089844 1
865 23064 5 14079 5305 45,97 10,28 10,02 5,37 2,6959 481 4 57528,089844 1
865 23361 5 14079 5305 45,97 10,28 10,02 5,37 2,6959 481 4 63147,507812 1
865 23361 5 12786 4902 46,78 11,42 10,67 5,37 2,6959 481 4 63147,507812 1
865 23361 5 12786 4902 46,78 11,42 10,67 5,37 2,6623 483 4 68798,710937 1
865 23613 5 11703 4391 48,52 12,3 11,66 5,37 2,6623 483 4 68798,710937 1
865 23613 5 11703 4391 48,52 12,3 11,66 5,37 2,6335 484 4 61776,0625 1
866 23288 5 15114 6057 47,71 10,38 9,02 5,37 2,6335 484 4 61776,0625 1
866 23288 5 15114 6057 47,71 10,38 9,02 5,37 2,6263 486 4 61776,0625 1
869 22613 5 22303 6057 47,71 10,38 9,02 5,37 2,6263 486 4 49776,394531 1
869 22613 5 22303 10471 42,47 6,65 5,93 5,37 2,6548 487 4 49776,394531 1
871 22338 5 22303 10471 42,47 6,65 5,93 5,37 2,6548 487 4 44290,65625 1
871 22338 5 22153 9975 42,04 6,39 6,15 5,37 2,6548 487 4 44290,65625 1
871 22338 5 22153 9975 42,04 6,39 6,15 5,37 2,6793 488 4 44475,332031 1
875 22341 5 19988 8708 41,81 6,81 6,82 5,37 2,6793 488 4 44475,332031 1
875 22341 5 19988 8708 41,81 6,81 6,82 5,37 2,6808 489 4 53894,738281 1
877 22834 5 14356 5672 45,13 9,45 9,5 5,37 2,6808 489 4 53894,738281 1
877 22834 5 14356 5672 45,13 9,45 9,5 5,37 2,6609 489 4 53894,738281 1
