Co2(scd40) raw_signla(sgp40) aiq(ens160) tvoc(ens160) eco2(ens160) rs1(ens160) rs3(ens160) rs4(ens160) rmox(zmod4410) tvoc(zmod4410) eco2(zmod4410) iaq(zmod4410) resistencia(bme688) Aire/muestra
1041 31468 3 313 806 233,18 198,82 76,86 5,39 0,9467 400 3 391138,28125 1
1041 31468 3 310 805 228,95 201,53 77,07 5,39 0,9467 400 3 391138,28125 1
1041 31468 3 310 805 228,95 201,53 77,07 5,39 0,9467 400 3 384745,4375 1
1041 31419 4 860 967 193,77 111,99 55,33 5,39 0,9467 400 3 384745,4375 1
1041 31419 4 860 967 193,77 111,99 55,33 5,39 0,9842 400 3 323743,28125 1
1037 31342 5 8168 3519 90,76 23,34 14,0 5,39 0,9842 400 3 323743,28125 1
1037 31342 5 8168 3519 90,76 23,34 14,0 5,39 1,0709 401 3 323743,28125 1
1034 31075 5 13045 3519 90,76 23,34 14,0 5,39 1,0709 401 3 271474,03125 1
1034 31075 5 13045 5027 64,39 17,87 10,46 5,39 1,1876 403 3 271474,03125 1
1028 31026 5 13045 5027 64,39 17,87 10,46 5,39 1,1876 403 3 239981,25 1
1028 31026 5 13277 5139 55,56 16,64 10,27 5,39 1,1876 403 3 239981,25 1
1028 31026 5 13277 5139 55,56 16,64 10,27 5,39 1,3112 406 3 221885,15625 1
1024 30817 5 12209 4628 51,28 16,69 11,17 5,39 1,3112 406 3 221885,15625 1
1024 30817 5 12209 4628 51,28 16,69 11,17 5,39 1,433 408 3 209235,796875 1
1022 30803 5 11399 4264 48,92 17,34 11,94 5,39 1,433 408 3 209235,796875 1
1022 30803 5 11399 4264 48,92 17,34 11,94 5,39 1,546 410 3 209235,796875 1
1022 30768 5 10242 4264 48,92 17,34 11,94 5,39 1,546 410 3 203013,484375 1
1022 30768 5 10242 3733 47,89 17,79 13,32 5,39 1,6507 411 3 203013,484375 1
1022 30732 5 10242 3733 47,89 17,79 13,32 5,39 1,6507 411 3 197950,90625 1
1022 30732 5 9644 3474 48,05 18,2 14,15 5,39 1,6507 411 3 197950,90625 1
1022 30732 5 9644 3474 48,05 18,2 14,15 5,39 1,7446 412 3 194787,90625 1
1021 30696 5 9170 3273 48,23 19,12 14,88 5,39 1,7446 412 3 194787,90625 1
1021 30696 5 9170 3273 48,23 19,12 14,88 5,39 1,8284 413 3 192048,015625 1
1020 30663 5 8431 2968 48,74 19,42 16,19 5,39 1,8284 413 3 192048,015625 1
1020 30663 5 8431 2968 48,74 19,42 16,19 5,39 1,9032 413 3 192048,015625 1
1020 30637 5 7952 2968 48,74 19,42 16,19 5,39 1,9032 413 3 186249,546875 1
1020 30637 5 7952 2776 49,25 19,65 17,17 5,39 1,9692 413 3 186249,546875 1
1016 30608 5 7952 2776 49,25 19,65 17,17 5,39 1,9692 413 3 185440,0625 1
1016 30608 5 7503 2600 50,67 20,18 18,2 5,39 1,9692 413 3 185440,0625 1
1016 30608 5 7503 2600 50,67 20,18 18,2 5,39 2,0262 414 3 184637,578125 1
1015 30587 5 7294 2506 51,19 20,95 18,81 5,39 2,0262 414 3 184637,578125 1
1015 30587 5 7294 2506 51,19 20,95 18,81 5,39 2,0764 414 3 185440,0625 1
1015 30563 5 6919 2377 50,93 21,29 19,74 5,39 2,0764 414 3 185440,0625 1
1015 30563 5 6919 2377 50,93 21,29 19,74 5,39 2,1192 414 3 185440,0625 1
1015 30540 5 6701 2377 50,93 21,29 19,74 5,39 2,1192 414 3 184837,546875 1
1015 30540 5 6701 2296 52,03 21,57 20,38 5,39 2,1573 414 3 184837,546875 1
1014 30530 5 6701 2296 52,03 21,57 20,38 5,39 2,1573 414 3 184837,546875 1
1014 30530 5 6385 2180 52,65 21,82 21,39 5,39 2,1573 414 3 184837,546875 1
1014 30530 5 6385 2180 52,65 21,82 21,39 5,39 2,1895 414 3 185037,953125 1
1014 30515 5 6211 2146 52,77 22,33 21,71 5,39 2,1895 414 3 185037,953125 1
1014 30515 5 6211 2146 52,77 22,33 21,71 5,39 2,2172 414 3 184837,546875 1
1012 30504 5 5984 2037 53,96 22,47 22,83 5,39 2,2172 414 3 184837,546875 1
1012 30504 5 5984 2037 53,96 22,47 22,83 5,39 2,2399 415 3 184837,546875 1
1012 30491 5 5906 2037 53,96 22,47 22,83 5,39 2,2399 415 3 185037,953125 1
1012 30491 5 5906 2009 54,4 22,97 23,13 5,39 2,2604 415 3 185037,953125 1
1011 30474 5 5906 2009 54,4 22,97 23,13 5,39 2,2604 415 3 186453,015625 1
1011 30474 5 5774 1963 54,7 22,96 23,66 5,39 2,2604 415 3 186453,015625 1
1011 30474 5 5774 1963 54,7 22,96 23,66 5,39 2,278 415 3 185238,78125 1
1011 30470 5 5647 1906 55,43 23,63 24,36 5,39 2,278 415 3 185238,78125 1
1011 30470 5 5647 1906 55,43 23,63 24,36 5,39 2,2924 415 3 185440,0625 1
1011 30456 5 5612 1907 55,94 23,66 24,34 5,39 2,2924 415 3 185440,0625 1
1011 30456 5 5612 1907 55,94 23,66 24,34 5,39 2,3035 415 3 185440,0625 1
1009 30445 5 5626 1907 55,94 23,66 24,34 5,39 2,3035 415 3 186046,515625 1
1009 30445 5 5626 1911 56,01 24,24 24,29 5,39 2,3144 415 3 186046,515625 1
1011 30431 5 5626 1911 56,01 24,24 24,29 5,39 2,3144 415 3 186046,515625 1
1011 30431 5 5348 1817 56,26 24,53 25,55 5,39 2,3144 415 3 186046,515625 1
1011 30431 5 5348 1817 56,26 24,53 25,55 5,39 2,3219 415 3 187271,390625 1
1010 30423 5 5377 1779 56,47 24,2 26,1 5,39 2,3219 415 3 187271,390625 1
1010 30423 5 5377 1779 56,47 24,2 26,1 5,39 2,3293 415 3 187066,125 1
1010 30408 5 5285 1795 57,12 24,25 25,86 5,39 2,3293 415 3 187066,125 1
1010 30408 5 5285 1795 57,12 24,25 25,86 5,39 2,3349 415 3 187066,125 1
1010 30401 5 5169 1795 57,12 24,25 25,86 5,39 2,3349 415 3 186861,3125 1
1010 30401 5 5169 1756 57,41 24,96 26,44 5,39 2,3396 415 3 186861,3125 1
1010 30392 5 5169 1756 57,41 24,96 26,44 5,39 2,3396 415 3 191940,015625 1
1010 30392 5 5035 1712 57,74 24,68 27,15 5,39 2,3396 415 3 191940,015625 1
1010 30392 5 5035 1712 57,74 24,68 27,15 5,39 2,3438 415 3 186249,546875 1
1010 30376 5 5075 1697 58,06 24,62 27,4 5,39 2,3438 415 3 186249,546875 1
1010 30376 5 5075 1697 58,06 24,62 27,4 5,39 2,3467 415 3 191401,875 1
1009 30365 5 4999 1700 59,65 24,83 27,34 5,39 2,3467 415 3 191401,875 1
1009 30365 5 4999 1700 59,65 24,83 27,34 5,39 2,348 415 3 191401,875 1
1009 30358 5 4788 1700 59,65 24,83 27,34 5,39 2,348 415 3 186046,515625 1
1009 30358 5 4788 1666 57,84 25,28 27,93 5,39 2,3502 415 3 186046,515625 1
1009 30352 5 4788 1666 57,84 25,28 27,93 5,39 2,3502 415 3 187271,390625 1
1009 30352 5 4866 1677 58,81 25,4 27,74 5,39 2,3502 415 3 187271,390625 1
1009 30352 5 4866 1677 58,81 25,4 27,74 5,39 2,3509 415 3 186249,546875 1
1009 30343 5 4941 1672 58,29 25,28 27,82 5,39 2,3509 415 3 186249,546875 1
1009 30343 5 4941 1672 58,29 25,28 27,82 5,39 2,3512 415 3 192156,125 1
1008 30333 5 4788 1666 58,2 25,75 27,93 5,39 2,3512 415 3 192156,125 1
1008 30333 5 4788 1666 58,2 25,75 27,93 5,39 2,3512 415 3 192156,125 1
1009 30320 5 4643 1666 58,2 25,75 27,93 5,39 2,3512 415 3 187271,390625 1
1009 30320 5 4643 1645 58,45 25,3 28,29 5,39 2,3512 415 3 187271,390625 1
1008 30314 5 4643 1645 58,45 25,3 28,29 5,39 2,3512 415 3 191724,390625 1
1008 30314 5 4557 1633 58,0 25,59 28,51 5,39 2,3512 415 3 191724,390625 1
1008 30314 5 4557 1633 58,0 25,59 28,51 5,39 2,3505 415 3 187066,125 1
1007 30310 5 4628 1616 60,2 25,66 28,84 5,39 2,3505 415 3 187066,125 1
1007 30310 5 4628 1616 60,2 25,66 28,84 5,39 2,3499 415 3 192048,015625 1
1006 30301 5 4587 1637 58,73 25,98 28,44 5,39 2,3499 415 3 192048,015625 1
1006 30301 5 4587 1637 58,73 25,98 28,44 5,39 2,3492 416 3 192048,015625 1
1006 30297 5 4524 1637 58,73 25,98 28,44 5,39 2,3492 416 3 192264,359375 1
1006 30297 5 4524 1628 59,33 26,24 28,6 5,39 2,3488 417 3 192264,359375 1
1006 30283 5 4524 1628 59,33 26,24 28,6 5,39 2,3488 417 3 187271,390625 1
1006 30283 5 4680 1651 59,07 25,83 28,2 5,39 2,3488 417 3 187271,390625 1
1006 30283 5 4680 1651 59,07 25,83 28,2 5,39 2,3472 419 3 192048,015625 1
1006 30277 5 4355 1649 58,89 26,19 28,22 5,39 2,3472 419 3 192048,015625 1
1006 30277 5 4355 1649 58,89 26,19 28,22 5,39 2,3454 421 3 191724,390625 1
1004 30265 5 4292 1595 59,35 26,39 29,24 5,39 2,3454 421 3 191724,390625 1
1004 30265 5 4292 1595 59,35 26,39 29,24 5,39 2,3432 424 3 191724,390625 1
1005 30259 5 4578 1595 59,35 26,39 29,24 5,39 2,3432 424 3 192698,53125 1
1005 30259 5 4578 1636 59,65 25,87 28,45 5,39 2,3423 426 3 192698,53125 1
1005 30256 5 4578 1636 59,65 25,87 28,45 5,39 2,3423 426 3 193025,453125 1
1005 30256 5 4243 1588 61,35 25,94 29,37 5,39 2,3423 426 3 193025,453125 1
1005 30256 5 4243 1588 61,35 25,94 29,37 5,39 2,3414 428 3 192481,203125 1
1005 30243 5 4386 1609 60,71 26,08 28,97 5,39 2,3414 428 3 192481,203125 1
1005 30243 5 4386 1609 60,71 26,08 28,97 5,39 2,341 431 3 192156,125 1
1004 30232 5 4443 1617 59,15 26,44 28,81 5,39 2,341 431 3 192156,125 1
1004 30232 5 4443 1617 59,15 26,44 28,81 5,39 2,3392 433 3 192156,125 1
1004 30236 5 4361 1617 59,15 26,44 28,81 5,39 2,3392 433 3 192372,71875 1
1004 30236 5 4361 1605 59,21 26,08 29,04 5,39 2,3376 435 3 192372,71875 1
1003 30232 5 4361 1605 59,21 26,08 29,04 5,39 2,3376 435 3 192481,203125 1
1003 30232 5 4191 1580 59,79 25,99 29,52 5,39 2,3376 435 3 192481,203125 1
1003 30232 5 4191 1580 59,79 25,99 29,52 5,39 2,3357 437 3 192372,71875 1
1004 30224 5 4242 1588 59,05 26,16 29,37 5,39 2,3357 437 3 192372,71875 1
1004 30224 5 4242 1588 59,05 26,16 29,37 5,39 2,3345 439 3 192481,203125 1
1004 30215 5 4270 1592 60,32 26,52 29,3 5,39 2,3345 439 3 192481,203125 1
1004 30215 5 4270 1592 60,32 26,52 29,3 5,39 2,3318 440 3 192481,203125 1
1004 30214 5 4385 1592 60,32 26,52 29,3 5,39 2,3318 440 3 192589,8125 1
1004 30214 5 4385 1609 60,42 26,33 28,97 5,39 2,3304 442 3 192589,8125 1
1004 30204 5 4385 1609 60,42 26,33 28,97 5,39 2,3304 442 3 193353,46875 1
1004 30204 5 4266 1591 60,34 26,8 30,1 5,39 2,3304 442 3 193353,46875 1
1004 30204 5 4266 1591 60,34 26,8 30,1 5,39 2,329 443 3 192481,203125 1
1003 30202 5 4143 1573 59,89 26,2 29,66 5,39 2,329 443 3 192481,203125 1
1003 30202 5 4143 1573 59,89 26,2 29,66 5,39 2,3272 445 3 192481,203125 1
1003 30194 5 4204 1582 59,57 26,92 29,48 5,39 2,3272 445 3 192481,203125 1
1003 30194 5 4204 1582 59,57 26,92 29,48 5,39 2,3258 446 3 192481,203125 1
1003 30183 5 4193 1582 59,57 26,92 29,48 5,39 2,3258 446 3 192264,359375 1
1003 30183 5 4193 1581 59,45 26,99 29,51 5,39 2,3251 447 3 192264,359375 1
1003 30184 5 4193 1581 59,45 26,99 29,51 5,39 2,3251 447 3 193463,0625 1
1003 30184 5 4116 1581 59,67 26,71 29,51 5,39 2,3251 447 3 193463,0625 1
1003 30184 5 4116 1581 59,67 26,71 29,51 5,39 2,3243 448 3 193572,78125 1
1002 30182 5 4017 1555 59,83 27,11 30,05 5,39 2,3243 448 3 193572,78125 1
1002 30182 5 4017 1555 59,83 27,11 30,05 5,39 2,3234 449 3 193463,0625 1
1003 30176 5 4125 1571 59,07 26,65 29,71 5,39 2,3234 449 3 193463,0625 1
1003 30176 5 4125 1571 59,07 26,65 29,71 5,39 2,3218 449 3 193463,0625 1
1003 30176 5 4079 1571 59,07 26,65 29,71 5,39 2,3218 449 3 193572,78125 1
1003 30176 5 4079 1564 58,89 26,96 29,86 5,39 2,3215 450 3 193572,78125 1
1005 30173 5 4079 1564 58,89 26,96 29,86 5,39 2,3215 450 3 193025,453125 1
1005 30173 5 4458 1569 58,89 26,73 29,74 5,39 2,3215 450 3 193025,453125 1
1005 30173 5 4458 1569 58,89 26,73 29,74 5,39 2,3205 451 3 194233,6875 1
1005 30166 5 4049 1559 58,27 26,61 29,95 5,39 2,3205 451 3 194233,6875 1
1005 30166 5 4049 1559 58,27 26,61 29,95 5,39 2,3207 451 3 194787,90625 1
1006 30167 5 4118 1570 58,35 26,87 29,73 5,39 2,3207 451 3 194787,90625 1
1006 30167 5 4118 1570 58,35 26,87 29,73 5,39 2,3194 452 3 194787,90625 1
1006 30162 5 4148 1570 58,35 26,87 29,73 5,39 2,3194 452 3 193025,453125 1
1006 30162 5 4148 1574 58,35 26,39 29,64 5,39 2,3185 452 3 193025,453125 1
1006 30160 5 4148 1574 58,35 26,39 29,64 5,39 2,3185 452 3 193682,625 1
1006 30160 5 4337 1558 58,35 26,58 29,97 5,39 2,3185 452 3 193682,625 1
1006 30160 5 4337 1558 58,35 26,58 29,97 5,39 2,3184 453 3 194676,8125 1
1006 30158 5 4121 1570 58,85 26,9 29,72 5,39 2,3184 453 3 194676,8125 1
1006 30158 5 4121 1570 58,85 26,9 29,72 5,39 2,3184 453 3 194344,28125 1
1006 30150 5 4202 1582 59,65 26,87 29,48 5,39 2,3184 453 3 194344,28125 1
