Co2(scd40) raw_signla(sgp40) aiq(ens160) tvoc(ens160) eco2(ens160) rs1(ens160) rs3(ens160) rs4(ens160) rmox(zmod4410) tvoc(zmod4410) eco2(zmod4410) iaq(zmod4410) resistencia(bme688) Aire/muestra
1083 30750 3 638 907 154,82 102,27 61,48 5,37 1,1363 488 3 398443,59375 1
1083 30750 3 638 907 154,82 102,27 61,48 5,37 1,1479 487 3 392487,53125 1
1083 30711 4 721 917 152,74 95,61 60,24 5,37 1,1479 487 3 392487,53125 1
1083 30711 4 721 917 152,74 95,61 60,24 5,37 1,1599 487 3 390914,28125 1
1083 30676 4 719 929 148,36 95,0 58,97 5,37 1,1599 487 3 390914,28125 1
1083 30676 4 719 929 148,36 95,0 58,97 5,37 1,1725 486 3 390914,28125 1
1082 30649 4 722 929 148,36 95,0 58,97 5,37 1,1725 486 3 386926,125 1
1082 30649 4 722 930 147,76 91,68 58,89 5,37 1,1855 486 3 386926,125 1
1083 30622 4 722 930 147,76 91,68 58,89 5,37 1,1855 486 3 383664,28125 1
1083 30622 4 743 936 144,88 90,67 58,27 5,37 1,1855 486 3 383664,28125 1
1083 30622 4 743 936 144,88 90,67 58,27 5,37 1,1984 486 3 381094,15625 1
1083 30600 4 750 945 146,76 89,02 57,39 5,37 1,1984 486 3 381094,15625 1
1083 30600 4 750 945 146,76 89,02 57,39 5,37 1,2116 486 3 384312,25 1
1084 30581 4 740 935 141,25 87,62 58,37 5,37 1,2116 486 3 384312,25 1
1084 30581 4 740 935 141,25 87,62 58,37 5,37 1,2242 487 3 384312,25 1
1084 30566 4 766 935 141,25 87,62 58,37 5,37 1,2242 487 3 379610,75 1
1084 30566 4 766 942 142,55 85,86 57,67 5,37 1,2368 487 3 379610,75 1
1084 30554 4 766 942 142,55 85,86 57,67 5,37 1,2368 487 3 377302,875 1
1084 30554 4 830 959 137,85 84,85 56,03 5,37 1,2368 487 3 377302,875 1
1084 30554 4 830 959 137,85 84,85 56,03 5,37 1,2491 488 3 377511,53125 1
1085 30540 4 725 936 138,37 83,85 58,21 5,37 1,2491 488 3 377511,53125 1
1085 30540 4 725 936 138,37 83,85 58,21 5,37 1,2612 489 3 375848,78125 1
1084 30530 4 795 950 136,41 82,97 56,89 5,37 1,2612 489 3 375848,78125 1
1084 30530 4 795 950 136,41 82,97 56,89 5,37 1,2721 491 3 375848,78125 1
1085 30521 4 777 950 136,41 82,97 56,89 5,37 1,2721 491 3 369275,15625 1
1085 30521 4 777 945 135,03 82,16 57,37 5,37 1,2834 492 3 369275,15625 1
1085 30524 4 777 945 135,03 82,16 57,37 5,37 1,2834 492 3 366499,65625 1
1085 30524 4 837 961 135,26 81,61 55,86 5,37 1,2834 492 3 366499,65625 1
1085 30524 4 837 961 135,26 81,61 55,86 5,37 1,2935 494 3 368080,53125 1
1087 30519 4 782 946 132,77 79,64 57,24 5,37 1,2935 494 3 368080,53125 1
1087 30519 4 782 946 132,77 79,64 57,24 5,37 1,3037 495 3 363765,53125 1
1089 30518 4 846 963 131,74 79,4 55,63 5,37 1,3037 495 3 363765,53125 1
1089 30518 4 846 963 131,74 79,4 55,63 5,37 1,3136 497 3 363765,53125 1
1091 30517 4 771 963 131,74 79,4 55,63 5,37 1,3136 497 3 365322,875 1
1091 30517 4 771 943 133,26 78,25 57,53 5,37 1,3229 499 3 365322,875 1
1091 30516 4 771 943 133,26 78,25 57,53 5,37 1,3229 499 3 366893,59375 1
1091 30516 4 859 966 131,47 79,21 54,63 5,37 1,3229 499 3 366893,59375 1
1091 30516 4 859 966 131,47 79,21 54,63 5,37 1,3319 501 3 364932,28125 1
1091 30509 4 823 957 131,47 79,08 56,2 5,37 1,3319 501 3 364932,28125 1
1091 30509 4 823 957 131,47 79,08 56,2 5,37 1,3403 503 3 361837,46875 1
1092 30506 4 879 972 128,44 78,36 54,87 5,37 1,3403 503 3 361837,46875 1
1092 30506 4 879 972 128,44 78,36 54,87 5,37 1,3488 505 3 361837,46875 1
1092 30506 4 871 972 128,44 78,36 54,87 5,37 1,3488 505 3 362221,4375 1
1092 30506 4 871 969 130,28 76,01 55,05 5,37 1,3565 507 3 362221,4375 1
1092 30514 4 871 969 130,28 76,01 55,05 5,37 1,3565 507 3 362606,21875 1
1092 30514 4 832 956 128,44 76,65 56,28 5,37 1,3565 507 3 362606,21875 1
1092 30514 4 832 956 128,44 76,65 56,28 5,37 1,3637 510 3 361454,28125 1
1092 30516 4 837 961 131,87 77,57 55,84 5,37 1,3637 510 3 361454,28125 1
1092 30516 4 837 961 131,87 77,57 55,84 5,37 1,3702 512 3 362221,4375 1
1093 30518 4 837 961 125,69 76,27 55,86 5,37 1,3702 512 3 362221,4375 1
1093 30518 4 837 961 125,69 76,27 55,86 5,37 1,3768 514 3 362221,4375 1
1094 30516 4 896 961 125,69 76,27 55,86 5,37 1,3768 514 3 361454,28125 1
1094 30516 4 896 976 127,14 75,65 54,5 5,37 1,3836 516 3 361454,28125 1
1095 30515 4 896 976 127,14 75,65 54,5 5,37 1,3836 516 3 360690,375 1
1095 30515 4 839 956 126,92 75,34 56,32 5,37 1,3836 516 3 360690,375 1
1095 30515 4 839 956 126,92 75,34 56,32 5,37 1,3897 518 3 359550,5625 1
1094 30514 4 922 982 126,37 75,83 53,93 5,37 1,3897 518 3 359550,5625 1
1094 30514 4 922 982 126,37 75,83 53,93 5,37 1,3955 521 3 359929,6875 1
1094 30516 4 922 982 123,2 74,05 53,93 5,37 1,3955 521 3 359929,6875 1
1094 30516 4 922 982 123,2 74,05 53,93 5,37 1,4008 523 3 359929,6875 1
1095 30515 4 875 982 123,2 74,05 53,93 5,37 1,4008 523 3 360690,375 1
1095 30515 4 875 970 123,66 75,52 54,96 5,37 1,4059 525 3 360690,375 1
1096 30514 4 875 970 123,66 75,52 54,96 5,37 1,4059 525 3 358794,6875 1
1096 30514 4 911 976 126,24 74,71 54,46 5,37 1,4059 525 3 358794,6875 1
1096 30514 4 911 976 126,24 74,71 54,46 5,37 1,4104 527 3 353957,84375 1
1097 30517 4 935 986 123,79 73,73 53,64 5,37 1,4104 527 3 353957,84375 1
1097 30517 4 935 986 123,79 73,73 53,64 5,37 1,4153 529 3 356173,90625 1
1097 30520 4 831 959 123,87 74,46 55,99 5,37 1,4153 529 3 356173,90625 1
1097 30520 4 831 959 123,87 74,46 55,99 5,37 1,4196 531 3 356173,90625 1
1101 30526 4 904 959 123,87 74,46 55,99 5,37 1,4196 531 3 356918,78125 1
1101 30526 4 904 978 123,95 74,46 54,31 5,37 1,424 533 3 356918,78125 1
1101 30530 4 904 978 123,95 74,46 54,31 5,37 1,424 533 3 356173,90625 1
1101 30530 4 922 982 126,92 74,18 53,96 5,37 1,424 533 3 356173,90625 1
1101 30530 4 922 982 126,92 74,18 53,96 5,37 1,4278 535 3 359172,21875 1
1101 30535 4 858 966 122,58 71,98 55,35 5,37 1,4278 535 3 359172,21875 1
