Cabecera experimento NoseCris
nº,Co2(scd40),temp(scd40),hum(scd40),raw_signla(sgp40),aiq(ens160),tvoc(ens160),eco2(ens160),rs1(ens160),rs3(ens160),rs4(ens160),temp(ens160),rmox(zmod4410),etoh(zmod4410),tvoc(zmod4410),eco2(zmod4410),iaq(zmod4410),temperatura(bme688),humedad(bme688),presion(bme688),resistencia(bme688),Aire/muestra
 1,1323,31.38,25.34,32444,3,373,829,409.10,385.05,72.49,25.14,5.37,0.0439,0.0826, 428, 2,33.65,21.38,95986.34,410174.250000,0
2,1323,31.38,25.34,32444,3,373,829,409.10,385.05,72.49,25.14,5.37,0.0439,0.0826, 428, 2,33.64,21.40,95987.37,411410.218750,0
3,1324,31.34,25.36,32447,3,363,823,406.89,388.72,73.65,25.14,5.37,0.0439,0.0826, 428, 2,33.64,21.40,95987.37,411410.218750,0
4,1324,31.34,25.36,32447,3,363,823,406.89,388.72,73.65,25.14,5.37,0.0433,0.0814, 428, 1,33.63,21.40,95988.05,409190.812500,0
5,1325,31.28,25.44,32453,3,336,813,408.41,387.67,75.37,25.14,5.37,0.0433,0.0814, 428, 1,33.63,21.40,95988.05,409190.812500,0
6,1325,31.28,25.44,32453,3,336,813,408.41,387.67,75.37,25.14,5.37,0.0421,0.0792, 427, 1,33.62,21.39,95988.09,410667.750000,0
7,1325,31.28,25.44,32468,3,357,820,405.38,387.93,74.03,25.14,5.37,0.0421,0.0792, 427, 1,33.62,21.39,95988.09,410667.750000,0
8,1325,31.28,25.44,32468,3,357,820,405.38,387.93,74.03,25.14,5.37,0.0413,0.0776, 427, 1,33.62,21.39,95988.09,410667.750000,0
9,1326,31.24,25.46,32475,3,357,820,405.38,387.93,74.03,25.14,5.37,0.0413,0.0776, 427, 1,33.61,21.42,95988.68,410914.937500,0
10,1326,31.24,25.46,32475,3,360,804,404.28,386.88,77.20,25.14,5.37,0.0405,0.0762, 426, 1,33.61,21.42,95988.68,410914.937500,0
11,1328,31.19,25.45,32470,3,360,804,404.28,386.88,77.20,25.14,5.37,0.0405,0.0762, 426, 1,33.60,21.42,95989.31,414155.718750,0
12,1328,31.19,25.45,32470,3,328,811,411.74,396.83,75.85,25.14,5.37,0.0405,0.0762, 426, 1,33.60,21.42,95989.31,414155.718750,0
13,1328,31.19,25.45,32470,3,328,811,411.74,396.83,75.85,25.14,5.37,0.0399,0.0750, 426, 1,33.58,21.42,95989.70,412903.218750,0
14,1329,31.16,25.46,32474,3,342,815,407.72,395.48,74.96,25.14,5.37,0.0399,0.0750, 426, 1,33.58,21.42,95989.70,412903.218750,0
15,1329,31.16,25.46,32474,3,342,815,407.72,395.48,74.96,25.14,5.37,0.0393,0.0738, 425, 1,33.57,21.45,95989.68,413403.312500,0
16,1330,31.14,25.49,32480,3,344,816,413.97,398.58,74.83,25.14,5.37,0.0393,0.0738, 425, 1,33.57,21.45,95989.68,413403.312500,0
17,1330,31.14,25.49,32480,3,344,816,413.97,398.58,74.83,25.14,5.37,0.0389,0.0731, 425, 1,33.57,21.45,95989.68,413403.312500,0
18,1330,31.09,25.57,32485,3,364,816,413.97,398.58,74.83,25.14,5.37,0.0389,0.0731, 425, 1,33.56,21.46,95989.15,415163.187500,0
19,1330,31.09,25.57,32485,3,364,823,416.93,395.62,76.03,25.14,5.37,0.0383,0.0720, 424, 1,33.56,21.46,95989.15,415163.187500,0
20,1331,31.07,25.58,32485,3,364,823,416.93,395.62,76.03,25.14,5.37,0.0383,0.0720, 424, 1,33.54,21.48,95987.95,412653.625000,0
21,1331,31.07,25.58,32485,3,389,831,410.76,401.69,72.17,25.14,5.37,0.0383,0.0720, 424, 1,33.54,21.48,95987.95,412653.625000,0
22,1331,31.07,25.58,32485,3,389,831,410.76,401.69,72.17,25.14,5.37,0.0375,0.0705, 424, 1,33.53,21.50,95987.41,414155.718750,0
23,1334,31.03,25.57,32492,3,359,821,408.27,392.15,73.90,25.14,5.37,0.0375,0.0705, 424, 1,33.53,21.50,95987.41,414155.718750,0
