Cabecera experimento NoseCris
nº,Co2(scd40),temp(scd40),hum(scd40),raw_signla(sgp40),aiq(ens160),tvoc(ens160),eco2(ens160),rs1(ens160),rs3(ens160),rs4(ens160),temp(ens160),rmox(zmod4410),etoh(zmod4410),tvoc(zmod4410),eco2(zmod4410),iaq(zmod4410),temperatura(bme688),humedad(bme688),presion(bme688),resistencia(bme688),Aire/muestra
 1,861,30.28,25.70,32981,2,100,549,525.89,572.51,100.22,25.14,5.47,0.2336,0.4393, 553, 2,32.93,21.71,95729.84,485768.500000,0
2,861,30.28,25.70,32981,2,100,549,525.89,572.51,100.22,25.14,5.47,0.2336,0.4393, 553, 2,32.91,21.66,95730.23,483360.875000,0
3,861,30.23,25.83,32994,2,95,541,546.57,576.60,101.00,25.14,5.47,0.2336,0.4393, 553, 2,32.91,21.66,95730.23,483360.875000,0
4,861,30.23,25.83,32994,2,95,541,546.57,576.60,101.00,25.14,5.47,0.2294,0.4312, 551, 2,32.90,21.61,95730.76,483703.343750,0
5,861,30.18,25.85,32994,2,106,559,533.06,571.74,99.24,25.14,5.47,0.2294,0.4312, 551, 2,32.90,21.61,95730.76,483703.343750,0
6,861,30.18,25.85,32994,2,106,559,533.06,571.74,99.24,25.14,5.47,0.2254,0.4237, 550, 2,32.88,21.57,95731.36,484389.781250,0
7,861,30.15,25.86,32995,2,99,547,533.96,575.23,100.39,25.14,5.47,0.2254,0.4237, 550, 2,32.88,21.57,95731.36,484389.781250,0
8,861,30.15,25.86,32995,2,99,547,533.96,575.23,100.39,25.14,5.47,0.2217,0.4168, 548, 2,32.88,21.57,95731.36,484389.781250,0
9,860,30.11,25.93,32997,2,99,547,533.96,575.23,100.39,25.14,5.47,0.2217,0.4168, 548, 2,32.86,21.58,95731.63,484389.781250,0
10,860,30.11,25.93,32997,2,91,506,535.95,584.46,104.44,25.14,5.47,0.2170,0.4080, 546, 2,32.86,21.58,95731.63,484389.781250,0
11,860,30.07,25.94,33000,2,91,506,535.95,584.46,104.44,25.14,5.47,0.2170,0.4080, 546, 2,32.85,21.57,95731.74,487851.343750,0
12,860,30.07,25.94,33000,2,99,548,535.04,576.79,100.35,25.14,5.47,0.2170,0.4080, 546, 2,32.85,21.57,95731.74,487851.343750,0
13,860,30.07,25.94,33000,2,99,548,535.04,576.79,100.35,25.14,5.47,0.2128,0.4001, 545, 2,32.83,21.56,95732.01,488549.625000,0
14,859,30.06,25.99,33005,2,77,509,536.13,585.25,104.13,25.14,5.47,0.2128,0.4001, 545, 2,32.83,21.56,95732.01,488549.625000,0
15,859,30.06,25.99,33005,2,77,509,536.13,585.25,104.13,25.14,5.47,0.2084,0.3918, 543, 2,32.81,21.53,95732.65,493137.500000,0
16,858,29.99,25.98,33005,2,108,563,546.76,586.24,98.90,25.14,5.47,0.2084,0.3918, 543, 2,32.81,21.53,95732.65,493137.500000,0
17,858,29.99,25.98,33005,2,108,563,546.76,586.24,98.90,25.14,5.47,0.2042,0.3838, 541, 2,32.81,21.53,95732.65,493137.500000,0
18,857,30.00,25.98,33006,2,91,563,546.76,586.24,98.90,25.14,5.47,0.2042,0.3838, 541, 2,32.79,21.59,95732.08,492071.125000,0
19,857,30.00,25.98,33006,2,91,530,550.29,579.93,102.07,25.14,5.47,0.1997,0.3755, 539, 2,32.79,21.59,95732.08,492071.125000,0
20,857,29.96,25.96,33002,2,91,530,550.29,579.93,102.07,25.14,5.47,0.1997,0.3755, 539, 2,32.77,21.58,95731.70,487851.343750,0
21,857,29.96,25.96,33002,2,99,548,538.68,585.05,100.32,25.14,5.47,0.1997,0.3755, 539, 2,32.77,21.58,95731.70,487851.343750,0
22,857,29.96,25.96,33002,2,99,548,538.68,585.05,100.32,25.14,5.47,0.1950,0.3666, 537, 2,32.76,21.59,95732.11,490656.437500,0
23,854,29.94,26.03,33007,2,87,526,542.70,595.04,102.45,25.14,5.47,0.1950,0.3666, 537, 2,32.76,21.59,95732.11,490656.437500,0
24,854,29.94,26.03,33007,2,87,526,542.70,595.04,102.45,25.14,5.47,0.1914,0.3599, 535, 2,32.74,21.60,95732.44,493137.500000,0
25,853,29.92,26.07,33007,2,85,524,533.96,599.08,102.66,25.14,5.47,0.1914,0.3599, 535, 2,32.74,21.60,95732.44,493137.500000,0
