Cabecera experimento NoseCris
nº,Co2(scd40),temp(scd40),hum(scd40),raw_signla(sgp40),aiq(ens160),tvoc(ens160),eco2(ens160),rs1(ens160),rs3(ens160),rs4(ens160),temp(ens160),rmox(zmod4410),etoh(zmod4410),tvoc(zmod4410),eco2(zmod4410),iaq(zmod4410),temperatura(bme688),humedad(bme688),presion(bme688),resistencia(bme688),Aire/muestra
 1,854,28.84,29.82,30897,3,471,857,281.64,232.54,68.25,25.14,5.37,0.4684,0.8805, 402, 3,31.62,24.92,96785.41,463348.406250,0
2,854,28.84,29.82,30897,3,471,857,281.64,232.54,68.25,25.14,5.37,0.4681,0.8800, 402, 3,31.62,24.94,96785.29,471672.031250,0
3,854,28.84,29.82,31283,3,430,844,281.17,237.32,70.24,25.14,5.37,0.4681,0.8800, 402, 3,31.62,24.94,96785.29,471672.031250,0
4,854,28.84,29.82,31283,3,430,844,281.17,237.32,70.24,25.14,5.37,0.4682,0.8803, 402, 3,31.62,24.94,96785.29,471672.031250,0
5,855,28.84,29.83,31361,3,356,820,281.17,237.32,70.24,25.14,5.37,0.4682,0.8803, 402, 3,31.61,24.96,96784.33,472979.218750,0
6,855,28.84,29.83,31361,3,356,820,284.62,239.41,74.38,25.14,5.37,0.4683,0.8803, 402, 3,31.61,24.96,96784.33,472979.218750,0
7,855,28.83,29.87,31427,3,356,820,284.62,239.41,74.38,25.14,5.37,0.4683,0.8803, 402, 3,31.60,24.96,96784.12,474623.406250,0
8,855,28.83,29.87,31427,3,337,812,282.31,240.96,75.91,25.14,5.37,0.4681,0.8800, 402, 3,31.60,24.96,96784.12,474623.406250,0
9,855,28.83,29.87,31427,3,337,812,282.31,240.96,75.91,25.14,5.37,0.4681,0.8800, 402, 3,31.59,24.96,96784.11,472979.218750,0
10,855,28.85,29.89,31470,3,327,810,286.84,240.79,76.21,25.14,5.37,0.4681,0.8800, 402, 3,31.59,24.96,96784.11,472979.218750,0
11,855,28.85,29.89,31470,3,327,810,286.84,240.79,76.21,25.14,5.37,0.4677,0.8793, 401, 3,31.58,24.96,96784.26,477946.312500,0
12,855,28.81,29.84,31501,3,320,808,280.98,244.08,76.68,25.14,5.37,0.4677,0.8793, 401, 3,31.58,24.96,96784.26,477946.312500,0
13,855,28.81,29.84,31501,3,320,808,280.98,244.08,76.68,25.14,5.37,0.4671,0.8781, 401, 3,31.58,24.96,96784.26,477946.312500,0
14,855,28.80,29.86,31532,3,302,802,285.10,250.01,77.96,25.14,5.37,0.4671,0.8781, 401, 3,31.58,24.98,96784.61,479288.562500,0
15,855,28.80,29.86,31532,3,302,802,285.10,250.01,77.96,25.14,5.37,0.4667,0.8773, 401, 3,31.58,24.98,96784.61,479288.562500,0
16,855,28.80,29.89,31556,3,302,802,285.10,250.01,77.96,25.14,5.37,0.4667,0.8773, 401, 3,31.57,24.99,96784.42,476944.562500,0
17,855,28.80,29.89,31556,3,319,808,287.23,246.23,76.78,25.14,5.37,0.4667,0.8774, 401, 3,31.57,24.99,96784.42,476944.562500,0
18,855,28.80,29.89,31556,3,319,808,287.23,246.23,76.78,25.14,5.37,0.4667,0.8774, 401, 3,31.56,25.01,96784.48,481655.687500,0
19,856,28.82,29.90,31574,3,299,792,285.58,247.07,78.94,25.14,5.37,0.4667,0.8774, 401, 3,31.56,25.01,96784.48,481655.687500,0
20,856,28.82,29.90,31574,3,299,792,285.58,247.07,78.94,25.14,5.37,0.4663,0.8767, 401, 3,31.56,25.01,96784.83,477611.937500,0
21,856,28.79,29.90,31581,3,305,803,283.85,252.22,77.78,25.14,5.37,0.4663,0.8767, 401, 3,31.56,25.01,96784.83,477611.937500,0
22,856,28.79,29.90,31581,3,305,803,283.85,252.22,77.78,25.14,5.37,0.4664,0.8768, 401, 3,31.55,25.03,96784.95,482677.343750,0
23,856,28.78,29.86,31586,3,291,794,286.74,252.05,78.78,25.14,5.37,0.4664,0.8768, 401, 3,31.55,25.03,96784.95,482677.343750,0
