Cabecera experimento NoseCris
nº,Co2(scd40),temp(scd40),hum(scd40),raw_signla(sgp40),aiq(ens160),tvoc(ens160),eco2(ens160),rs1(ens160),rs3(ens160),rs4(ens160),temp(ens160),rmox(zmod4410),etoh(zmod4410),tvoc(zmod4410),eco2(zmod4410),iaq(zmod4410),temperatura(bme688),humedad(bme688),presion(bme688),resistencia(bme688),Aire/muestra
 1,1397,29.06,29.07,32677,2,75,505,416.36,404.28,102.48,25.14,5.34,0.0084,0.0159, 400, 1,30.86,23.59,95889.12,530707.437500,0
2,1397,29.06,29.07,32677,2,90,532,406.61,406.34,99.88,25.14,5.34,0.0084,0.0159, 400, 1,30.86,23.59,95889.12,530707.437500,0
3,1397,29.06,29.07,32677,2,90,532,406.61,406.34,99.88,25.14,5.34,0.0084,0.0159, 400, 1,30.86,22.94,95889.69,529883.562500,0
4,1397,29.03,28.62,32685,2,83,520,411.18,406.75,101.00,25.14,5.34,0.0084,0.0159, 400, 1,30.86,22.94,95889.69,529883.562500,0
5,1397,29.03,28.62,32685,2,83,520,411.18,406.75,101.00,25.14,5.35,0.0084,0.0159, 400, 1,30.86,22.50,95890.92,532778.375000,0
6,1398,29.00,28.26,32695,2,85,473,415.38,417.07,105.65,25.14,5.35,0.0084,0.0159, 400, 1,30.86,22.50,95890.92,532778.375000,0
7,1398,29.00,28.26,32695,2,85,473,415.38,417.07,105.65,25.14,5.35,0.0084,0.0159, 400, 1,30.86,22.19,95890.71,536547.000000,0
8,1399,28.94,27.94,32696,2,88,528,414.11,411.74,100.22,25.14,5.35,0.0084,0.0159, 400, 1,30.86,22.19,95890.71,536547.000000,0
9,1399,28.94,27.94,32696,2,88,528,414.11,411.74,100.22,25.14,5.36,0.0084,0.0159, 400, 1,30.86,22.19,95890.71,536547.000000,0
10,1399,28.94,27.94,32717,1,88,528,414.11,411.74,100.22,25.14,5.36,0.0084,0.0159, 400, 1,30.86,21.99,95890.61,541226.187500,0
11,1399,28.94,27.94,32717,1,62,481,415.80,425.62,104.87,25.14,5.36,0.0084,0.0159, 400, 1,30.86,21.99,95890.61,541226.187500,0
12,1399,28.94,27.94,32717,1,62,481,415.80,425.62,104.87,25.14,5.36,0.0084,0.0159, 400, 1,30.86,21.80,95890.14,541226.187500,0
13,1401,28.88,27.70,32725,1,63,483,425.19,424.04,104.69,25.14,5.36,0.0084,0.0159, 400, 1,30.86,21.80,95890.14,541226.187500,0
14,1401,28.88,27.70,32725,1,63,483,425.19,424.04,104.69,25.14,5.36,0.0084,0.0159, 400, 1,30.85,21.66,95890.27,548179.875000,0
15,1403,28.83,27.51,32719,2,73,481,427.50,427.21,104.90,25.14,5.36,0.0084,0.0159, 400, 1,30.85,21.66,95890.27,548179.875000,0
16,1403,28.83,27.51,32719,2,73,481,427.50,427.21,104.90,25.14,5.36,0.0084,0.0159, 400, 1,30.84,21.59,95890.52,545551.437500,0
17,1407,28.74,27.28,32717,1,62,482,421.61,427.50,104.83,25.14,5.36,0.0084,0.0159, 400, 1,30.84,21.59,95890.52,545551.437500,0
18,1407,28.74,27.28,32717,1,62,482,421.61,427.50,104.83,25.14,5.37,0.0084,0.0159, 400, 1,30.84,21.59,95890.52,545551.437500,0
19,1416,28.70,27.16,32720,2,62,482,421.61,427.50,104.83,25.14,5.37,0.0084,0.0159, 400, 1,30.83,21.50,95891.49,549503.625000,0
20,1416,28.70,27.16,32720,2,74,504,417.77,434.36,102.59,25.14,5.37,0.0084,0.0159, 400, 1,30.83,21.50,95891.49,549503.625000,0
21,1423,28.63,27.08,32726,2,74,504,417.77,434.36,102.59,25.14,5.37,0.0084,0.0159, 400, 1,30.81,21.44,95892.11,556219.437500,0
22,1423,28.63,27.08,32726,2,75,506,429.97,431.13,102.41,25.14,5.37,0.0084,0.0159, 400, 1,30.81,21.44,95892.11,556219.437500,0
23,1423,28.63,27.08,32726,2,75,506,429.97,431.13,102.41,25.14,5.37,0.0084,0.0159, 400, 1,30.80,21.36,95889.44,552617.375000,0
24,1426,28.56,26.94,32724,2,72,462,424.19,446.73,106.84,25.14,5.37,0.0084,0.0159, 400, 1,30.80,21.36,95889.44,552617.375000,0
25,1426,28.56,26.94,32724,2,72,462,424.19,446.73,106.84,25.14,5.37,0.0084,0.0159, 400, 1,30.78,21.29,95889.10,555314.562500,0
26,1430,28.49,26.83,32733,2,55,468,427.50,441.77,106.23,25.14,5.37,0.0084,0.0159, 400, 1,30.78,21.29,95889.10,555314.562500,0
27,1430,28.49,26.83,32733,2,55,468,427.50,441.77,106.23,25.14,5.37,0.0084,0.0159, 400, 1,30.78,21.29,95889.10,555314.562500,0
28,1436,28.44,26.74,32742,1,57,468,427.50,441.77,106.23,25.14,5.37,0.0084,0.0159, 400, 1,30.75,21.30,95889.67,557127.312500,0
29,1436,28.44,26.74,32742,1,57,472,425.77,444.47,105.83,25.14,5.37,0.0084,0.0159, 400, 1,30.75,21.30,95889.67,557127.312500,0
30,1446,28.39,26.69,32742,1,57,472,425.77,444.47,105.83,25.14,5.37,0.0084,0.0159, 400, 1,30.72,21.28,95889.77,554412.562500,0
31,1446,28.39,26.69,32742,2,70,497,428.51,438.64,103.32,25.14,5.37,0.0084,0.0159, 400, 1,30.72,21.28,95889.77,554412.562500,0
32,1446,28.39,26.69,32742,2,70,497,428.51,438.64,103.32,25.14,5.37,0.0084,0.0159, 400, 1,30.70,21.25,95889.70,559868.750000,0
33,1452,28.32,26.67,32742,1,51,480,436.42,452.36,105.05,25.14,5.37,0.0084,0.0159, 400, 1,30.70,21.25,95889.70,559868.750000,0
34,1452,28.32,26.67,32742,1,51,480,436.42,452.36,105.05,25.14,5.38,0.0084,0.0159, 400, 1,30.66,21.23,95888.48,560788.625000,0
35,1463,28.24,26.59,32744,1,59,474,433.77,452.97,105.58,25.14,5.38,0.0084,0.0159, 400, 1,30.66,21.23,95888.48,560788.625000,0
36,1463,28.24,26.59,32744,1,59,474,433.77,452.97,105.58,25.14,5.38,0.0084,0.0159, 400, 1,30.66,21.23,95888.48,560788.625000,0
37,1463,28.24,26.59,32749,1,57,474,433.77,452.97,105.58,25.14,5.38,0.0084,0.0159, 400, 1,30.63,21.24,95889.10,561711.437500,0
38,1463,28.24,26.59,32749,1,57,470,444.47,452.82,106.01,25.14,5.38,0.0084,0.0159, 400, 1,30.63,21.24,95889.10,561711.437500,0
39,1467,28.20,26.60,32743,1,57,470,444.47,452.82,106.01,25.14,5.38,0.0084,0.0159, 400, 1,30.60,21.21,95889.05,562637.375000,0
40,1467,28.20,26.60,32743,1,64,486,434.36,464.30,104.44,25.14,5.38,0.0084,0.0159, 400, 1,30.60,21.21,95889.05,562637.375000,0
41,1467,28.20,26.60,32743,1,64,486,434.36,464.30,104.44,25.14,5.38,0.0084,0.0159, 400, 1,30.56,21.23,95887.91,562174.062500,0
42,1468,28.12,26.58,32753,1,53,496,436.27,460.39,103.42,25.14,5.38,0.0084,0.0159, 400, 1,30.56,21.23,95887.91,562174.062500,0
43,1468,28.12,26.58,32753,1,53,496,436.27,460.39,103.42,25.14,5.38,0.0084,0.0159, 400, 1,30.52,21.22,95888.13,562637.375000,0
44,1469,28.06,26.52,32746,2,59,475,425.62,465.09,105.55,25.14,5.38,0.0084,0.0159, 400, 1,30.52,21.22,95888.13,562637.375000,0
45,1469,28.06,26.52,32746,2,59,475,425.62,465.09,105.55,25.14,5.38,0.0084,0.0159, 400, 1,30.52,21.22,95888.13,562637.375000,0
46,1476,28.00,26.56,32747,1,61,475,425.62,465.09,105.55,25.14,5.38,0.0084,0.0159, 400, 1,30.48,21.25,95889.24,566371.687500,0
47,1476,28.00,26.56,32747,1,61,478,434.36,461.64,105.19,25.14,5.38,0.0084,0.0159, 400, 1,30.48,21.25,95889.24,566371.687500,0
48,1480,27.96,26.55,32748,1,61,478,434.36,461.64,105.19,25.14,5.38,0.0084,0.0159, 400, 1,30.44,21.27,95890.11,571588.062500,0
49,1480,27.96,26.55,32748,1,57,471,438.94,466.98,105.94,25.14,5.38,0.0084,0.0159, 400, 1,30.44,21.27,95890.11,571588.062500,0
50,1480,27.96,26.55,32748,1,57,471,438.94,466.98,105.94,25.14,5.38,0.0084,0.0159, 400, 1,30.40,21.31,95891.64,571109.875000,0
51,1489,27.89,26.53,32748,2,66,495,438.34,473.51,103.53,25.14,5.38,0.0084,0.0159, 400, 1,30.40,21.31,95891.64,571109.875000,0
52,1489,27.89,26.53,32748,2,66,495,438.34,473.51,103.53,25.14,5.38,0.0084,0.0159, 400, 1,30.36,21.28,95890.51,573508.812500,0
53,1502,27.81,26.50,32748,2,52,460,442.82,473.19,107.06,25.14,5.38,0.0084,0.0159, 400, 1,30.36,21.28,95890.51,573508.812500,0
54,1502,27.81,26.50,32748,2,52,460,442.82,473.19,107.06,25.14,5.38,0.0084,0.0159, 400, 1,30.36,21.28,95890.51,573508.812500,0
55,1512,27.77,26.54,32754,2,65,460,442.82,473.19,107.06,25.14,5.38,0.0084,0.0159, 400, 1,30.32,21.35,95890.30,572546.812500,0
56,1512,27.77,26.54,32754,2,65,487,438.05,468.57,104.27,25.14,5.38,0.0084,0.0159, 400, 1,30.32,21.35,95890.30,572546.812500,0
57,1519,27.69,26.52,32758,2,65,487,438.05,468.57,104.27,25.14,5.38,0.0084,0.0159, 400, 1,30.28,21.34,95889.88,572067.062500,0
58,1519,27.69,26.52,32758,2,69,494,453.13,476.88,103.56,25.14,5.38,0.0084,0.0159, 400, 1,30.28,21.34,95889.88,572067.062500,0
59,1519,27.69,26.52,32758,2,69,494,453.13,476.88,103.56,25.14,5.39,0.0084,0.0159, 400, 1,30.23,21.35,95889.09,573991.062500,0
60,1525,27.64,26.55,32758,1,52,457,438.34,479.31,107.42,25.14,5.39,0.0084,0.0159, 400, 1,30.23,21.35,95889.09,573991.062500,1
61,1525,27.64,26.55,32758,1,52,457,438.34,479.31,107.42,25.14,5.39,0.0084,0.0159, 400, 1,30.19,21.42,95889.97,574474.062500,1
62,1533,27.63,26.57,32742,2,77,508,440.42,472.39,102.21,25.14,5.39,0.0084,0.0159, 400, 1,30.19,21.42,95889.97,574474.062500,1
63,1533,27.63,26.57,32742,2,77,508,440.42,472.39,102.21,25.14,5.39,0.0084,0.0159, 400, 1,30.19,21.42,95889.97,574474.062500,1
64,1535,27.54,26.85,32730,2,76,508,440.42,472.39,102.21,25.14,5.39,0.0084,0.0159, 400, 1,30.15,22.07,95890.83,568730.937500,1
65,1535,27.54,26.85,32730,2,76,508,444.47,469.20,102.27,25.14,5.39,0.0094,0.0177, 400, 1,30.15,22.07,95890.83,568730.937500,1
66,1535,27.54,26.85,32731,2,76,508,444.47,469.20,102.27,25.14,5.39,0.0094,0.0177, 400, 1,30.10,23.04,95890.75,559410.000000,1
67,1535,27.54,26.85,32731,2,74,503,442.37,459.46,102.73,25.14,5.39,0.0094,0.0177, 400, 1,30.10,23.04,95890.75,559410.000000,1
