Cabecera experimento NoseCris
nº,Co2(scd40),temp(scd40),hum(scd40),raw_signla(sgp40),aiq(ens160),tvoc(ens160),eco2(ens160),rs1(ens160),rs3(ens160),rs4(ens160),temp(ens160),rmox(zmod4410),etoh(zmod4410),tvoc(zmod4410),eco2(zmod4410),iaq(zmod4410),temperatura(bme688),humedad(bme688),presion(bme688),resistencia(bme688),Aire/muestra
 1,844,32.90,22.81,32683,2,190,681,338.12,378.85,87.26,25.14,5.45,0.3714,0.6983, 509, 3,35.24,19.31,95908.72,357292.406250,0
2,844,32.90,22.81,32683,2,190,681,338.12,378.85,87.26,25.14,5.45,0.3714,0.6983, 509, 3,35.23,19.34,95908.87,357666.781250,0
3,844,32.83,22.85,32689,2,170,655,332.67,389.64,89.42,25.14,5.45,0.3714,0.6983, 509, 3,35.23,19.34,95908.87,357666.781250,0
4,844,32.83,22.85,32689,2,170,655,332.67,389.64,89.42,25.14,5.45,0.3644,0.6851, 508, 3,35.21,19.32,95909.11,355802.656250,0
5,844,32.74,22.90,32697,2,190,688,337.89,385.83,86.65,25.14,5.45,0.3644,0.6851, 508, 3,35.21,19.32,95909.11,355802.656250,0
6,844,32.74,22.90,32697,2,190,688,337.89,385.83,86.65,25.14,5.45,0.3564,0.6701, 506, 3,35.20,19.35,95909.95,359929.687500,0
7,844,32.69,22.92,32701,2,179,666,345.64,399.66,88.48,25.14,5.45,0.3564,0.6701, 506, 3,35.20,19.35,95909.95,359929.687500,0
8,844,32.69,22.92,32701,2,179,666,345.64,399.66,88.48,25.14,5.45,0.3481,0.6544, 504, 3,35.20,19.35,95909.95,359929.687500,0
9,844,32.66,22.92,32712,2,179,666,345.64,399.66,88.48,25.14,5.45,0.3481,0.6544, 504, 3,35.18,19.35,95909.84,361837.468750,0
10,844,32.66,22.92,32712,2,168,651,342.96,399.66,89.75,25.14,5.45,0.3386,0.6366, 502, 3,35.18,19.35,95909.84,361837.468750,0
11,844,32.57,23.08,32718,2,168,651,342.96,399.66,89.75,25.14,5.45,0.3386,0.6366, 502, 3,35.16,19.36,95909.77,362991.843750,0
12,844,32.57,23.08,32718,2,184,673,343.66,397.23,87.92,25.14,5.45,0.3386,0.6366, 502, 3,35.16,19.36,95909.77,362991.843750,0
13,844,32.57,23.08,32718,2,184,673,343.66,397.23,87.92,25.14,5.45,0.3290,0.6185, 500, 2,35.14,19.38,95909.77,366893.593750,0
14,844,32.52,23.09,32725,2,169,653,345.99,408.96,89.60,25.14,5.45,0.3290,0.6185, 500, 2,35.14,19.38,95909.77,366893.593750,0
15,844,32.52,23.09,32725,2,169,653,345.99,408.96,89.60,25.14,5.45,0.3199,0.6015, 498, 2,35.12,19.39,95910.41,365322.875000,0
16,844,32.47,23.08,32731,2,179,638,352.38,417.92,90.85,25.14,5.45,0.3199,0.6015, 498, 2,35.12,19.39,95910.41,365322.875000,0
17,844,32.47,23.08,32731,2,179,638,352.38,417.92,90.85,25.14,5.45,0.3098,0.5824, 495, 2,35.12,19.39,95910.41,365322.875000,0
18,844,32.45,23.16,32737,2,153,638,352.38,417.92,90.85,25.14,5.45,0.3098,0.5824, 495, 2,35.10,19.40,95910.28,366499.656250,0
19,844,32.45,23.16,32737,2,153,630,349.17,407.99,91.53,25.14,5.45,0.2989,0.5620, 492, 2,35.10,19.40,95910.28,366499.656250,0
20,844,32.45,23.16,32751,2,153,630,349.17,407.99,91.53,25.14,5.45,0.2989,0.5620, 492, 2,35.07,19.42,95910.20,376886.281250,0
21,844,32.45,23.16,32751,2,168,651,356.58,415.66,89.72,25.14,5.45,0.2989,0.5620, 492, 2,35.07,19.42,95910.20,376886.281250,0
22,844,32.45,23.16,32751,2,168,651,356.58,415.66,89.72,25.14,5.45,0.2888,0.5430, 489, 2,35.05,19.44,95909.77,377720.406250,0
23,844,32.39,23.22,32747,2,159,640,352.85,421.18,90.73,25.14,5.45,0.2888,0.5430, 489, 2,35.05,19.44,95909.77,377720.406250,0
24,844,32.39,23.22,32747,2,159,640,352.85,421.18,90.73,25.14,5.45,0.2797,0.5259, 486, 2,35.02,19.44,95909.49,378348.406250,0
25,843,32.35,23.21,32749,2,145,643,357.42,417.49,90.42,25.14,5.45,0.2797,0.5259, 486, 2,35.02,19.44,95909.49,378348.406250,0
26,843,32.35,23.21,32749,2,145,643,357.42,417.49,90.42,25.14,5.45,0.2710,0.5094, 483, 2,35.02,19.44,95909.49,378348.406250,0
27,842,32.33,23.26,32754,2,138,643,357.42,417.49,90.42,25.14,5.45,0.2710,0.5094, 483, 2,35.00,19.47,95909.56,380245.093750,0
28,842,32.33,23.26,32754,2,138,609,376.04,418.91,93.37,25.14,5.45,0.2623,0.4932, 480, 2,35.00,19.47,95909.56,380245.093750,0
29,843,32.31,23.21,32755,2,138,609,376.04,418.91,93.37,25.14,5.45,0.2623,0.4932, 480, 2,34.97,19.49,95909.70,383233.531250,0
30,843,32.31,23.21,32755,2,149,625,373.75,426.63,92.03,25.14,5.45,0.2623,0.4932, 480, 2,34.97,19.49,95909.70,383233.531250,0
31,843,32.31,23.21,32755,2,149,625,373.75,426.63,92.03,25.14,5.45,0.2534,0.4763, 476, 2,34.95,19.49,95909.52,381094.156250,0
32,843,32.26,23.26,32757,2,148,624,361.68,430.40,92.12,25.14,5.45,0.2534,0.4763, 476, 2,34.95,19.49,95909.52,381094.156250,0
33,843,32.26,23.26,32757,2,148,624,361.68,430.40,92.12,25.14,5.45,0.2444,0.4594, 472, 2,34.92,19.51,95909.53,384528.718750,0
34,843,32.27,23.26,32759,2,146,622,369.60,424.47,92.24,25.14,5.45,0.2444,0.4594, 472, 2,34.92,19.51,95909.53,384528.718750,0
35,843,32.27,23.26,32759,2,146,622,369.60,424.47,92.24,25.14,5.45,0.2353,0.4425, 469, 2,34.92,19.51,95909.53,384528.718750,0
36,843,32.23,23.27,32759,2,144,622,369.60,424.47,92.24,25.14,5.45,0.2353,0.4425, 469, 2,34.90,19.52,95910.30,387805.343750,0
37,843,32.23,23.27,32759,2,144,617,373.88,437.01,92.68,25.14,5.45,0.2274,0.4274, 465, 2,34.90,19.52,95910.30,387805.343750,0
38,842,32.20,23.28,32761,2,144,617,373.88,437.01,92.68,25.14,5.45,0.2274,0.4274, 465, 2,34.88,19.56,95910.06,389353.625000,0
39,842,32.20,23.28,32761,2,141,614,365.74,427.36,92.96,25.14,5.45,0.2274,0.4274, 465, 2,34.88,19.56,95910.06,389353.625000,0
40,842,32.20,23.28,32761,2,141,614,365.74,427.36,92.96,25.14,5.45,0.2199,0.4134, 461, 2,34.86,19.56,95910.51,388467.375000,0
41,841,32.20,23.31,32765,2,147,622,367.60,435.24,94.87,25.14,5.45,0.2199,0.4134, 461, 2,34.86,19.56,95910.51,388467.375000,0
42,841,32.20,23.31,32765,2,147,622,367.60,435.24,94.87,25.14,5.45,0.2120,0.3986, 457, 2,34.84,19.57,95911.22,390020.937500,0
43,842,32.18,23.37,32774,2,139,611,371.61,438.79,93.25,25.14,5.45,0.2120,0.3986, 457, 2,34.84,19.57,95911.22,390020.937500,0
44,842,32.18,23.37,32774,2,139,611,371.61,438.79,93.25,25.14,5.45,0.2045,0.3844, 453, 2,34.84,19.57,95911.22,390020.937500,0
45,841,32.17,23.34,32777,2,142,611,371.61,438.79,93.25,25.14,5.45,0.2045,0.3844, 453, 2,34.82,19.57,95912.21,390467.125000,0
46,841,32.17,23.34,32777,2,142,616,389.77,442.67,92.84,25.14,5.45,0.1980,0.3722, 449, 2,34.82,19.57,95912.21,390467.125000,0
47,841,32.17,23.34,32781,2,142,616,389.77,442.67,92.84,25.14,5.45,0.1980,0.3722, 449, 2,34.80,19.60,95912.69,392713.312500,0
48,841,32.17,23.34,32781,2,152,629,376.16,454.82,91.65,25.14,5.45,0.1980,0.3722, 449, 2,34.80,19.60,95912.69,392713.312500,0
49,841,32.17,23.34,32781,2,152,629,376.16,454.82,91.65,25.14,5.45,0.1907,0.3585, 445, 2,34.78,19.63,95913.06,393619.062500,0
