Cabecera experimento NoseCris
nº,Co2(scd40),temp(scd40),hum(scd40),raw_signla(sgp40),aiq(ens160),tvoc(ens160),eco2(ens160),rs1(ens160),rs3(ens160),rs4(ens160),temp(ens160),rmox(zmod4410),etoh(zmod4410),tvoc(zmod4410),eco2(zmod4410),iaq(zmod4410),temperatura(bme688),humedad(bme688),presion(bme688),resistencia(bme688),Aire/muestra
 1,414,30.55,49.62,31419,2,68,492,1037.28,2604.36,93.85,25.14,5.14,0.0084,0.0159,,400,,1,32.81,40.64,99591.02,259700.734375,0
2,416,30.55,49.66,31420,2,70,495,1020.57,2569.34,93.53,25.14,5.14,0.0084,0.0159,,400,,1,32.81,40.64,99591.32,260294.859375,0
3,416,30.56,49.61,31418,1,61,479,1070.09,2587.67,95.00,25.14,5.14,0.0084,0.0159,,400,,1,32.81,40.66,99591.56,260493.515625,0
4,416,30.55,49.66,31417,1,62,481,1020.91,2558.93,94.84,25.14,5.14,0.0084,0.0159,,400,,1,32.81,40.64,99591.68,261291.140625,0
5,416,30.55,49.59,31421,1,51,458,1029.93,2570.21,96.92,25.14,5.14,0.0084,0.0159,,400,,1,32.80,40.65,99591.93,260493.515625,0
6,415,30.55,49.64,31432,1,60,470,1034.83,2560.66,95.84,25.14,5.14,0.0084,0.0159,,400,,1,32.80,40.69,99592.08,258716.531250,0
7,416,30.55,49.71,31428,1,57,472,1056.06,2580.67,95.68,25.14,5.14,0.0084,0.0159,,400,,1,32.80,40.67,99591.39,260891.718750,0
8,417,30.52,49.67,31427,2,66,489,1021.26,2555.47,94.07,25.14,5.14,0.0084,0.0159,,400,,1,32.80,40.72,99592.22,260294.859375,0
9,417,30.53,49.71,31430,1,56,469,1036.58,2582.42,95.97,25.14,5.14,0.0084,0.0159,,400,,1,32.79,40.71,99592.20,260096.515625,0
10,415,30.52,49.78,31430,1,64,485,1025.07,2573.70,94.49,25.14,5.14,0.0084,0.0159,,400,,1,32.79,40.70,99592.48,259700.734375,0
11,414,30.49,49.76,31434,1,64,484,1022.64,2588.55,94.52,25.14,5.14,0.0084,0.0159,,400,,1,32.79,40.72,99592.62,260493.515625,0
12,414,30.46,49.83,31427,1,56,469,1061.43,2565.87,95.90,25.14,5.14,0.0084,0.0159,,400,,1,32.79,40.70,99593.71,260294.859375,0
13,414,30.47,49.78,31426,1,59,476,1057.13,2565.00,95.32,25.14,5.14,0.0084,0.0159,,400,,1,32.79,40.74,99594.37,260692.468750,0
14,413,30.45,49.84,31426,2,69,495,1045.03,2602.60,93.56,25.14,5.14,0.0084,0.0159,,400,,1,32.78,40.73,99595.16,258129.562500,0
15,413,30.46,49.88,31429,1,60,477,1066.11,2558.93,95.16,25.14,5.14,0.0084,0.0159,,400,,1,32.78,40.77,99594.60,261291.140625,0
16,412,30.46,49.88,31438,1,64,479,1053.56,2548.56,95.00,25.14,5.14,0.0084,0.0159,,400,,1,32.77,40.74,99595.92,258912.765625,0
17,413,30.44,49.87,31439,2,55,468,1035.88,2590.30,96.03,25.14,5.14,0.0084,0.0159,,400,,1,32.77,40.77,99596.36,260493.515625,0
18,413,30.43,49.94,31449,1,62,480,1053.91,2557.20,94.94,25.14,5.14,0.0084,0.0159,,400,,1,32.77,40.78,99596.91,259109.312500,0
19,412,30.43,49.92,31447,1,56,469,1035.53,2619.39,95.94,25.14,5.14,0.0084,0.0159,,400,,1,32.76,40.80,99598.04,261491.312500,0
20,412,30.42,49.94,31443,1,58,477,1053.56,2599.96,95.19,25.14,5.14,0.0084,0.0159,,400,,1,32.76,40.78,99598.31,261291.140625,0
21,414,30.41,49.94,31447,1,65,486,1057.49,2570.21,94.39,25.14,5.14,0.0084,0.0159,,400,,1,32.76,40.79,99598.97,261691.796875,0
22,415,30.40,49.95,31452,1,64,485,1034.83,2599.96,94.52,25.14,5.14,0.0084,0.0159,,400,,1,32.75,40.81,99598.44,259109.312500,0
23,416,30.40,50.03,31451,1,55,467,1040.80,2579.80,96.10,25.14,5.14,0.0084,0.0159,,400,,1,32.75,40.85,99598.26,261291.140625,0
24,417,30.39,50.01,31449,1,63,482,1023.68,2599.96,94.71,25.14,5.14,0.0084,0.0159,,400,,1,32.74,40.87,99597.45,260692.468750,0
25,417,30.38,50.04,31453,2,69,482,1043.62,2549.42,94.74,25.14,5.14,0.0084,0.0159,,400,,1,32.73,40.84,99597.95,260493.515625,0
26,419,30.36,50.07,31455,1,59,476,1048.58,2613.19,95.32,25.14,5.14,0.0084,0.0159,,400,,1,32.73,40.87,99597.35,260493.515625,0
27,419,30.35,50.08,31458,1,63,482,1077.36,2577.18,94.71,25.14,5.14,0.0084,0.0159,,400,,1,32.72,40.87,99597.42,260891.718750,0
28,419,30.35,50.11,31455,1,59,476,1048.58,2594.69,95.32,25.14,5.14,0.0084,0.0159,,400,,1,32.72,40.90,99597.65,258912.765625,0
29,420,30.34,50.12,31454,2,65,484,1058.56,2593.81,94.62,25.14,5.14,0.0084,0.0159,,400,,1,32.72,40.91,99598.20,259700.734375,0
30,419,30.35,50.11,31454,1,73,502,1029.59,2570.21,92.93,25.14,5.14,0.0084,0.0159,,400,,1,32.72,40.93,99599.41,260096.515625,0
31,419,30.34,50.11,31452,1,64,485,1059.28,2574.57,94.46,25.14,5.14,0.0084,0.0159,,400,,1,32.71,40.92,99599.00,261091.281250,0
32,419,30.35,50.16,31451,1,57,472,1034.13,2572.82,95.71,25.14,5.14,0.0084,0.0159,,400,,1,32.70,40.93,99599.22,261892.578125,0
33,420,30.32,50.14,31454,1,52,460,1045.74,2605.25,96.79,25.14,5.14,0.0084,0.0159,,400,,1,32.70,40.95,99598.70,261291.140625,0
34,420,30.30,50.19,31457,1,61,487,1035.88,2594.69,94.30,25.14,5.14,0.0084,0.0159,,400,,1,32.70,40.97,99599.27,261291.140625,0
35,420,30.30,50.19,31459,2,80,515,1042.21,2563.26,91.81,25.14,5.14,0.0084,0.0159,,400,,1,32.69,40.96,99599.37,260891.718750,0
36,420,30.31,50.19,31467,1,49,455,1054.98,2624.72,97.28,25.14,5.14,0.0084,0.0159,,400,,1,32.69,40.98,99599.70,260096.515625,0
37,419,30.31,50.24,31464,1,44,444,1044.33,2637.18,98.30,25.14,5.14,0.0084,0.0159,,400,,1,32.69,40.99,99600.23,261691.796875,0
38,420,30.29,50.23,31468,1,64,497,1048.93,2598.20,93.37,25.14,5.14,0.0084,0.0159,,400,,1,32.68,40.99,99600.72,262093.671875,0
39,419,30.29,50.25,31470,1,61,478,1049.29,2599.96,95.10,25.14,5.14,0.0084,0.0159,,400,,1,32.68,41.00,99600.91,260891.718750,0
40,419,30.29,50.26,31470,1,55,466,1034.48,2607.01,96.20,25.14,5.14,0.0084,0.0159,,400,,1,32.67,41.01,99601.45,259700.734375,0
41,420,30.29,50.27,31468,1,58,473,1024.37,2591.18,95.55,25.14,5.14,0.0084,0.0159,,400,,1,32.67,41.01,99601.84,262295.093750,0
42,419,30.27,50.27,31474,1,57,472,1066.11,2626.49,95.71,25.14,5.14,0.0084,0.0159,,400,,1,32.66,41.02,99601.78,261491.312500,0
43,420,30.27,50.33,31468,1,63,464,1065.03,2622.94,96.39,25.14,5.14,0.0084,0.0159,,400,,1,32.66,41.02,99601.98,262093.671875,0
44,420,30.27,50.32,31465,1,64,485,1049.29,2633.62,94.49,25.14,5.14,0.0084,0.0159,,400,,1,32.66,41.03,99602.48,262093.671875,0
45,420,30.27,50.32,31470,1,57,470,1039.74,2567.61,95.84,25.14,5.14,0.0084,0.0159,,400,,1,32.66,41.04,99602.36,260493.515625,0
46,420,30.25,50.34,31472,1,54,466,1052.49,2616.73,96.26,25.14,5.14,0.0084,0.0159,,400,,1,32.65,41.01,99602.24,259700.734375,0
47,421,30.27,50.29,31468,2,65,483,1072.99,2576.31,94.65,25.14,5.14,0.0084,0.0159,,400,,1,32.65,41.05,99602.12,262093.671875,0
