Cabecera experimento NoseCris
nº,Co2(scd40),temp(scd40),hum(scd40),raw_signla(sgp40),aiq(ens160),tvoc(ens160),eco2(ens160),rs1(ens160),rs3(ens160),rs4(ens160),temp(ens160),rmox(zmod4410),etoh(zmod4410),tvoc(zmod4410),eco2(zmod4410),iaq(zmod4410),temperatura(bme688),humedad(bme688),presion(bme688),resistencia(bme688),Aire/muestra
 1,829,29.47,26.24,33088,2,87,527,635.42,725.32,102.90,25.14,5.47,0.0365,0.0686, 415, 1,32.14,21.98,95771.70,530295.187500,0
2,829,29.47,26.29,33090,2,87,527,635.42,725.32,102.90,25.14,5.47,0.0365,0.0686, 415, 1,32.14,21.96,95772.02,530295.187500,0
3,829,29.47,26.29,33090,2,65,498,639.30,719.70,105.87,25.14,5.47,0.0365,0.0686, 415, 1,32.14,21.96,95772.02,530295.187500,0
4,829,29.47,26.29,33090,2,65,498,639.30,719.70,105.87,25.14,5.47,0.0367,0.0691, 415, 1,32.14,21.89,95771.54,530707.437500,0
5,829,29.46,26.33,33088,2,81,516,643.42,735.46,104.06,25.14,5.47,0.0367,0.0691, 415, 1,32.14,21.89,95771.54,530707.437500,0
6,829,29.46,26.33,33088,2,81,516,643.42,735.46,104.06,25.14,5.47,0.0372,0.0699, 415, 1,32.15,21.85,95772.29,533611.250000,0
7,829,29.46,26.30,33092,2,87,527,648.01,730.25,102.93,25.14,5.47,0.0372,0.0699, 415, 1,32.15,21.85,95772.29,533611.250000,0
8,829,29.46,26.30,33092,2,87,527,648.01,730.25,102.93,25.14,5.47,0.0370,0.0696, 415, 1,32.15,21.85,95772.29,533611.250000,0
9,831,29.44,26.27,33093,2,72,527,648.01,730.25,102.93,25.14,5.47,0.0370,0.0696, 415, 1,32.15,21.77,95772.87,530295.187500,0
10,831,29.44,26.27,33093,2,72,500,646.48,726.55,105.62,25.14,5.47,0.0371,0.0698, 415, 1,32.15,21.77,95772.87,530295.187500,0
11,832,29.44,26.26,33095,2,72,500,646.48,726.55,105.62,25.14,5.47,0.0371,0.0698, 415, 1,32.15,21.74,95773.31,530295.187500,0
12,832,29.44,26.26,33095,2,81,537,638.87,736.45,101.93,25.14,5.47,0.0371,0.0698, 415, 1,32.15,21.74,95773.31,530295.187500,0
13,832,29.44,26.26,33095,2,81,537,638.87,736.45,101.93,25.14,5.47,0.0373,0.0701, 415, 1,32.16,21.76,95773.70,530707.437500,0
14,832,29.42,26.26,33092,2,75,506,635.63,739.70,105.05,25.14,5.47,0.0373,0.0701, 415, 1,32.16,21.76,95773.70,530707.437500,0
15,832,29.42,26.26,33092,2,75,506,635.63,739.70,105.05,25.14,5.47,0.0375,0.0705, 415, 1,32.16,21.70,95774.11,535284.875000,0
16,833,29.41,26.20,33095,2,72,501,652.64,732.23,105.58,25.14,5.47,0.0375,0.0705, 415, 1,32.16,21.70,95774.11,535284.875000,0
17,833,29.41,26.20,33095,2,72,501,652.64,732.23,105.58,25.14,5.47,0.0374,0.0703, 415, 1,32.16,21.70,95774.11,535284.875000,0
18,833,29.41,26.20,33099,2,84,501,652.64,732.23,105.58,25.14,5.47,0.0374,0.0703, 415, 1,32.17,21.70,95774.27,532362.875000,0
19,833,29.41,26.20,33099,2,84,522,651.75,731.48,103.42,25.14,5.47,0.0374,0.0702, 416, 1,32.17,21.70,95774.27,532362.875000,0
20,833,29.42,26.27,33101,2,84,522,651.75,731.48,103.42,25.14,5.47,0.0374,0.0702, 416, 1,32.17,21.70,95774.01,533194.500000,0
21,833,29.42,26.27,33101,2,77,499,643.86,740.20,105.72,25.14,5.47,0.0374,0.0702, 416, 1,32.17,21.70,95774.01,533194.500000,0
22,833,29.42,26.27,33101,2,77,499,643.86,740.20,105.72,25.14,5.47,0.0374,0.0704, 416, 1,32.16,21.70,95773.60,530295.187500,0
23,832,29.41,26.24,33105,2,91,534,639.73,723.36,102.27,25.14,5.47,0.0374,0.0704, 416, 1,32.16,21.70,95773.60,530295.187500,0
24,832,29.41,26.24,33105,2,91,534,639.73,723.36,102.27,25.14,5.47,0.0374,0.0704, 416, 1,32.17,21.71,95773.42,529062.250000,0
25,832,29.40,26.20,33099,2,80,515,646.48,739.45,104.16,25.14,5.47,0.0374,0.0704, 416, 1,32.17,21.71,95773.42,529062.250000,0
26,832,29.40,26.20,33099,2,80,515,646.48,739.45,104.16,25.14,5.47,0.0374,0.0703, 416, 1,32.17,21.71,95773.42,529062.250000,0
27,833,29.41,26.21,33101,2,70,515,646.48,739.45,104.16,25.14,5.47,0.0374,0.0703, 416, 1,32.17,21.74,95773.33,534028.687500,0
28,833,29.41,26.21,33101,2,70,495,645.61,732.72,106.12,25.14,5.47,0.0372,0.0700, 416, 1,32.17,21.74,95773.33,534028.687500,0
29,833,29.40,26.25,33101,2,70,495,645.61,732.72,106.12,25.14,5.47,0.0372,0.0700, 416, 1,32.16,21.71,95773.95,533194.500000,0
30,833,29.40,26.25,33101,2,82,516,655.74,738.20,104.06,25.14,5.47,0.0372,0.0700, 416, 1,32.16,21.71,95773.95,533194.500000,0
31,833,29.40,26.25,33101,2,82,516,655.74,738.20,104.06,25.14,5.47,0.0371,0.0697, 416, 1,32.16,21.74,95774.59,530295.187500,0
32,833,29.42,26.23,33099,2,72,499,642.34,726.06,105.76,25.14,5.47,0.0371,0.0697, 416, 1,32.16,21.74,95774.59,530295.187500,0
33,833,29.42,26.23,33099,2,72,499,642.34,726.06,105.76,25.14,5.47,0.0372,0.0699, 416, 1,32.16,21.75,95774.84,535704.937500,0
34,834,29.41,26.22,33098,2,75,505,648.67,750.29,105.12,25.14,5.47,0.0372,0.0699, 416, 1,32.16,21.75,95774.84,535704.937500,0
35,834,29.41,26.22,33098,2,75,505,648.67,750.29,105.12,25.14,5.47,0.0373,0.0701, 416, 1,32.16,21.75,95774.84,535704.937500,0
36,833,29.42,26.26,33098,2,84,505,648.67,750.29,105.12,25.14,5.47,0.0373,0.0701, 416, 1,32.16,21.72,95774.62,533611.250000,0
37,833,29.42,26.26,33098,2,84,521,645.82,735.95,103.56,25.14,5.47,0.0373,0.0701, 416, 1,32.16,21.72,95774.62,533611.250000,0
38,833,29.42,26.25,33099,2,84,521,645.82,735.95,103.56,25.14,5.47,0.0373,0.0701, 416, 1,32.16,21.71,95774.96,531533.875000,0
39,833,29.42,26.25,33099,1,65,487,638.00,730.74,106.98,25.14,5.47,0.0373,0.0701, 416, 1,32.16,21.71,95774.96,531533.875000,0
40,833,29.42,26.25,33099,1,65,487,638.00,730.74,106.98,25.14,5.47,0.0373,0.0702, 416, 1,32.16,21.71,95776.05,532362.875000,0
41,833,29.41,26.25,33097,2,72,500,654.18,728.52,105.69,25.14,5.47,0.0373,0.0702, 416, 1,32.16,21.71,95776.05,532362.875000,0
42,833,29.41,26.25,33097,2,72,500,654.18,728.52,105.69,25.14,5.47,0.0373,0.0701, 416, 1,32.16,21.72,95776.30,529062.250000,0
43,832,29.42,26.19,33098,2,74,503,647.79,731.98,105.37,25.14,5.47,0.0373,0.0701, 416, 1,32.16,21.72,95776.30,529062.250000,0
44,832,29.42,26.19,33098,2,74,503,647.79,731.98,105.37,25.14,5.47,0.0372,0.0699, 416, 1,32.16,21.72,95776.30,529062.250000,0
45,832,29.42,26.19,33104,2,73,503,647.79,731.98,105.37,25.14,5.47,0.0372,0.0699, 416, 1,32.16,21.71,95776.89,530707.437500,0
46,832,29.42,26.19,33104,2,73,502,658.18,733.47,105.44,25.14,5.47,0.0369,0.0693, 416, 1,32.16,21.71,95776.89,530707.437500,0
47,832,29.42,26.22,33098,2,73,502,658.18,733.47,105.44,25.14,5.47,0.0369,0.0693, 416, 1,32.16,21.74,95776.66,534865.500000,0
48,832,29.42,26.22,33098,2,85,523,646.70,728.77,103.35,25.14,5.47,0.0369,0.0693, 416, 1,32.16,21.74,95776.66,534865.500000,0
49,832,29.42,26.22,33098,2,85,523,646.70,728.77,103.35,25.14,5.47,0.0368,0.0691, 416, 1,32.16,21.72,95776.12,530707.437500,0
50,832,29.45,26.23,33103,2,78,511,655.51,733.22,104.55,25.14,5.47,0.0368,0.0691, 416, 1,32.16,21.72,95776.12,530707.437500,0
51,832,29.45,26.23,33103,2,78,511,655.51,733.22,104.55,25.14,5.47,0.0368,0.0692, 416, 1,32.16,21.69,95776.31,530295.187500,0
52,833,29.44,26.18,33105,2,80,514,640.38,739.45,104.27,25.14,5.47,0.0368,0.0692, 416, 1,32.16,21.69,95776.31,530295.187500,0
53,833,29.44,26.18,33105,2,80,514,640.38,739.45,104.27,25.14,5.47,0.0368,0.0693, 416, 1,32.16,21.69,95776.31,530295.187500,0
54,834,29.45,26.15,33102,2,87,514,640.38,739.45,104.27,25.14,5.47,0.0368,0.0693, 416, 1,32.16,21.69,95776.31,531533.875000,0
55,834,29.45,26.15,33102,2,87,526,656.62,744.98,103.04,25.14,5.47,0.0370,0.0696, 416, 1,32.16,21.69,95776.31,531533.875000,0
56,834,29.45,26.13,33094,2,87,526,656.62,744.98,103.04,25.14,5.47,0.0370,0.0696, 416, 1,32.16,21.70,95776.16,533611.250000,0
57,834,29.45,26.13,33094,1,67,491,645.17,731.98,106.59,25.14,5.47,0.0370,0.0696, 416, 1,32.16,21.70,95776.16,533611.250000,0
58,834,29.45,26.13,33094,1,67,491,645.17,731.98,106.59,25.14,5.47,0.0370,0.0695, 416, 1,32.16,21.70,95775.98,533194.500000,0
59,834,29.44,26.22,33095,2,79,513,659.30,739.20,104.41,25.14,5.47,0.0370,0.0695, 416, 1,32.16,21.70,95775.98,533194.500000,0
60,834,29.44,26.22,33095,2,79,513,659.30,739.20,104.41,25.14,5.47,0.0370,0.0696, 416, 1,32.16,21.68,95776.01,532362.875000,1
61,834,29.43,26.19,33097,2,80,515,643.42,736.45,104.16,25.14,5.47,0.0370,0.0696, 416, 1,32.16,21.68,95776.01,532362.875000,1
62,834,29.43,26.19,33097,2,80,515,643.42,736.45,104.16,25.14,5.47,0.0371,0.0698, 416, 1,32.16,21.68,95776.01,532362.875000,1
63,833,29.46,26.22,33118,2,65,515,643.42,736.45,104.16,25.14,5.47,0.0371,0.0698, 416, 1,32.16,21.71,95776.08,531120.312500,1
64,833,29.46,26.22,33118,2,65,522,639.08,717.99,103.49,25.14,5.47,0.0373,0.0701, 416, 1,32.16,21.71,95776.08,531120.312500,1
65,833,29.45,26.23,33161,2,65,522,639.08,717.99,103.49,25.14,5.47,0.0373,0.0701, 416, 1,32.16,21.86,95776.29,530295.187500,1
