Cabecera experimento NoseCris
nº,Co2(scd40),temp(scd40),hum(scd40),raw_signla(sgp40),aiq(ens160),tvoc(ens160),eco2(ens160),rs1(ens160),rs3(ens160),rs4(ens160),temp(ens160),rmox(zmod4410),etoh(zmod4410),tvoc(zmod4410),eco2(zmod4410),iaq(zmod4410),temperatura(bme688),humedad(bme688),presion(bme688),resistencia(bme688),Aire/muestra
 1,953,32.11,25.76,32421,2,152,618,410.49,408.55,93.47,25.14,5.39,0.0421,0.0792, 433, 1,34.47,21.74,95472.75,426844.531250,0
2,953,32.11,25.76,32421,2,152,629,406.06,402.37,92.46,25.14,5.39,0.0406,0.0764, 432, 1,34.47,21.74,95472.75,426844.531250,0
3,952,32.06,25.76,32431,2,152,629,406.06,402.37,92.46,25.14,5.39,0.0406,0.0764, 432, 1,34.45,21.76,95472.63,429260.125000,0
4,952,32.06,25.76,32431,2,144,618,412.16,405.51,93.47,25.14,5.39,0.0392,0.0737, 431, 1,34.45,21.76,95472.63,429260.125000,0
5,952,32.06,25.76,32431,2,144,618,412.16,405.51,93.47,25.14,5.39,0.0392,0.0737, 431, 1,34.43,21.77,95471.99,430885.750000,0
6,952,32.02,25.82,32439,2,149,625,405.93,410.35,92.84,25.14,5.39,0.0392,0.0737, 431, 1,34.43,21.77,95471.99,430885.750000,0
7,952,32.02,25.82,32439,2,149,625,405.93,410.35,92.84,25.14,5.39,0.0376,0.0707, 430, 1,34.41,21.76,95471.09,430885.750000,0
8,951,31.96,25.82,32446,2,154,633,407.58,413.13,92.15,25.14,5.39,0.0376,0.0707, 430, 1,34.41,21.76,95471.09,430885.750000,0
9,951,31.96,25.82,32446,2,154,633,407.58,413.13,92.15,25.14,5.39,0.0366,0.0688, 429, 1,34.41,21.76,95471.09,430885.750000,0
10,950,31.88,25.94,32451,2,142,616,405.93,404.01,93.66,25.14,5.39,0.0366,0.0688, 429, 1,34.39,21.78,95470.58,429530.187500,0
11,950,31.88,25.94,32451,2,142,616,405.93,404.01,93.66,25.14,5.39,0.0355,0.0667, 428, 1,34.39,21.78,95470.58,429530.187500,0
12,950,31.84,25.94,32457,2,142,616,405.93,404.01,93.66,25.14,5.39,0.0355,0.0667, 428, 1,34.37,21.80,95470.74,432249.906250,0
13,950,31.84,25.94,32457,2,157,644,413.83,405.65,91.19,25.14,5.39,0.0343,0.0644, 428, 1,34.37,21.80,95470.74,432249.906250,0
14,950,31.84,25.94,32457,2,157,644,413.83,405.65,91.19,25.14,5.39,0.0343,0.0644, 428, 1,34.35,21.83,95472.09,433898.312500,0
15,950,31.81,25.98,32464,2,153,630,424.90,410.90,92.37,25.14,5.39,0.0343,0.0644, 428, 1,34.35,21.83,95472.09,433898.312500,0
16,950,31.81,25.98,32464,2,153,630,424.90,410.90,92.37,25.14,5.39,0.0332,0.0624, 427, 1,34.32,21.81,95472.82,431157.906250,0
17,947,31.74,25.98,32466,2,154,632,417.35,413.97,92.18,25.14,5.39,0.0332,0.0624, 427, 1,34.32,21.81,95472.82,431157.906250,0
18,947,31.74,25.98,32466,2,154,632,417.35,413.97,92.18,25.14,5.39,0.0320,0.0602, 426, 1,34.30,21.85,95473.77,433347.437500,0
19,944,31.71,26.01,32472,2,134,604,418.76,421.47,94.71,25.14,5.39,0.0320,0.0602, 426, 1,34.30,21.85,95473.77,433347.437500,0
20,944,31.71,26.01,32472,2,134,604,418.76,421.47,94.71,25.14,5.39,0.0310,0.0583, 425, 1,34.30,21.85,95473.77,433347.437500,0
21,943,31.68,26.05,32474,2,134,604,418.76,421.47,94.71,25.14,5.39,0.0310,0.0583, 425, 1,34.27,21.88,95475.09,432797.968750,0
22,943,31.68,26.05,32474,2,159,621,416.22,421.61,93.19,25.14,5.39,0.0299,0.0562, 424, 1,34.27,21.88,95475.09,432797.968750,0
23,942,31.63,26.05,32474,2,159,621,416.22,421.61,93.19,25.14,5.39,0.0299,0.0562, 424, 1,34.25,21.90,95475.83,434450.562500,0
24,942,31.63,26.05,32474,2,165,647,426.20,423.76,90.88,25.14,5.39,0.0299,0.0562, 424, 1,34.25,21.90,95475.83,434450.562500,0
25,942,31.63,26.05,32474,2,165,647,426.20,423.76,90.88,25.14,5.39,0.0292,0.0549, 424, 1,34.22,21.89,95475.82,435837.406250,0
26,942,31.63,26.05,32479,2,167,651,426.49,414.25,90.57,25.14,5.39,0.0292,0.0549, 424, 1,34.22,21.89,95475.82,435837.406250,0
27,942,31.63,26.05,32479,2,167,651,426.49,414.25,90.57,25.14,5.39,0.0283,0.0532, 423, 1,34.20,21.93,95475.84,434174.250000,0
28,941,31.60,26.09,32481,2,143,617,421.47,418.20,93.53,25.14,5.39,0.0283,0.0532, 423, 1,34.20,21.93,95475.84,434174.250000,0
29,941,31.60,26.09,32481,2,143,617,421.47,418.20,93.53,25.14,5.39,0.0275,0.0516, 422, 1,34.20,21.93,95475.84,434174.250000,0
30,942,31.60,26.07,32470,2,166,617,421.47,418.20,93.53,25.14,5.39,0.0275,0.0516, 422, 1,34.17,21.95,95475.70,434727.218750,0
31,942,31.60,26.07,32470,2,166,648,425.91,426.20,90.79,25.14,5.39,0.0270,0.0507, 421, 1,34.17,21.95,95475.70,434727.218750,0
