Cabecera experimento NoseCris
nº,Co2(scd40),temp(scd40),hum(scd40),raw_signla(sgp40),aiq(ens160),tvoc(ens160),eco2(ens160),rs1(ens160),rs3(ens160),rs4(ens160),temp(ens160),rmox(zmod4410),etoh(zmod4410),tvoc(zmod4410),eco2(zmod4410),iaq(zmod4410),temperatura(bme688),humedad(bme688),presion(bme688),resistencia(bme688),Aire/muestra
 1,756,28.09,25.80,33073,1,30,414,630.70,716.05,113.86,25.14,5.46,0.0084,0.0159, 400, 1,30.67,21.57,95827.41,583808.437500,0
2,760,28.02,25.84,33075,1,45,400,624.12,712.43,116.27,25.14,5.46,0.0084,0.0159, 400, 1,30.64,21.58,95825.65,586819.500000,0
3,760,28.02,25.84,33075,1,45,400,624.12,712.43,116.27,25.14,5.46,0.0084,0.0159, 400, 1,30.64,21.58,95825.65,586819.500000,0
4,761,27.96,25.86,33071,1,45,400,624.12,712.43,116.27,25.14,5.46,0.0084,0.0159, 400, 1,30.60,21.59,95824.76,588336.687500,0
5,761,27.96,25.86,33071,1,34,424,626.02,715.08,112.75,25.14,5.46,0.0084,0.0159, 400, 1,30.60,21.59,95824.76,588336.687500,0
6,761,27.96,25.86,33071,1,34,424,626.02,715.08,112.75,25.14,5.46,0.0084,0.0159, 400, 1,30.56,21.64,95828.56,587324.375000,0
7,763,27.93,25.94,33074,1,38,432,639.30,693.40,111.91,25.14,5.46,0.0084,0.0159, 400, 1,30.56,21.64,95828.56,587324.375000,0
8,763,27.93,25.94,33074,1,38,432,639.30,693.40,111.91,25.14,5.46,0.0084,0.0159, 400, 1,30.53,21.65,95833.27,584808.687500,0
9,763,27.93,25.94,33074,1,40,436,631.34,710.74,111.42,25.14,5.46,0.0084,0.0159, 400, 1,30.53,21.65,95833.27,584808.687500,0
10,763,27.93,25.94,33074,1,40,436,631.34,710.74,111.42,25.14,5.46,0.0084,0.0159, 400, 1,30.49,21.69,95835.38,585310.062500,0
11,770,27.85,26.00,33073,1,52,461,638.22,715.33,112.94,25.14,5.46,0.0084,0.0159, 400, 1,30.49,21.69,95835.38,585310.062500,0
12,770,27.85,26.00,33073,1,52,461,638.22,715.33,112.94,25.14,5.46,0.0084,0.0159, 400, 1,30.49,21.69,95835.38,585310.062500,0
13,773,27.81,26.01,33081,1,52,461,638.22,715.33,112.94,25.14,5.46,0.0084,0.0159, 400, 1,30.45,21.72,95836.27,586315.500000,0
14,773,27.81,26.01,33081,1,57,471,629.00,716.54,107.78,25.14,5.46,0.0084,0.0159, 400, 1,30.45,21.72,95836.27,586315.500000,0
15,776,27.75,26.02,33085,1,57,471,629.00,716.54,107.78,25.14,5.46,0.0084,0.0159, 400, 1,30.42,21.74,95837.10,586819.500000,0
16,776,27.75,26.02,33085,1,31,417,627.93,701.18,113.55,25.14,5.46,0.0084,0.0159, 400, 1,30.42,21.74,95837.10,586819.500000,0
17,776,27.75,26.02,33085,1,31,417,627.93,701.18,113.55,25.14,5.46,0.0084,0.0159, 400, 1,30.38,21.77,95837.72,588336.687500,0
18,780,27.73,26.06,33080,1,48,454,638.43,721.16,109.55,25.14,5.46,0.0084,0.0159, 400, 1,30.38,21.77,95837.72,588336.687500,0
19,780,27.73,26.06,33080,1,48,454,638.43,721.16,109.55,25.14,5.46,0.0084,0.0159, 400, 1,30.35,21.81,95836.65,590371.875000,0
